Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP
1.0,Precious Achiuwa,C,23.0,15.2,-2.3,-0.1,2.2,0.2779456193353474,0.0841121495327102,0.48,0.386658657856976
4.0,Ochai Agbaji,SG,22.0,9.5,-3.0,-0.3,1.3,0.2386706948640483,0.102803738317757,0.168,0.4096172456368672
5.0,Santi Aldama,PF,22.0,13.9,0.5,1.1,4.6,0.2719033232628399,0.1214953271028037,0.384,0.5678913471485301
6.0,Nickeil Alexander-Walker,SG,24.0,11.4,-1.1333333333333333,0.13333333333333333,0.7333333333333334,0.18529707955689825,0.1651090342679127,0.136,0.20102112323555912
7.0,Grayson Allen,SG,27.0,12.3,0.1,1.0,5.1,0.3141993957703927,0.2149532710280373,0.264,0.6665331865051557
9.0,Jose Alvarado,PG,24.0,11.8,-1.2,0.3,1.8,0.2719033232628399,0.2803738317757009,0.184,0.4436546868221711
12.0,Thanasis Antetokounmpo,PF,30.0,6.7,-7.6,-0.3,0.1,0.0422960725075528,0.0373831775700934,0.096,0.0699436046317616
13.0,Cole Anthony,PG,22.0,16.0,1.3,1.3,3.7,0.3927492447129909,0.3644859813084112,0.384,0.5258784663129443
20.0,Patrick Baldwin Jr.,SF,20.0,11.3,-2.1,0.0,0.1,0.1178247734138972,0.0373831775700934,0.104,0.0771849033937331
22.0,Mo Bamba,C,24.0,11.4,-5.5,-0.1,0.1,0.1117824773413897,0.0373831775700934,0.368,0.0319684986818834
25.0,Dalano Banton,PG,23.0,14.9,-0.5,0.1,0.4,0.1389728096676737,0.1121495327102803,0.12,0.0954383154803617
26.0,Dominick Barlow,PF,19.0,12.4,-4.6,-0.3,0.7,0.1178247734138972,0.0841121495327102,0.288,0.1403543898288117
30.0,Will Barton,SG,32.0,9.966666666666667,-2.6,-0.10000000000000002,0.26666666666666666,0.1913393756294058,0.17133956386292834,0.18133333333333332,0.22585955662339682
32.0,Keita Bates-Diop,PF,27.0,14.9,-0.6,0.5,2.7,0.2930513595166162,0.1401869158878504,0.296,0.4911068842393299
33.0,Nicolas Batum,PF,34.0,11.0,0.5,1.0,3.6,0.1842900302114803,0.1495327102803738,0.304,0.5769346280909
34.0,Darius Bazley,C,22.0,13.0,-1.0,0.15000000000000002,0.95,0.1601208459214501,0.0841121495327102,0.264,0.19966963660026024
36.0,Malik Beasley,SG,26.0,9.7,-2.9,-0.1,0.2,0.3353474320241691,0.1121495327102803,0.264,0.2145359895885474
37.0,MarJon Beauchamp,SF,22.0,8.2,-4.8,-0.5,0.4,0.1540785498489426,0.0654205607476635,0.176,0.2377615376914606
38.0,Dāvis Bertāns,PF,30.0,11.9,-1.2,0.1,0.9,0.1389728096676737,0.0467289719626168,0.096,0.167150532252144
39.0,Patrick Beverley,PG,34.0,10.1,-0.2,0.3,1.2,0.175226586102719,0.3271028037383178,0.392,0.2103981045817065
39.0,Patrick Beverley,SG,34.0,8.3,-1.8,0.1,1.8,0.1933534743202417,0.2429906542056075,0.248,0.4124203290285981
39.0,Patrick Beverley,SG-PG,34.0,8.9,-1.2,0.3,3.0,0.1873111782477341,0.2710280373831776,0.296,0.6143758133947342
40.0,Saddiq Bey,SF,23.0,15.2,0.5,0.4,1.6,0.350453172205438,0.1308411214953271,0.384,0.217639403343678
41.0,Khem Birch,C,30.0,9.4,-3.5,-0.1,0.2,0.066465256797583,0.0373831775700934,0.104,0.0560950378749958
42.0,Goga Bitadze,C,23.0,15.5,-0.4,0.15,0.8500000000000001,0.11631419939577035,0.0887850467289719,0.236,0.11289084659792434
44.0,Buddy Boeheim,SF,23.0,0.5,-9.5,-0.2,-0.2,0.0483383685800604,0.0373831775700934,0.048,0.0323689391664163
45.0,Bogdan Bogdanović,SG,30.0,14.2,0.5,0.9,2.8,0.4229607250755287,0.2616822429906542,0.248,0.5118630493542898
50.0,Brandon Boston Jr.,SF,21.0,13.4,-2.2,0.0,0.2,0.1963746223564954,0.0841121495327102,0.1119999999999999,0.0858611138919478
52.0,James Bouknight,SG,22.0,6.2,-6.5,-0.6,-0.4,0.1691842900302114,0.1121495327102803,0.168,0.1762271832348917
53.0,Jamaree Bouyea,PG,23.0,7.15,-3.55,0.0,0.0,0.10271903323262829,0.08411214953271025,0.1,0.0271131578069209
54.0,Tony Bradley,C,25.0,21.7,4.9,0.1,0.2,0.0483383685800604,0.0093457943925233,0.072,0.0112790736476791
55.0,Malaki Branham,SG,19.0,9.5,-5.2,-1.3,-0.1,0.3081570996978852,0.1775700934579439,0.216,0.5244101845363234
56.0,Jarrell Brantley,PF,26.0,18.5,3.5,0.1,0.1,0.1661631419939577,0.0747663551401869,0.12,0.0156171788967864
57.0,Christian Braun,SG,21.0,10.3,-2.4,-0.1,1.9,0.1419939577039275,0.0747663551401869,0.192,0.3986051323122101
59.0,Oshae Brissett,PF,24.0,10.6,-3.2,-0.3,1.1,0.1842900302114803,0.0654205607476635,0.272,0.3663029332265492
63.0,Greg Brown III,PF,21.0,5.8,-8.5,-0.2,-0.1,0.0543806646525679,0.0186915887850467,0.096,0.0323021990856608
65.0,Kendall Brown,SG,19.0,9.1,-2.9,0.0,0.1,0.0453172205438066,0.0467289719626168,0.08,0.0149164080488537
66.0,Moses Brown,C,23.0,22.45,-0.5,0.1,1.1,0.13444108761329304,0.0093457943925233,0.31999999999999995,0.09922581506323616
68.0,Troy Brown Jr.,SF,23.0,9.6,-1.0,0.5,2.9,0.2145015105740181,0.1214953271028037,0.3279999999999999,0.6281910101111223
70.0,Thomas Bryant,C,25.0,15.75,-3.0,0.24999999999999997,2.1999999999999997,0.21752265861027192,0.028037383177570048,0.36,0.21885740981746585
76.0,John Butler,C,20.0,5.7,-6.2,-0.2,0.0,0.0725075528700906,0.0560747663551401,0.072,0.0769513131110888
77.0,Jamal Cain,PF,23.0,16.5,0.8,0.2,0.8,0.1631419939577039,0.0654205607476635,0.2319999999999999,0.0838589114692828
79.0,Facundo Campazzo,PG,31.0,7.8,-1.2,0.0,0.0,0.039274924471299,0.102803738317757,0.024,0.0188540728134281
80.0,Vlatko Čančar,PF,25.0,11.0,-1.8,0.0,1.7,0.1510574018126888,0.1214953271028037,0.168,0.3009310241265392
82.0,Vernon Carey Jr.,C,21.0,10.8,-5.0,0.0,0.0,0.0151057401812688,0.02803738317757,0.08,0.0095104615076584
83.0,Jevon Carter,PG,27.0,10.9,-0.6,0.6,3.5,0.2416918429003021,0.2242990654205607,0.2,0.6107718490339373
85.0,Michael Carter-Williams,PG,31.0,9.0,-6.3,0.0,0.0,0.1299093655589124,0.1682242990654205,0.104,0.0176861214002068
87.0,Julian Champagnie,SF,21.0,13.600000000000001,-3.15,-0.1,0.4,0.3126888217522658,0.060747663551401807,0.30000000000000004,0.11157273000300325
89.0,Kennedy Chandler,PG,20.0,10.6,-2.7,0.0,0.3,0.066465256797583,0.1495327102803738,0.088,0.0957052758033837
90.0,Max Christie,SG,19.0,7.4,-3.1,-0.1,0.6,0.093655589123867,0.0467289719626168,0.144,0.1743584609737377
91.0,Josh Christopher,SG,21.0,11.5,-4.3,-0.5,0.0,0.175226586102719,0.102803738317757,0.088,0.2657256315280141
92.0,Brandon Clarke,PF,26.0,20.0,2.5,1.3,4.5,0.3021148036253776,0.1214953271028037,0.44,0.3695731971835686
95.0,Amir Coffey,SF,25.0,7.0,-5.0,-0.5,0.4,0.1027190332326283,0.102803738317757,0.088,0.212066606600594
100.0,Pat Connaughton,SF,30.0,10.0,-1.0,0.3,2.5,0.2296072507552869,0.1214953271028037,0.368,0.4887709814128875
102.0,Robert Covington,PF,32.0,14.2,1.7,0.7,1.9,0.1812688821752265,0.1121495327102803,0.28,0.2646911602763039
103.0,Torrey Craig,PF,32.0,11.6,-0.6,0.7,4.0,0.2235649546827794,0.1401869158878504,0.432,0.6576233857242968
104.0,Jae Crowder,PF,32.0,14.6,1.2,0.3,1.2,0.2084592145015106,0.1401869158878504,0.304,0.1190976741081856
105.0,Jarrett Culver,SF,23.0,9.5,-4.2,-0.1,0.0,0.1329305135951661,0.0560747663551401,0.304,0.0496212500417125
107.0,Seth Curry,SG,32.0,12.3,-2.1,0.0,1.8,0.2779456193353474,0.1495327102803738,0.128,0.4100844262021557
109.0,Dyson Daniels,PG,19.0,8.8,-1.8,0.0,1.3,0.1148036253776434,0.2149532710280373,0.256,0.3529549170754497
111.0,Johnny Davis,SG,20.0,7.2,-7.4,-0.6,-0.3,0.175226586102719,0.0934579439252336,0.184,0.1455267460873627
112.0,Terence Davis,SG,25.0,12.9,-1.5,0.1,0.9,0.202416918429003,0.0934579439252336,0.176,0.284346114058798
113.0,JD Davison,SG,20.0,10.1,-4.2,0.0,0.1,0.0483383685800604,0.0841121495327102,0.064,0.0231921780625354
114.0,Darius Days,SF,23.0,18.3,3.5,0.0,0.1,0.1148036253776434,0.02803738317757,0.12,0.0097774218306804
115.0,Dewayne Dedmon,C,33.0,15.55,-1.7000000000000002,0.0,0.9,0.16465256797583075,0.05607476635514015,0.28400000000000003,0.1326292254813628
116.0,Matthew Dellavedova,PG,32.0,6.7,-5.2,-0.2,0.1,0.0453172205438066,0.1214953271028037,0.032,0.0726465779023592
118.0,Moussa Diabaté,C,21.0,14.2,-2.8,0.0,0.4,0.0815709969788519,0.0186915887850467,0.184,0.0673741115226749
119.0,Mamadi Diakite,C,26.0,9.0,-3.4,-0.1,0.2,0.0785498489425981,0.0373831775700934,0.1119999999999999,0.0607334734875029
120.0,Hamidou Diallo,SF,24.0,15.7,-1.4,0.1,1.3,0.2809667673716012,0.0934579439252336,0.28,0.3376380685420629
121.0,Gorgui Dieng,C,33.0,9.9,-3.9,-0.2,0.0,0.1178247734138972,0.1588785046728972,0.28,0.122634898388227
122.0,Ousmane Dieng,PF,19.0,9.3,-3.6,-0.2,0.4,0.148036253776435,0.1121495327102803,0.216,0.1940801548369873
128.0,Ayo Dosunmu,SG,23.0,10.2,-2.5,-0.2,2.9,0.2598187311178248,0.2429906542056075,0.2239999999999999,0.7081789968965863
130.0,Jeff Dowtin,PG,25.0,9.9,-1.9,0.0,0.4,0.0725075528700906,0.1121495327102803,0.072,0.0892314879701004
132.0,Goran Dragić,PG,36.0,10.633333333333333,-4.266666666666667,-0.26666666666666666,0.3,0.18429003021148035,0.21806853582554517,0.11999999999999994,0.19758400907665094
134.0,Chris Duarte,SF,25.0,8.6,-4.5,-0.6,0.0,0.2386706948640483,0.1308411214953271,0.2,0.3051690192545133
135.0,David Duke Jr.,SG,23.0,8.3,-7.3,-0.3,-0.1,0.1117824773413897,0.0841121495327102,0.104,0.0787199252511095
141.0,Kessler Edwards,SF,22.0,6.933333333333334,-5.366666666666667,-0.13333333333333333,0.26666666666666666,0.07854984894259813,0.05295950155763233,0.128,0.08834162022669377
142.0,Keon Ellis,SG,23.0,14.0,1.3,0.1,0.2,0.0453172205438066,0.0373831775700934,0.04,0.0244936096372676
145.0,Bruno Fernando,C,24.0,20.1,-5.0,0.0,0.1,0.1027190332326283,0.0093457943925233,0.152,0.0147161878065872
146.0,Dorian Finney-Smith,PF,29.0,8.966666666666667,-2.266666666666667,0.0,1.4000000000000001,0.24773413897280963,0.1433021806853582,0.38400000000000006,0.45631305547213047
147.0,Malachi Flynn,PG,24.0,8.7,-4.1,-0.4,0.5,0.1389728096676737,0.1214953271028037,0.1119999999999999,0.2342576834517969
148.0,Simone Fontecchio,SF,27.0,8.0,-5.2,-0.6,-0.1,0.1903323262839879,0.0747663551401869,0.136,0.2598525044215304
149.0,Bryn Forbes,SG,29.0,6.2,-6.3,-0.3,0.0,0.1087613293051359,0.0654205607476635,0.048,0.0923349017252311
150.0,Trent Forrest,SG,24.0,6.1,-5.1,-0.2,-0.1,0.0694864048338368,0.1588785046728972,0.128,0.0957720158841392
152.0,Evan Fournier,SG,30.0,6.9,-4.0,-0.2,0.1,0.1842900302114803,0.1214953271028037,0.144,0.1581739913905296
155.0,Wenyen Gabriel,C,25.0,14.4,-2.2,-0.1,2.8,0.1661631419939577,0.0467289719626168,0.336,0.3460806887576333
158.0,Usman Garuba,C,20.0,12.9,-1.4,0.2,1.8,0.0906344410876132,0.0841121495327102,0.3279999999999999,0.3273267260653385
159.0,Luka Garza,C,24.0,23.0,-0.4,0.1,1.1,0.1963746223564954,0.0560747663551401,0.184,0.0833249908232389
160.0,Rudy Gay,PF,36.0,9.0,-4.0,-0.4,0.3,0.1570996978851963,0.0934579439252336,0.2319999999999999,0.276504154570027
162.0,Taj Gibson,C,37.0,11.4,-3.2,-0.1,0.8,0.1027190332326283,0.0654205607476635,0.152,0.1627790569626589
165.0,Anthony Gill,PF,30.0,11.1,-3.3,-0.2,1.3,0.0996978851963746,0.0560747663551401,0.136,0.2110988754296393
168.0,Jordan Goodwin,PG,24.0,14.8,0.7,0.8,2.2,0.1993957703927492,0.2523364485981308,0.264,0.3743451129575867
170.0,Eric Gordon,SG,34.0,12.1,-1.5,0.06666666666666667,1.5333333333333332,0.36757301107754276,0.2398753894080997,0.152,0.44577924605955443
171.0,Devonte' Graham,PG,27.0,12.15,0.05,0.5,2.15,0.19184290030211476,0.2289719626168224,0.12399999999999996,0.36349984983481826
174.0,A.J. Green,SG,23.0,11.5,-0.9,0.1,0.8,0.1329305135951661,0.0560747663551401,0.104,0.1177628724930757
175.0,Danny Green,SG,35.0,13.3,-0.35,0.05,0.2,0.18126888217522655,0.0467289719626168,0.104,0.04227984115860775
178.0,JaMychal Green,PF,32.0,15.5,-0.5,0.3,2.2,0.1933534743202417,0.0841121495327102,0.288,0.2699636266559883
179.0,Javonte Green,SF,29.0,14.5,1.4,0.4,1.4,0.1570996978851963,0.0654205607476635,0.2239999999999999,0.1645142990623019
180.0,Jeff Green,PF,36.0,11.0,-3.4,-0.4,1.7,0.2356495468277945,0.1121495327102803,0.208,0.3699068975873461
181.0,Josh Green,SG,22.0,11.2,-2.4,-0.2,2.6,0.2749244712990936,0.1588785046728972,0.24,0.5214736209830815
182.0,AJ Griffin,SF,19.0,12.6,-0.8,0.4,2.2,0.2688821752265861,0.0934579439252336,0.168,0.4733540227583676
183.0,Blake Griffin,C,33.0,13.1,0.1,0.3,1.8,0.1238670694864048,0.1401869158878504,0.304,0.1938465645543431
184.0,Quentin Grimes,SG,22.0,11.7,-0.1,1.0,4.8,0.3413897280966767,0.1962616822429906,0.256,0.7170887976774453
185.0,Rui Hachimura,PF,24.0,13.166666666666666,-2.2333333333333334,-0.06666666666666667,1.2,0.34038267875125877,0.08722741433021801,0.36000000000000004,0.33325546990578525
187.0,Jordan Hall,SF,21.0,5.5,-7.6,-0.1,-0.1,0.093655589123867,0.1121495327102803,0.104,0.0300997764207294
188.0,R.J. Hampton,SG,21.0,10.866666666666667,-2.8333333333333335,-0.10000000000000002,0.4666666666666666,0.19536757301107752,0.10591900311526477,0.152,0.17156650092879944
191.0,Jaden Hardy,SG,20.0,14.6,-2.3,0.0,0.7,0.2658610271903323,0.1308411214953271,0.152,0.2405312510428137
192.0,Ron Harper Jr.,PF,22.0,15.7,1.2,0.0,0.2,0.066465256797583,0.0373831775700934,0.064,0.0171188307137851
193.0,Montrezl Harrell,C,29.0,17.6,-1.3,0.1,2.2,0.1691842900302114,0.0560747663551401,0.2239999999999999,0.2305536089698668
194.0,Gary Harris,SG,28.0,10.5,-0.7,0.4,2.3,0.2507552870090634,0.1121495327102803,0.16,0.4026762772382955
195.0,Joe Harris,SF,31.0,10.6,-1.1,0.3,2.6,0.2296072507552869,0.1308411214953271,0.176,0.5157673440784863
196.0,Kevon Harris,SG,25.0,9.2,-3.6,-0.2,0.6,0.1238670694864048,0.0467289719626168,0.168,0.1563052691293756
201.0,Udonis Haslem,C,42.0,6.2,-12.1,-0.2,0.0,0.1178247734138972,0.0,0.128,0.0263957019387993
202.0,Sam Hauser,SF,25.0,12.7,1.0,1.0,3.4,0.1933534743202417,0.0841121495327102,0.208,0.4351786965662228
203.0,Jaxson Hayes,C,22.0,13.7,-1.2,0.1,1.5,0.1510574018126888,0.0654205607476635,0.2239999999999999,0.2072279507458204
206.0,Juancho Hernangómez,PF,27.0,7.6,-3.3,-0.2,0.7,0.0876132930513595,0.0560747663551401,0.2319999999999999,0.2090966730069743
207.0,Willy Hernangómez,C,28.0,20.7,0.3,0.3,1.6,0.2084592145015106,0.0841121495327102,0.376,0.1562051590082424
210.0,Haywood Highsmith,PF,26.0,8.5,-3.1,-0.3,0.9,0.1329305135951661,0.0747663551401869,0.28,0.3286615276804485
211.0,George Hill,PG,36.0,9.8,-1.7,0.0,1.4,0.1510574018126888,0.2336448598130841,0.152,0.2286181466279574
211.0,George Hill,PG-SG,36.0,10.6,-1.5,0.1,1.9,0.1510574018126888,0.2242990654205607,0.144,0.283678713251243
211.0,George Hill,SG,36.0,14.1,-0.6,0.1,0.5,0.1570996978851963,0.1775700934579439,0.128,0.0597657423165482
213.0,Aaron Holiday,PG,26.0,9.4,-2.0,0.0,0.9,0.1178247734138972,0.1308411214953271,0.096,0.2857810257950412
215.0,Justin Holiday,SF,33.0,7.0,-4.0,-0.25,0.1,0.134441087613293,0.0841121495327102,0.12,0.1716388026829512
216.0,Richaun Holmes,C,29.0,12.9,-2.9,-0.1,0.8,0.093655589123867,0.0186915887850467,0.152,0.1182300530583642
218.0,Talen Horton-Tucker,SG,22.0,13.7,-1.6,0.2,0.8,0.323262839879154,0.3551401869158878,0.256,0.4442219775085928
219.0,Danuel House Jr.,SF,29.0,9.4,-3.0,-0.2,1.3,0.1450151057401812,0.0747663551401869,0.136,0.2734341108552741
220.0,Caleb Houstan,SF,20.0,6.2,-4.0,-0.4,0.7,0.1148036253776434,0.0560747663551401,0.152,0.2756031634798278
