Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS
1.0,Quincy Acy,SF,23.0,13.399999999999999,1.4,0.05,0.75,0.084375,0.04672897196261675,0.20955882352941174,0.13704290011081205,0.5425,1.9449999999999998
2.0,Steven Adams,C,20.0,11.2,-2.2,-0.1,2.9,0.103125,0.0467289719626168,0.3014705882352941,0.3830299192654741,0.488,0.96
3.0,Jeff Adrien,PF,27.0,14.9,0.0,0.1,0.9,0.071875,0.02803738317757,0.2573529411764706,0.0836473009339876,0.329,-5.89
6.0,Cole Aldrich,C,25.0,19.1,1.5,0.3,1.2,0.0625,0.02803738317757,0.2058823529411764,0.1061263257875573,0.573,2.99
8.0,Lavoy Allen,PF,24.0,14.7,-2.15,-0.2,0.75,0.1265625,0.07943925233644855,0.2867647058823529,0.17331011556118406,0.543,0.73
9.0,Ray Allen*,SG,38.0,12.8,-0.4,0.8,4.1,0.3,0.1869158878504673,0.2058823529411764,0.6207060313439924,0.537,-0.13
11.0,Al-Farouq Aminu,SF,23.0,13.2,-0.6,0.7,3.1,0.225,0.1308411214953271,0.4558823529411765,0.6549311381985119,0.512,1.63
14.0,Alan Anderson,SF,31.0,9.5,-2.8,-0.4,1.7,0.225,0.0934579439252336,0.1617647058823529,0.5678961532372963,0.549,1.03
15.0,James Anderson,SG,24.0,10.9,-2.6,-0.3,1.9,0.315625,0.1775700934579439,0.2794117647058823,0.7395599176824442,0.659,4.37
17.0,Giannis Antetokounmpo,SF,19.0,10.8,-2.5,-0.2,1.2,0.2125,0.1775700934579439,0.3235294117647059,0.6077568466044008,0.707,3.61
19.0,Joel Anthony,C,31.0,8.05,-5.2,-0.05,0.05,0.0234375,0.00467289719626165,0.07720588235294115,0.0304258350482824,0.616,3.125
20.0,Pero Antić,C,31.0,11.7,-2.3,-0.1,1.4,0.21875,0.1121495327102803,0.3088235294117647,0.2980845337976888,0.5,0.32
22.0,Hilton Armstrong,C,29.0,17.0,-0.1,0.0,0.3,0.053125,0.02803738317757,0.2279411764705882,0.0321355073610891,0.537,1.66
23.0,Darrell Arthur,SF,25.0,9.4,-3.2,-0.4,0.7,0.184375,0.0841121495327102,0.2279411764705882,0.3723602976096248,0.646,3.04
25.0,D.J. Augustin,PG,26.0,1.2,-9.1,-0.1,-0.2,0.065625,0.0934579439252336,0.0294117647058823,0.0279246477758429,0.5,1.59
26.0,Gustavo Ayón,C,28.0,12.9,-1.2,0.1,0.7,0.134375,0.102803738317757,0.3529411764705882,0.1404147538388475,0.5,0.32
29.0,Luke Babbitt,PF,24.0,12.1,-1.1,0.1,0.7,0.196875,0.102803738317757,0.2426470588235294,0.1546620231122368,0.512,1.63
30.0,Leandro Barbosa,PG,31.0,11.5,-2.8,-0.1,0.4,0.234375,0.1495327102803738,0.1397058823529411,0.1217033401931296,0.549,2.08
33.0,Harrison Barnes,SF,21.0,9.8,-1.6,0.2,3.2,0.296875,0.1401869158878504,0.2941176470588235,0.7061263257875574,0.537,1.66
34.0,Matt Barnes,SF,33.0,12.0,-0.2,0.8,3.5,0.309375,0.1869158878504673,0.338235294117647,0.5573848345733734,0.537,0.31
35.0,Will Barton,SG,23.0,13.5,-1.3,0.1,0.6,0.125,0.0747663551401869,0.1323529411764706,0.1248694000316606,0.402,-3.96
37.0,Shane Battier,SF,35.0,8.7,0.0,0.7,2.4,0.128125,0.0841121495327102,0.1397058823529411,0.4705081526040842,0.537,-0.13
39.0,Jerryd Bayless,PG,25.0,11.9,-1.9,0.05,1.2,0.284375,0.24299065420560745,0.1470588235294117,0.27359506094665187,0.6585,4.99
41.0,Kent Bazemore,SG,24.0,6.2,-5.0,-0.2,-0.2,0.071875,0.0467289719626168,0.0661764705882353,0.0861484882064271,0.537,1.66
43.0,Michael Beasley,SF,25.0,16.8,-2.0,0.0,1.6,0.246875,0.0747663551401869,0.2279411764705882,0.2672471109703973,0.537,-0.13
