Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS
1.0,Álex Abrines,SG,24.0,9.0,-1.5,0.1,2.2,0.1546052631578947,0.0388349514563106,0.09375,0.3747590577934594,0.488,0.96
2.0,Quincy Acy,PF,27.0,8.2,-2.5,-0.2,1.0,0.194078947368421,0.0776699029126213,0.23125,0.4496716651965108,0.549,1.03
3.0,Steven Adams,C,24.0,20.6,1.1,2.0,9.7,0.4572368421052631,0.116504854368932,0.5625,0.8225358554673461,0.488,0.96
4.0,Bam Adebayo,C,20.0,15.7,-0.4,0.6,4.2,0.2269736842105263,0.145631067961165,0.34375,0.4527426573883498,0.537,-0.13
5.0,Arron Afflalo,SG,32.0,5.8,-5.4,-0.6,0.1,0.1118421052631579,0.058252427184466,0.075,0.2263713286941749,0.415,-2.39
6.0,Cole Aldrich,C,29.0,6.0,-7.5,-0.1,0.0,0.0197368421052631,0.0097087378640776,0.04375,0.0161063739423045,0.512,-0.22
7.0,LaMarcus Aldridge,C,32.0,25.0,3.9,3.7,10.9,0.7598684210526316,0.1941747572815534,0.53125,0.8299846450390408,0.268,-9.82
8.0,Jarrett Allen,C,19.0,17.5,-0.8,0.5,4.2,0.2697368421052631,0.0679611650485436,0.3375,0.4766571923290535,0.549,1.03
9.0,Kadeem Allen,PG,25.0,2.6,-7.7,-0.2,-0.1,0.0361842105263157,0.0679611650485436,0.0375,0.0362311738377601,0.695,6.38
10.0,Tony Allen,SF,36.0,8.7,-5.5,-0.2,0.1,0.1546052631578947,0.0388349514563106,0.13125,0.0925871475709758,0.512,1.63
11.0,Al-Farouq Aminu,PF,27.0,12.0,0.4,1.3,4.2,0.305921052631579,0.116504854368932,0.475,0.6860727237087131,0.402,-3.96
12.0,Justin Anderson,SF,24.0,13.0,-0.9,0.1,1.2,0.2039473684210526,0.0679611650485436,0.15,0.1733803783201019,0.659,4.37
13.0,Kyle Anderson,SF,24.0,15.9,2.9,2.4,6.2,0.2598684210526316,0.2621359223300971,0.3375,0.6542846875102094,0.268,-9.82
14.0,Ryan Anderson,PF,29.0,12.6,0.1,0.9,4.8,0.305921052631579,0.087378640776699,0.3125,0.5714332385899572,0.268,-7.62
15.0,Ike Anigbogu,C,19.0,21.6,1.9,0.0,0.1,0.0394736842105263,0.0,0.05,0.0100297298180273,0.427,-2.91
16.0,Giannis Antetokounmpo,PF,23.0,27.3,6.2,5.7,11.9,0.8848684210526315,0.4660194174757281,0.625,0.9117253095494788,0.707,3.61
17.0,Carmelo Anthony,PF,33.0,12.7,-1.9,0.0,3.7,0.5328947368421053,0.1262135922330097,0.3625,0.8269136528472018,0.488,0.96
