Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting),Predicted WLp (DecisionTree),Predicted WLp (RandomForest),Predicted WLp (GradientBoosting),Predicted SRS (DecisionTree),Predicted SRS (RandomForest),Predicted SRS (GradientBoosting)
410,Naz Reid,C,23,18.5,1,1,3,0.347432024,0.102803738,0.392,0.440681502,0.512,-0.22,0.310010727,0.779363661,0.541160962,0.504858765,0.504676727,0.504578297,0.492288081,0.217796781,0.214176249,0.247222988
278,Kyle Kuzma,PF,27,14.3,-1.7,0.2,0.9,0.640483384,0.345794393,0.576,0.789986092,0.427,-1.06,0.407870105,0.633084994,0.534381638,0.446231385,0.500202381,0.50019914,0.493913338,0.008038095,0.011197132,-0.15979948
93,Jordan Clarkson,SG,30,14.7,-1.4,0.3,1.7,0.628398792,0.411214953,0.32,0.701877608,0.451,-1.03,0.313821566,0.472831021,0.524439074,0.444633161,0.487382096,0.486751871,0.498012379,-0.40930131,-0.427481533,-0.228739142
356,Larry Nance Jr.,C,30,16,2,1.4,4.9,0.205438066,0.168224299,0.432,0.486856745,0.512,1.63,0.395353112,0.542998868,0.523820953,0.394475763,0.487382096,0.486751871,0.498844321,-0.40930131,-0.427481533,0.157084661
177,Jalen Green,SG,20,14.5,-2.1,0,1.8,0.667673716,0.345794393,0.296,0.915924896,0.268,-7.62,0.367024001,0.575865681,0.518782848,0.456093332,0.49805314,0.498016101,0.494025628,-0.06852657,-0.072388191,0.692634643
62,Bruce Brown,SF,26,13.3,-0.5,0.9,4.3,0.347432024,0.317757009,0.328,0.801981919,0.646,3.04,0.378224546,0.396289331,0.518662207,0.538659299,0.500747852,0.50146367,0.499037162,0.054269759,0.07064454,0.247222988
92,Brandon Clarke,PF,26,20,2.5,1.3,4.5,0.302114804,0.121495327,0.44,0.385083449,0.622,3.6,0.51144213,0.444754435,0.511105124,0.576189841,0.500747852,0.50146367,0.493453148,0.054269759,0.07064454,-0.06090052
486,Devin Vassell,SG,22,15.5,0.4,0.7,1.2,0.558912387,0.336448598,0.312,0.419680111,0.268,-9.82,0.276622781,0.492298585,0.508110683,0.440529436,0.501837292,0.502055693,0.491421678,0.104802059,0.108047752,0.361111198
388,Jordan Poole,PG,23,14.6,-1.9,0.1,3.2,0.616314199,0.420560748,0.216,0.864394993,0.537,1.66,0.394242745,0.575865681,0.504313936,0.443081713,0.504676727,0.504578297,0.4974677,0.217796781,0.214176249,-0.228739142
290,Caris LeVert,SG,28,12.4,-0.2,1,4.4,0.365558912,0.364485981,0.304,0.787621697,0.622,5.23,0.391074307,0.4964598,0.49449684,0.522000217,0.496944006,0.498272086,0.49253833,-0.087681388,-0.035907137,0.17984013
124,Donte DiVincenzo,SG,26,12.8,0.7,1.3,4.2,0.283987915,0.327102804,0.36,0.667002782,0.537,1.66,0.390465725,0.770690391,0.4845029,0.455692479,0.500747852,0.50146367,0.499037162,0.054269759,0.07064454,0.078235642
349,Monte Morris,PG,27,15,0.5,1.1,4.2,0.311178248,0.495327103,0.272,0.598157163,0.427,-1.06,0.443502211,0.454217069,0.475306452,0.524308199,0.500202381,0.50019914,0.497500468,0.008038095,0.011197132,0.253813793
321,T.J. McConnell,PG,30,16.8,0.5,1,3.1,0.262839879,0.495327103,0.248,0.536961057,0.427,-2.91,0.332403399,0.4652783,0.459107362,0.453151835,0.487382096,0.486751871,0.497500468,-0.40930131,-0.427481533,-0.195436391
123,Spencer Dinwiddie,PG,29,15.8,0.2,0.5,2,0.498489426,0.85046729,0.328,0.3304242,0.549,1.03,0.484298762,0.63790495,0.458515358,0.574902629,0.503932624,0.504477885,0.49329773,0.109143026,0.122744987,0.211489569
246,Keldon Johnson,SF,23,15.3,-1.8,0.1,1.3,0.664652568,0.271028037,0.4,0.727990264,0.268,-9.82,0.306746903,0.223865936,0.457671028,0.315005297,0.504676727,0.504578297,0.51911786,0.217796781,0.214176249,0.692634643
96,John Collins,PF,25,13.6,-1.3,0.4,4.2,0.395770393,0.112149533,0.52,0.750347705,0.5,0.32,0.295465682,0.50668124,0.457476532,0.422499736,0.508199225,0.507789807,0.491055723,0.308763566,0.295673654,-0.709558336
353,Keegan Murray,SF,22,12.3,-0.6,0.8,4.3,0.36858006,0.112149533,0.368,0.837899861,0.585,2.3,0.292747932,0.854369091,0.453661657,0.489437076,0.501837292,0.502055693,0.488426521,0.104802059,0.108047752,0.17984013
507,Russell Westbrook,PG,34,16.55,0.35,0.6,0.95,0.478851964,0.705607477,0.444,0.379155076,0.5305,0.37,0.429883346,0.421814748,0.448144522,0.564191464,0.492780797,0.491827704,0.504333325,-0.254981884,-0.302217811,-0.001619706
500,P.J. Washington,PF,24,12.9,-1.3,0.4,2.6,0.474320242,0.224299065,0.392,0.838178025,0.329,-5.89,0.265746757,0.390519667,0.435167509,0.463617744,0.506668716,0.506953653,0.508340637,0.245491803,0.252771118,0.517160419
144,Drew Eubanks,C,25,16.2,0.1,0.8,4.4,0.19939577,0.121495327,0.432,0.557127955,0.402,-3.96,0.241704598,0.430407503,0.432200283,0.393294524,0.508199225,0.507789807,0.495042519,0.308763566,0.295673654,0.157084661
385,Mason Plumlee,C,32,19.1,1.9,1.1,3.95,0.297583082,0.252336449,0.664,0.364812239,0.433,-2.79,0.565218619,0.384254553,0.430463237,0.467644804,0.498590909,0.497803163,0.499750841,-0.096093074,-0.113315079,-0.06090052
51,Chris Boucher,PF,30,18,-0.1,0.7,5,0.283987915,0.037383178,0.44,0.53581363,0.5,1.59,0.274028115,0.393823137,0.423853308,0.412436073,0.487382096,0.486751871,0.496259709,-0.40930131,-0.427481533,0.078235642
474,Xavier Tillman Sr.,C,24,17.3,1.9,1.2,4.2,0.211480363,0.14953271,0.4,0.416307371,0.622,3.6,0.34290076,0.405125613,0.420516733,0.454214629,0.506668716,0.506953653,0.504290419,0.245491803,0.252771118,0.157084661
367,Jusuf Nurkić,C,28,17.3,0.1,0.7,2.7,0.401812689,0.271028037,0.728,0.492280946,0.402,-3.96,0.503336287,0.525538663,0.419631028,0.451128519,0.496944006,0.498272086,0.504993137,-0.087681388,-0.035907137,-1.336787153
184,Quentin Grimes,SG,22,11.7,-0.1,1,4.8,0.341389728,0.196261682,0.256,0.747183588,0.573,2.99,0.278164138,0.4964598,0.407536104,0.42473434,0.501837292,0.502055693,0.500217785,0.104802059,0.108047752,-0.119744324
136,Kris Dunn,PG,28,19.1,2.4,0.6,1.9,0.398791541,0.523364486,0.36,0.205771905,0.451,-1.03,0.410230274,0.545591064,0.401604207,0.430827872,0.496944006,0.498272086,0.500695499,-0.087681388,-0.035907137,-1.336787153
99,Mike Conley,PG,35,15,1.1,0.7,2.75,0.373111782,0.593457944,0.224,0.362673853,0.4815,-0.625,0.265446225,0.313464953,0.398964955,0.485929143,0.513083333,0.513512435,0.498170557,0.448541667,0.456578499,0.034357884
7,Grayson Allen,SG,27,12.3,0.1,1,5.1,0.314199396,0.214953271,0.264,0.694506259,0.707,3.61,0.268559684,0.343502683,0.39184461,0.323855333,0.500202381,0.50019914,0.498569127,0.008038095,0.011197132,-0.759059833
138,Jalen Duren,C,19,17.3,-0.8,0.5,4.5,0.274924471,0.102803738,0.712,0.588630042,0.207,-7.73,0.448469341,0.303781237,0.388124515,0.358189708,0.498444444,0.497694561,0.504834821,-0.062469136,-0.080754238,0.078235642
243,Cameron Johnson,PF,26,17.15,2.9,0.7,1.75,0.460725076,0.168224299,0.344,0.217489569,0.549,1.555,0.227130121,0.254455949,0.388083058,0.333927427,0.500747852,0.50146367,0.497578022,0.054269759,0.07064454,-0.762190717
300,Kyle Lowry,PG,36,12.6,0.2,0.9,3.4,0.33836858,0.476635514,0.328,0.607510431,0.537,-0.13,0.287414638,0.257063265,0.383020037,0.440740868,0.519456522,0.519684744,0.497500468,0.540434783,0.571124204,-0.143552262
45,Bogdan Bogdanović,SG,30,14.2,0.5,0.9,2.8,0.422960725,0.261682243,0.248,0.533344924,0.5,0.32,0.197120884,0.159795839,0.382317994,0.41172383,0.487382096,0.486751871,0.504167837,-0.40930131,-0.427481533,-0.138140213
332,Khris Middleton,SF,31,17.4,0.8,0.6,1.9,0.456193353,0.457943925,0.336,0.286265647,0.707,3.61,0.287647792,0.403121279,0.381307008,0.310635122,0.500224656,0.500701738,0.491262757,-0.019536082,-0.000639749,-0.407513284
449,Marcus Smart,PG,28,12.1,-1,0.5,3.7,0.347432024,0.588785047,0.248,0.690924896,0.695,6.38,0.291276005,0.450338645,0.374115041,0.464787272,0.496944006,0.498272086,0.498170557,-0.087681388,-0.035907137,0.247222988
72,Alec Burks,SG,31,16.5,1.2,0.9,2.5,0.386706949,0.205607477,0.248,0.397079277,0.207,-7.73,0.158979993,0.280813829,0.36401163,0.386825019,0.500224656,0.500701738,0.498737976,-0.019536082,-0.000639749,-0.36649942
304,Terance Mann,SG,26,13.4,-0.2,0.8,4.3,0.265861027,0.214953271,0.272,0.658240612,0.537,0.31,0.182051461,0.429480795,0.350984762,0.343535708,0.500747852,0.50146367,0.500217785,0.054269759,0.07064454,0.027654225
5,Santi Aldama,PF,22,13.9,0.5,1.1,4.6,0.271903323,0.121495327,0.384,0.591724618,0.622,3.6,0.291655223,0.434416168,0.346788855,0.328064515,0.501837292,0.502055693,0.502997708,0.104802059,0.108047752,-0.027885286
2,Steven Adams,C,29,17.5,0.6,0.7,3.4,0.259818731,0.214953271,0.92,0.402642559,0.622,3.6,0.523040343,0.38043965,0.344467673,0.343442003,0.503932624,0.504477885,0.500217785,0.109143026,0.122744987,0.085858823
492,Moritz Wagner,C,25,17.4,0.6,0.7,3.4,0.317220544,0.140186916,0.36,0.391689847,0.415,-2.39,0.201182581,0.54838824,0.339396108,0.329551534,0.508199225,0.507789807,0.497128681,0.308763566,0.295673654,-0.259403017
253,Herbert Jones,PF,24,12.1,-0.3,0.8,4.2,0.296072508,0.23364486,0.328,0.687969402,0.512,1.63,0.222558229,0.303180372,0.32795871,0.293876347,0.506668716,0.506953653,0.500217785,0.245491803,0.252771118,0.288609549
322,Jaden McDaniels,SF,22,12,-1.2,0.5,4.4,0.365558912,0.177570093,0.312,0.85,0.512,-0.22,0.234885317,0.323474528,0.322376985,0.387632027,0.501837292,0.502055693,0.499334913,0.104802059,0.108047752,0.17984013
97,Zach Collins,C,25,16.4,-0.2,0.6,2.2,0.350453172,0.271028037,0.512,0.508310153,0.268,-9.82,0.2904423,0.305166482,0.318093389,0.358754908,0.508199225,0.507789807,0.505825819,0.308763566,0.295673654,-0.861066903
379,Kelly Oubre Jr.,SF,27,14.8,-1.1,0.3,1.7,0.613293051,0.102803738,0.416,0.548783032,0.329,-5.89,0.155621233,0.149368623,0.309961995,0.252414917,0.500202381,0.50019914,0.495479999,0.008038095,0.011197132,-0.228739142
205,Gordon Hayward,SF,32,13.5,-1.4,0.2,2,0.444108761,0.38317757,0.344,0.558588317,0.329,-5.89,0.100404014,0.260569451,0.294807447,0.26611727,0.498590909,0.497803163,0.496625477,-0.096093074,-0.113315079,-0.086086511
513,Andrew Wiggins,SF,27,14.7,-0.5,0.5,2.3,0.516616314,0.214953271,0.4,0.424269819,0.537,1.66,0.180848401,0.311412145,0.290594191,0.316143394,0.500202381,0.50019914,0.503010178,0.008038095,0.011197132,-0.057920829
86,Alex Caruso,PG,28,11.5,1.1,1.2,3.6,0.16918429,0.271028037,0.232,0.555111266,0.488,1.37,0.093129946,0.162802854,0.289953766,0.328456905,0.496944006,0.498272086,0.504456396,-0.087681388,-0.035907137,-0.01887161
78,Kentavious Caldwell-Pope,SG,29,11.5,-1,0.6,4.5,0.326283988,0.224299065,0.216,0.838073713,0.646,3.04,0.148431339,0.237023245,0.284160773,0.334514358,0.503932624,0.504477885,0.500217785,0.109143026,0.122744987,-0.19167868
199,Josh Hart,SF,27,14.9,1.6,0.9,3,0.297583082,0.35046729,0.608,0.436961057,0.4875,-0.485,0.442948117,0.219481363,0.280130111,0.316210852,0.500202381,0.50019914,0.489900678,0.008038095,0.011197132,-0.06090052
29,RJ Barrett,SG,22,12.9,-3.1,-0.7,2.2,0.592145015,0.261682243,0.4,0.871662031,0.573,2.99,0.155879379,0.193126069,0.263303475,0.239869592,0.501837292,0.502055693,0.516597415,0.104802059,0.108047752,-0.333422603
103,Torrey Craig,PF,32,11.6,-0.6,0.7,4,0.223564955,0.140186916,0.432,0.685222531,0.549,2.08,0.088551125,0.239838905,0.263237258,0.258009955,0.498590909,0.497803163,0.494562379,-0.096093074,-0.113315079,0.403627841
369,Royce O'Neale,SF,29,9.2,-1.1,0.5,2.9,0.265861027,0.345794393,0.408,0.84794854,0.549,1.03,0.129584917,0.328825938,0.247477195,0.302205392,0.503932624,0.504477885,0.49253833,0.109143026,0.122744987,0.027654225
241,Isaiah Joe,SG,23,14.5,0.9,1,3.8,0.287009063,0.112149533,0.192,0.490994437,0.488,0.96,0.113338966,0.213859977,0.242794282,0.249763238,0.504676727,0.504578297,0.464002771,0.217796781,0.214176249,-0.182556967
232,Jaden Ivey,SG,20,12.1,-3.3,-0.7,0,0.49244713,0.485981308,0.312,0.811230876,0.207,-7.73,0.001835775,0.244230758,0.23288706,0.24069743,0.49805314,0.498016101,0.491198412,-0.06852657,-0.072388191,-1.800038927
524,Robert Williams,C,25,19.8,3.3,1.1,3.8,0.241691843,0.130841121,0.664,0.293984701,0.695,6.38,0.550255561,0.135935021,0.232363086,0.367788055,0.508199225,0.507789807,0.505338853,0.308763566,0.295673654,0.249142726
412,Nick Richards,C,25,18.3,-1.3,0.2,4.2,0.247734139,0.056074766,0.512,0.428963839,0.329,-5.89,0.137684227,0.447393765,0.228284941,0.216752099,0.508199225,0.507789807,0.499267874,0.308763566,0.295673654,0.085858823
47,Bol Bol,PF,23,14.4,-0.9,0.4,2.3,0.274924471,0.093457944,0.464,0.530076495,0.415,-2.39,0.030797724,0.296489792,0.21912697,0.182451271,0.504676727,0.504578297,0.506924318,0.217796781,0.214176249,0.078235642
317,Skylar Mays,PG,25,19.4,0,0.1,0.7,0.46223565,0.775700935,0.256,0.075973574,0.402,-3.96,0.262651495,0.140017412,0.21899606,0.333229376,0.508199225,0.507789807,0.497737102,0.308763566,0.295673654,-0.762190717
32,Keita Bates-Diop,PF,27,14.9,-0.6,0.5,2.7,0.29305136,0.140186916,0.296,0.511717663,0.268,-9.82,0.000349953,0.16163151,0.217805429,0.212832667,0.500202381,0.50019914,0.494562379,0.008038095,0.011197132,-1.360908812
521,Kenrich Williams,PF,28,14.4,0.5,0.8,3.3,0.241691843,0.186915888,0.392,0.426564673,0.488,0.96,0.117403781,0.213859977,0.214059387,0.226361358,0.496944006,0.498272086,0.500217785,-0.087681388,-0.035907137,0.249142726
523,Patrick Williams,PF,21,11.2,-1.3,0.4,3.5,0.3081571,0.112149533,0.32,0.8168637,0.488,1.37,0.070721542,0.229714042,0.213061549,0.264340421,0.504073129,0.503952846,0.494919432,0.152942177,0.159337781,-0.158412861
438,Collin Sexton,PG,24,15.9,-1.3,0.2,2.5,0.432024169,0.271028037,0.176,0.405737135,0.451,-1.03,0.009868124,0.311412145,0.210505452,0.181613711,0.506668716,0.506953653,0.504167837,0.245491803,0.252771118,-0.138140213
460,Max Strus,SF,26,10.8,-1.7,0.2,3.4,0.347432024,0.196261682,0.256,0.799165508,0.537,-0.13,0.010190397,0.237023245,0.197850953,0.209116464,0.500747852,0.50146367,0.501043636,0.054269759,0.07064454,0.247222988
189,Tim Hardaway Jr.,SF,30,12.1,-1.8,0.1,2.3,0.435045317,0.168224299,0.28,0.75810153,0.463,-0.14,-0.02111956,0.015234224,0.189892176,0.168996223,0.487382096,0.486751871,0.499376177,-0.40930131,-0.427481533,-0.138140213
309,Caleb Martin,SF,27,11.4,-1.2,0.4,3.7,0.290030211,0.14953271,0.384,0.731675939,0.537,-0.13,0.069555151,0.229714042,0.189614535,0.207666499,0.500202381,0.50019914,0.507722309,0.008038095,0.011197132,-0.182556967
268,Corey Kispert,SF,23,11.5,-1.5,0.2,3.8,0.335347432,0.112149533,0.224,0.736891516,0.427,-1.06,-0.021798591,0.229714042,0.186409268,0.187404759,0.504676727,0.504578297,0.496752079,0.217796781,0.214176249,-0.143552262
168,Jordan Goodwin,PG,24,14.8,0.7,0.8,2.2,0.19939577,0.252336449,0.264,0.390055633,0.427,-1.06,0.019654182,0.172358829,0.185911375,0.225478561,0.506668716,0.506953653,0.507893722,0.245491803,0.252771118,0.157084661
19,Marvin Bagley III,C,23,17.2,-0.9,0.3,2,0.362537764,0.08411215,0.512,0.351738526,0.207,-7.73,0.079886137,0.309815858,0.182843522,0.188415147,0.504676727,0.504578297,0.495228267,0.217796781,0.214176249,0.17984013
508,Coby White,SG,22,12.5,-0.8,0.5,3.1,0.29305136,0.261682243,0.232,0.608970793,0.488,1.37,0.049355936,0.048486409,0.178774004,0.206043811,0.501837292,0.502055693,0.502388493,0.104802059,0.108047752,-1.360908812
395,Dwight Powell,C,31,15.5,-1.2,0.3,5.1,0.202416918,0.08411215,0.328,0.512934631,0.463,-0.14,0.008981317,0.151826737,0.174240472,0.078910338,0.500224656,0.500701738,0.502341462,-0.019536082,-0.000639749,0.157084661
33,Nicolas Batum,PF,34,11,0.5,1,3.6,0.18429003,0.14953271,0.304,0.601147427,0.537,0.31,-0.004536042,0.152773358,0.172567076,0.232390614,0.492780797,0.491827704,0.505632812,-0.254981884,-0.302217811,0.145379025
200,Isaiah Hartenstein,C,24,14.2,-0.3,0.7,4.6,0.151057402,0.112149533,0.52,0.571557719,0.573,2.99,0.197034096,-0.170851361,0.167420556,0.158789159,0.506668716,0.506953653,0.495042519,0.245491803,0.252771118,0.158009207
444,Ben Simmons,PG,26,13.4,0.4,0.7,2.2,0.208459215,0.570093458,0.504,0.392663421,0.549,1.03,0.273288118,-0.071325415,0.166865139,0.337076497,0.500747852,0.50146367,0.50023846,0.054269759,0.07064454,0.157084661
40,Saddiq Bey,SF,23,14.75,-0.1,0.45,1.95,0.398791541,0.140186916,0.38,0.378824757,0.3535,-3.705,0.053676466,0.112469446,0.156087499,0.230294778,0.504676727,0.504578297,0.476620119,0.217796781,0.214176249,-1.336787153
434,Dennis Schröder,PG,29,11.5,-2.9,-0.4,2.8,0.380664653,0.420560748,0.2,0.700312935,0.524,0.43,-0.074233,0.228102486,0.148539731,0.167951427,0.503932624,0.504477885,0.494462609,0.109143026,0.122744987,-0.36649942
522,Mark Williams,C,21,19.8,0.1,0.4,2.8,0.271903323,0.037383178,0.568,0.29391516,0.329,-5.89,0.192893204,0.141414676,0.147454553,0.213950362,0.504073129,0.503952846,0.506851158,0.152942177,0.159337781,-0.027885286
517,Grant Williams,PF,24,10.3,-1.1,0.5,4.4,0.244712991,0.158878505,0.368,0.719367177,0.695,6.38,0.075475959,0.123169688,0.145404239,0.157749025,0.506668716,0.506953653,0.500208308,0.245491803,0.252771118,0.085858823
83,Jevon Carter,PG,27,10.9,-0.6,0.6,3.5,0.241691843,0.224299065,0.2,0.636404729,0.707,3.61,-0.039443842,0.048486409,0.144838062,0.173200591,0.500202381,0.50019914,0.500217785,0.008038095,0.011197132,0.249142726
314,Bennedict Mathurin,SG,20,13.1,-3.7,-1,1.8,0.504531722,0.140186916,0.328,0.781815021,0.427,-2.91,-0.11540913,0.171779499,0.13840857,0.184404403,0.49805314,0.498016101,0.513494119,-0.06852657,-0.072388191,0.314946091
106,Cade Cunningham,PG,21,14,-0.7,0.1,-0.1,0.601208459,0.560747664,0.496,0.149965229,0.207,-7.73,0.196066303,0.210166906,0.137374889,0.12788396,0.504073129,0.503952846,0.3829604,0.152942177,0.159337781,0.565442527
127,Luguentz Dort,SF,23,11.3,-3,-0.6,2.9,0.413897281,0.196261682,0.368,0.799965229,0.488,0.96,-0.03308625,0.092018509,0.133145088,0.120362522,0.504676727,0.504578297,0.513899699,0.217796781,0.214176249,0.717008936
373,Isaac Okoro,SF,22,10.7,-0.3,0.7,4.2,0.193353474,0.102803738,0.2,0.581258693,0.622,5.23,-0.072871281,0.084384304,0.130759253,0.178879866,0.501837292,0.502055693,0.495042519,0.104802059,0.108047752,0.157084661
139,Tari Eason,PF,21,15.2,-1.7,0.1,2.6,0.280966767,0.102803738,0.48,0.621175243,0.268,-7.62,0.065350532,0.168247499,0.12850842,0.186542722,0.504073129,0.503952846,0.508756965,0.152942177,0.159337781,0.078235642
218,Talen Horton-Tucker,SG,22,13.7,-1.6,0.2,0.8,0.32326284,0.355140187,0.256,0.46286509,0.451,-1.03,-0.095524716,0.199290929,0.124356069,0.180898954,0.501837292,0.502055693,0.496165495,0.104802059,0.108047752,-0.118129831
234,Isaiah Jackson,C,21,17.5,-0.8,0.3,2.7,0.217522659,0.074766355,0.36,0.367350487,0.427,-2.91,-0.033282859,0.160778839,0.114245215,0.108791214,0.504073129,0.503952846,0.497188466,0.152942177,0.159337781,0.618731842
378,Cedi Osman,SF,27,12,-0.7,0.5,3.3,0.262839879,0.140186916,0.184,0.544541029,0.622,5.23,-0.120065018,0.08173719,0.111283821,0.076924266,0.500202381,0.50019914,0.494562379,0.008038095,0.011197132,-0.195436391
202,Sam Hauser,SF,25,12.7,1,1,3.4,0.193353474,0.08411215,0.208,0.453442281,0.695,6.38,-0.04428018,0.152773358,0.110684727,0.149516705,0.508199225,0.507789807,0.496646612,0.308763566,0.295673654,0.157084661
484,Jarred Vanderbilt,PF,23,14.6,0.85,0.75,2.55,0.234138973,0.200934579,0.584,0.334335883,0.4875,-0.3,0.198353188,0.091889327,0.102508228,0.172396326,0.504676727,0.504578297,0.500217785,0.217796781,0.214176249,0.128252138
273,John Konchar,SF,26,10.8,0.5,0.9,3.5,0.15407855,0.130841121,0.344,0.526008345,0.622,3.6,-0.017945255,0.054324305,0.098175074,0.084930045,0.500747852,0.50146367,0.502878527,0.054269759,0.07064454,0.158009207
224,De'Andre Hunter,SF,25,11.5,-3.3,-0.7,2.5,0.465256798,0.130841121,0.336,0.749547983,0.5,0.32,-0.133356965,0.054416288,0.09738814,0.063753674,0.508199225,0.507789807,0.51575384,0.308763566,0.295673654,0.832971008
16,Deni Avdija,SF,22,11.2,-2.3,-0.1,2.3,0.277945619,0.261682243,0.512,0.710917942,0.427,-1.06,0.028000815,0.104285677,0.094778516,0.077123556,0.501837292,0.502055693,0.50665167,0.104802059,0.108047752,0.078235642
68,Troy Brown Jr.,SF,23,9.6,-1,0.5,2.9,0.214501511,0.121495327,0.328,0.654554937,0.524,0.43,-0.107838069,0.101290442,0.088185182,0.072063452,0.504676727,0.504578297,0.498969129,0.217796781,0.214176249,-0.010412183
9,Jose Alvarado,PG,24,11.8,-1.2,0.3,1.8,0.271903323,0.280373832,0.184,0.462273992,0.512,1.63,-0.188512384,0.163675162,0.083883744,0.063215249,0.506668716,0.506953653,0.505825819,0.245491803,0.252771118,-0.027885286
461,Jalen Suggs,SG,21,12.5,-1,0.3,1.4,0.299093656,0.271028037,0.24,0.440716273,0.415,-2.39,-0.129854654,-0.09392611,0.078273283,0.094269528,0.504073129,0.503952846,0.507964882,0.152942177,0.159337781,-0.06090052
371,Josh Okogie,SG,24,13.3,-0.2,0.6,2.8,0.220543807,0.140186916,0.28,0.475243394,0.549,2.08,-0.058713875,0.086699032,0.075050062,0.109897149,0.506668716,0.506953653,0.497128681,0.245491803,0.252771118,0.276290247
454,Jalen Smith,C,22,15.9,-2.1,0,2.3,0.283987915,0.093457944,0.464,0.450556328,0.427,-2.91,-0.053672504,-0.013502112,0.067172642,0.055951029,0.501837292,0.502055693,0.508756965,0.104802059,0.108047752,0.078235642
334,Shake Milton,SG,26,12.7,-2,0,2.9,0.253776435,0.299065421,0.2,0.55132128,0.659,4.37,-0.139710718,0.009118678,0.061556616,-0.003886351,0.500747852,0.50146367,0.50665167,0.054269759,0.07064454,0.085858823
301,Trey Lyles,PF,27,14.2,-1,0.3,2.6,0.229607251,0.08411215,0.328,0.438769124,0.585,2.3,-0.148684469,0.002476471,0.041489131,0.026498725,0.500202381,0.50019914,0.499277964,0.008038095,0.011197132,0.215970344
22,Mo Bamba,C,24,16.3,1.3,0.6,2.1,0.220543807,0.102803738,0.368,0.242002782,0.415,-2.39,-0.012380819,-0.017223154,0.040969692,0.093029909,0.506668716,0.506953653,0.493700126,0.245491803,0.252771118,0.276290247
244,Jalen Johnson,SF,21,14.1,0.3,0.6,2.1,0.16918429,0.112149533,0.32,0.366794159,0.5,0.32,-0.104502573,0.212584058,0.039222154,0.046783763,0.504073129,0.503952846,0.495042519,0.152942177,0.159337781,-0.01887161
459,Isaiah Stewart,C,21,13.1,-2.1,0,2,0.341389728,0.130841121,0.648,0.500799722,0.207,-7.73,0.045307601,0.222079904,0.034896292,0.043216759,0.504073129,0.503952846,0.507630988,0.152942177,0.159337781,-0.119744324
496,Lonnie Walker IV,SG,24,12.2,-1.4,0.2,1.8,0.35347432,0.102803738,0.152,0.458344924,0.524,0.43,-0.270274399,-0.078487632,0.032157442,0.045039524,0.506668716,0.506953653,0.494919432,0.245491803,0.252771118,-0.073160913
182,AJ Griffin,SF,19,12.6,-0.8,0.4,2.2,0.268882175,0.093457944,0.168,0.49321975,0.5,0.32,-0.18951018,0.036484281,0.031180733,0.082709269,0.498444444,0.497694561,0.504834821,-0.062469136,-0.080754238,-0.075624881
381,Cameron Payne,PG,28,13.2,-1.2,0.2,1.1,0.311178248,0.420560748,0.176,0.342906815,0.549,2.08,-0.175577824,0.020919167,0.030456841,0.100919984,0.496944006,0.498272086,0.504331874,-0.087681388,-0.035907137,0.253813793
133,Andre Drummond,C,29,20.8,-0.8,0.3,2.8,0.181268882,0.046728972,0.528,0.298922114,0.488,1.37,0.047772835,0.147152903,0.029020492,0.061146177,0.503932624,0.504477885,0.498660153,0.109143026,0.122744987,-0.01887161
453,Jabari Smith Jr.,PF,19,11.2,-3.7,-1.1,1.9,0.386706949,0.121495327,0.576,0.862308762,0.268,-7.62,-0.069368803,0.008220144,0.028608044,0.164762818,0.498444444,0.497694561,0.502217452,-0.062469136,-0.080754238,-0.36649942
120,Hamidou Diallo,SF,24,15.7,-1.4,0.1,1.3,0.280966767,0.093457944,0.28,0.351808067,0.207,-7.73,-0.233840024,-0.033511532,0.025164703,0.019783956,0.506668716,0.506953653,0.514898467,0.245491803,0.252771118,0.078235642
128,Ayo Dosunmu,SG,23,10.2,-2.5,-0.2,2.9,0.259818731,0.242990654,0.224,0.737899861,0.488,1.37,-0.172250981,-0.071906284,0.020541132,0.039127468,0.504676727,0.504578297,0.49146844,0.217796781,0.214176249,0.085858823
225,Bones Hyland,PG,22,15.45,-0.85,0.2,0.7,0.34592145,0.299065421,0.22,0.19461057,0.5915,1.675,-0.170063057,-0.036810218,0.017728217,0.035800161,0.501837292,0.502055693,0.508627133,0.104802059,0.108047752,-0.119744324
207,Willy Hernangómez,C,28,20.7,0.3,0.3,1.6,0.208459215,0.08411215,0.376,0.162760779,0.512,1.63,-0.072913982,-0.004854218,0.015367181,0.014747207,0.496944006,0.498272086,0.494936938,-0.087681388,-0.035907137,0.157084661
102,Robert Covington,PF,32,14.2,1.7,0.7,1.9,0.181268882,0.112149533,0.28,0.275799722,0.537,0.31,-0.152520253,0.045873045,0.009098255,0.108785232,0.498590909,0.497803163,0.493700126,-0.096093074,-0.113315079,-0.01887161
497,John Wall,PG,32,13.6,-1.2,0.1,0.3,0.344410876,0.485981308,0.216,0.269541029,0.537,0.31,-0.193908836,0.031026595,0.004051404,0.055643103,0.498590909,0.497803163,0.500887084,-0.096093074,-0.113315079,-0.119744324
