Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting),Predicted WLp (DecisionTree),Predicted WLp (RandomForest),Predicted WLp (GradientBoosting),Predicted SRS (DecisionTree),Predicted SRS (RandomForest),Predicted SRS (GradientBoosting)
111,Johnny Davis,SG,20,7.2,-7.4,-0.6,-0.3,0.175226586,0.093457944,0.184,0.151634214,0.427,-1.06,-1.104214058,-0.752637571,-0.682441638,-0.652871656,0.49805314,0.498016101,0.47369951,-0.06852657,-0.072388191,-0.01887161
494,Jabari Walker,SF,20,9.6,-6.1,-0.6,0.2,0.117824773,0.056074766,0.184,0.218393602,0.402,-3.96,-0.976801664,-0.745545709,-0.689967002,-0.679305674,0.49805314,0.498016101,0.497988836,-0.06852657,-0.072388191,0.489724708
119,Mamadi Diakite,C,26,9,-3.4,-0.1,0.2,0.078549849,0.037383178,0.112,0.063282337,0.622,5.23,-0.983911847,-0.739532168,-0.705685619,-0.685357178,0.500747852,0.50146367,0.508464707,0.054269759,0.07064454,-0.04869706
245,James Johnson,PF,35,8.4,-4.4,-0.1,0.1,0.084592145,0.074766355,0.136,0.05876217,0.427,-2.91,-1.068548369,-0.781129552,-0.712543574,-0.695486092,0.513083333,0.513512435,0.509525796,0.448541667,0.456578499,0.02407263
41,Khem Birch,C,30,9.4,-3.5,-0.1,0.2,0.066465257,0.037383178,0.104,0.058449235,0.5,1.59,-1.015083607,-0.739532168,-0.714236308,-0.690656561,0.487382096,0.486751871,0.50390627,-0.40930131,-0.427481533,-0.160907682
501,TyTy Washington Jr.,PG,21,7.5,-6.3,-0.5,-0.1,0.141993958,0.140186916,0.12,0.15472879,0.268,-7.62,-1.056624703,-0.78083522,-0.720186166,-0.693880869,0.504073129,0.503952846,0.491198733,0.152942177,0.159337781,0.178129397
135,David Duke Jr.,SG,23,8.3,-7.3,-0.3,-0.1,0.111782477,0.08411215,0.104,0.082023644,0.549,1.03,-1.162272103,-0.629740656,-0.737612939,-0.760276097,0.504676727,0.504578297,0.486651865,0.217796781,0.214176249,0.169151186
52,James Bouknight,SG,22,6.2,-6.5,-0.6,-0.4,0.16918429,0.112149533,0.168,0.183623088,0.329,-5.89,-1.094288706,-0.764053839,-0.740151284,-0.647314596,0.501837292,0.502055693,0.489029365,0.104802059,0.108047752,-0.01887161
276,Vit Krejci,PG,22,7.7,-3.6,-0.1,0.1,0.036253776,0.056074766,0.072,0.058657858,0.5,0.32,-1.052062085,-0.666628273,-0.745807562,-0.745014814,0.501837292,0.502055693,0.520446651,0.104802059,0.108047752,-0.269403181
466,Terry Taylor,PF,23,8.8,-5.3,-0.2,0.1,0.081570997,0.037383178,0.12,0.081641168,0.427,-2.91,-1.065892027,-0.792371911,-0.748891679,-0.776145386,0.504676727,0.504578297,0.506270415,0.217796781,0.214176249,-0.003734952
260,Johnny Juzang,SG,21,6.5,-6.5,-0.3,-0.2,0.145015106,0.037383178,0.176,0.08445758,0.451,-1.03,-1.129560748,-0.746238121,-0.764561758,-0.779637219,0.504073129,0.503952846,0.472193424,0.152942177,0.159337781,0.293479083
150,Trent Forrest,SG,24,6.1,-5.1,-0.2,-0.1,0.069486405,0.158878505,0.128,0.099791377,0.5,0.32,-1.07243708,-0.719670211,-0.769133057,-0.807585326,0.506668716,0.506953653,0.505948117,0.245491803,0.252771118,-0.160907682
361,Daishen Nix,PG,20,5.3,-6.5,-1,-1.2,0.120845921,0.214953271,0.136,0.322670376,0.268,-7.62,-1.128706027,-0.731577717,-0.775902424,-0.711145817,0.49805314,0.498016101,0.531810706,-0.06852657,-0.072388191,0.489724708
374,KZ Okpala,PF,23,6.2,-3.2,-0.1,0.3,0.039274924,0.037383178,0.08,0.088004172,0.585,2.3,-1.059775026,-0.794112571,-0.787146793,-0.774177587,0.504676727,0.504578297,0.498604851,0.217796781,0.214176249,0.742251943
149,Bryn Forbes,SG,29,6.2,-6.3,-0.3,0,0.108761329,0.065420561,0.048,0.096210014,0.512,-0.22,-1.239738694,-0.757440886,-0.791673439,-0.803885534,0.503932624,0.504477885,0.499797127,0.109143026,0.122744987,0.169151186
116,Matthew Dellavedova,PG,32,6.7,-5.2,-0.2,0.1,0.045317221,0.121495327,0.032,0.07569541,0.585,2.3,-1.198685405,-0.790445524,-0.80258306,-0.832557466,0.498590909,0.497803163,0.537662974,-0.096093074,-0.113315079,1.268174751
411,Jared Rhoden,SG,23,6.5,-6.1,-0.2,0.1,0.096676737,0.028037383,0.208,0.073052851,0.207,-7.73,-1.114515469,-0.811060441,-0.805818307,-0.836898498,0.504676727,0.504578297,0.515511372,0.217796781,0.214176249,0.445820618
452,Ish Smith,PG,34,6.5,-6.6,-0.5,-0.5,0.075528701,0.214953271,0.104,0.140924896,0.646,3.04,-1.208978184,-0.841437393,-0.809428549,-0.820227882,0.492780797,0.491827704,0.530511925,-0.254981884,-0.302217811,-0.160907682
506,Blake Wesley,SG,19,3.5,-9.6,-1.3,-1.6,0.151057402,0.252336449,0.176,0.238212796,0.268,-9.82,-1.349364335,-0.756999998,-0.82489565,-0.78517201,0.498444444,0.497694561,0.475034464,-0.062469136,-0.080754238,0.158009207
408,Davon Reed,SG,27,5.2,-6.1,-0.3,-0.1,0.069486405,0.046728972,0.128,0.111961057,0.646,3.04,-1.23216429,-0.813028691,-0.847766154,-0.859971757,0.500202381,0.50019914,0.489962332,0.008038095,0.011197132,-0.160907682
365,Frank Ntilikina,SG,24,5.2,-6.7,-0.7,-0.1,0.087613293,0.112149533,0.104,0.21484701,0.463,-0.14,-1.211449498,-0.854556731,-0.848660098,-0.798073543,0.506668716,0.506953653,0.499574953,0.245491803,0.252771118,0.140500398
76,John Butler,C,20,5.7,-6.2,-0.2,0,0.072507553,0.056074766,0.072,0.080180807,0.402,-3.96,-1.20532039,-0.94731539,-0.856715158,-0.880097349,0.49805314,0.498016101,0.484357875,-0.06852657,-0.072388191,-0.160907682
12,Thanasis Antetokounmpo,PF,30,6.7,-7.6,-0.3,0.1,0.042296073,0.037383178,0.096,0.072878999,0.707,3.61,-1.326851964,-0.896902184,-0.877808825,-0.90746243,0.487382096,0.486751871,0.497282453,-0.40930131,-0.427481533,-0.990433437
488,Noah Vonleh,C,27,5.9,-6.3,-0.2,0.2,0.033232628,0.028037383,0.168,0.061335188,0.695,6.38,-1.22515299,-0.817412368,-0.907697664,-0.919142724,0.500202381,0.50019914,0.518436925,0.008038095,0.011197132,-0.070185448
15,Ryan Arcidiacono,PG,28,2.6,-9.4,-0.3,-0.1,0.078549849,0.214953271,0.096,0.055702364,0.402,-3.96,-1.408264649,-0.918663564,-0.958400896,-0.955254019,0.496944006,0.498272086,0.497004029,-0.087681388,-0.035907137,-0.04869706
