Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting)
454,Bobby Portis,C,26,17.7,0.2,1.1,5.5,0.477124183,0.111111111,0.619047619,0.711583761,0.707,3.61,0.586400186,0.36612992,0.550827528,0.555091081
175,De'Aaron Fox,PG,24,17.4,-0.6,0.7,2.5,0.758169935,0.518518519,0.265306122,0.733441873,0.585,2.3,0.507603719,0.620399139,0.540005308,0.539412276
110,John Collins,PF,24,18.7,1.5,1.5,5.1,0.529411765,0.166666667,0.530612245,0.586046834,0.5,0.32,0.706045926,0.24394491,0.530386593,0.623201426
441,Gary Payton II,SG,29,17.8,3.7,1.8,5.2,0.232026144,0.083333333,0.238095238,0.437716503,0.537,1.66,0.360137772,0.247037508,0.526410704,0.42912112
46,Patrick Beverley,PG,33,14.8,2.7,1.7,4.1,0.300653595,0.425925926,0.278911565,0.519398642,0.512,-0.22,0.257195294,0.554056182,0.519867145,0.393191325
198,Aaron Gordon,PF,26,15.3,-0.6,0.9,5.2,0.490196078,0.231481481,0.401360544,0.83334488,0.646,3.04,0.5326503,0.684863556,0.517417245,0.524782654
270,Jaren Jackson Jr.,PF,22,17,-0.1,1,5.4,0.532679739,0.101851852,0.394557823,0.74521962,0.622,3.6,0.649058367,0.347532136,0.516991498,0.598591323
286,Keldon Johnson,SF,22,15.2,-0.5,0.9,4.9,0.555555556,0.194444444,0.414965986,0.83895663,0.268,-9.82,0.614998177,0.773699615,0.510543215,0.521158624
319,Kyle Kuzma,PF,26,15.2,-0.2,1,2,0.558823529,0.324074074,0.578231293,0.774352224,0.427,-1.06,0.193774919,0.352587156,0.508291893,0.540776675
204,Draymond Green,PF,31,14.3,3.2,1.8,3.6,0.245098039,0.648148148,0.496598639,0.469689622,0.537,1.66,0.352341406,0.554056182,0.503840132,0.438289658
418,Royce O'Neale,SF,28,10.3,0.8,1.7,5.5,0.241830065,0.231481481,0.326530612,0.843563808,0.451,-1.03,0.384829308,0.60853074,0.49565118,0.4444566
54,Bogdan Bogdanović,SG,29,15.4,1.3,1.5,3.7,0.493464052,0.287037037,0.272108844,0.649612027,0.5,0.32,0.333559105,0.603053142,0.484134347,0.530125527
69,Malcolm Brogdon,PG,29,18,2.3,1.3,2.7,0.624183007,0.546296296,0.346938776,0.42867535,0.427,-2.91,0.420664275,0.541794725,0.465961995,0.439063294
55,Bojan Bogdanović,PF,32,15.7,0,1.1,5.2,0.591503268,0.157407407,0.292517007,0.748198698,0.451,-1.03,0.41193475,0.248419657,0.460595493,0.466963706
415,Jusuf Nurkić,C,27,20,0.3,0.9,3.6,0.490196078,0.259259259,0.755102041,0.556048219,0.402,-3.96,0.372673529,0.66994059,0.446595633,0.42883475
559,Franz Wagner,SF,20,14.7,-0.7,0.8,4,0.496732026,0.268518519,0.306122449,0.851357905,0.415,-2.39,0.503050813,0.442439528,0.445010096,0.467233125
453,Otto Porter Jr.,PF,28,15.9,3.1,1.8,4.9,0.267973856,0.138888889,0.387755102,0.490577802,0.537,1.66,0.363772889,0.429819583,0.443280733,0.39950178
221,Montrezl Harrell,C,28,22.8,3.3,1.2,3.65,0.416666667,0.189814815,0.394557823,0.291377996,0.378,-3.475,0.339874081,0.482815942,0.437756733,0.427888913
579,Hassan Whiteside,C,32,22.9,2.1,1.2,5.8,0.267973856,0.037037037,0.517006803,0.408029652,0.451,-1.03,0.382469856,0.205158604,0.417776354,0.439403083
576,Russell Westbrook,PG,33,15,-1.6,0.2,1.7,0.604575163,0.657407407,0.503401361,0.938859637,0.524,0.43,0.107422995,0.288760293,0.397179095,0.442842878
61,Chris Boucher,SF,29,17.9,0.1,0.9,6,0.307189542,0.027777778,0.421768707,0.592039629,0.5,1.59,0.327998752,0.370267064,0.391601703,0.336110236
553,Jarred Vanderbilt,PF,22,15.3,0.2,1.1,6,0.225490196,0.12037037,0.571428571,0.659345989,0.512,-0.22,0.511778004,0.629733408,0.375479447,0.24248781
34,Will Barton,SG,31,13.4,-0.5,0.9,3.2,0.480392157,0.361111111,0.326530612,0.799189414,0.646,3.04,0.122854694,0.289814427,0.362421036,0.46501028
349,Lauri Markkanen,SF,24,14.7,0.4,1.1,5,0.483660131,0.12037037,0.387755102,0.660523763,0.622,5.23,0.454836455,0.392323175,0.360793778,0.323062764
346,Terance Mann,SF,25,13.4,-0.6,0.8,5.5,0.352941176,0.240740741,0.353741497,0.811833172,0.537,0.31,0.44179699,0.308591628,0.355595937,0.334146187
299,Tyus Jones,PG,25,16.5,1.7,1.4,5.1,0.284313725,0.407407407,0.163265306,0.54323126,0.622,3.6,0.544595132,0.357686576,0.348095397,0.41684741
107,Jordan Clarkson,SG,29,14.9,-0.6,0.7,3.5,0.522875817,0.231481481,0.238095238,0.750346404,0.451,-1.03,0.146325271,0.400150364,0.346718949,0.351485777
374,De'Anthony Melton,SG,23,15.2,1.9,1.6,3.7,0.352941176,0.25,0.306122449,0.581162533,0.622,3.6,0.377146696,0.346470752,0.345989768,0.422265902
335,Kevon Looney,C,25,15.7,0.9,1.3,6.8,0.196078431,0.185185185,0.496598639,0.60658861,0.537,1.66,0.600931124,0.219325229,0.336420194,0.290743028
304,Luke Kennard,SG,25,13.3,0.5,1.2,4.5,0.388888889,0.194444444,0.224489796,0.673548566,0.537,0.31,0.308611004,0.321827645,0.335622081,0.378762633
544,Obi Toppin,PF,23,18.3,2,1.2,3.9,0.294117647,0.101851852,0.25170068,0.431308023,0.573,2.99,0.246495233,0.250066736,0.332407533,0.324343584
214,Tyrese Haliburton,PG,21,20.5,2.8,1.1,3,0.571895425,0.888888889,0.292517007,0.336739643,0.427,-2.91,0.846095692,0.326778968,0.327638826,0.480676233
332,Damian Lillard,PG,31,18.5,1.3,0.9,1.7,0.784313725,0.675925926,0.278911565,0.377719274,0.402,-3.96,0.300089938,0.450100817,0.322943176,0.357709342
11,Kyle Anderson,PF,28,14.4,1.2,1.2,3.5,0.248366013,0.25,0.360544218,0.5208189,0.622,3.6,0.039328171,0.395169118,0.322770262,0.213570757
16,OG Anunoby,SF,24,14.8,0.5,1.1,3.7,0.558823529,0.240740741,0.37414966,0.610364417,0.5,1.59,0.370626338,0.338762672,0.312486997,0.246580007
201,Jerami Grant,PF,27,16.1,1.2,1.2,2.3,0.62745098,0.222222222,0.278911565,0.529963974,0.207,-7.73,0.156859632,0.193330427,0.312236883,0.369319139
26,Lonzo Ball,PG,24,14.5,2.5,1.4,2.2,0.424836601,0.472222222,0.367346939,0.431134821,0.488,1.37,0.235937547,0.351010876,0.312164889,0.360748859
385,Malik Monk,SG,23,14.4,-0.5,0.8,3.6,0.450980392,0.268518519,0.231292517,0.75,0.524,0.43,0.288700786,0.442439528,0.3082515,0.354073088
72,Bruce Brown,SF,25,15,0.7,1.2,4.8,0.294117647,0.194444444,0.326530612,0.622350007,0.549,1.03,0.332964309,0.290234622,0.305591251,0.298343858
41,Bradley Beal,SG,28,17.5,0.8,1,1.4,0.758169935,0.611111111,0.319727891,0.510253568,0.427,-1.06,0.306974253,0.335673148,0.305581844,0.3636034
465,Immanuel Quickley,PG,22,14.6,0.2,1,4.2,0.369281046,0.324074074,0.217687075,0.631529721,0.573,2.99,0.383184935,0.210537816,0.302507968,0.246293228
446,Mason Plumlee,C,31,14.7,0,0.9,4.7,0.212418301,0.287037037,0.523809524,0.628931689,0.329,-5.89,0.124229666,0.365331055,0.297527233,0.152956266
15,Cole Anthony,PG,21,13.5,-1.2,0.4,1.6,0.532679739,0.527777778,0.367346939,0.72353471,0.415,-2.39,0.161023247,0.379170744,0.290398181,0.255080968
362,CJ McCollum,SG,30,18.85,2.35,1.1,1.8,0.732026144,0.476851852,0.299319728,0.382776777,0.457,-1.165,0.269666797,0.347930219,0.289832491,0.330792602
114,Pat Connaughton,SF,29,13.4,1.2,1.4,4.4,0.323529412,0.12037037,0.285714286,0.594083414,0.707,3.61,0.135939254,0.219325229,0.286830989,0.341262815
455,Kristaps Porziņģis,PF,26,24.75,4.35,1.1,2.8,0.674836601,0.226851852,0.56122449,0.265813357,0.445,-0.6,0.542986161,0.347930219,0.286168629,0.400783154
38,Nicolas Batum,PF,33,13.5,2.3,1.6,3.7,0.27124183,0.157407407,0.292517007,0.514687543,0.537,0.31,-0.03876585,0.418041739,0.261516047,0.178462132
294,Herbert Jones,PF,23,12.3,-0.5,0.9,4.6,0.310457516,0.194444444,0.258503401,0.818518775,0.512,1.63,0.288903435,0.264768463,0.245416711,0.246193655
597,Delon Wright,SG,29,13.8,2.2,1.6,3.6,0.14379085,0.222222222,0.197278912,0.50883331,0.5,0.32,-0.005080396,0.464870504,0.22659154,0.196942442
230,Jaxson Hayes,C,21,18.5,0.2,0.8,5.1,0.303921569,0.055555556,0.306122449,0.490508522,0.512,1.63,0.363673329,0.097723721,0.225793256,0.227623067
121,Jae Crowder,PF,31,11.3,1.1,1.5,4.3,0.307189542,0.175925926,0.360544218,0.662359706,0.549,2.08,0.085286094,0.161281181,0.225290868,0.276415563
548,P.J. Tucker,PF,36,11.3,0.6,1.3,5,0.248366013,0.194444444,0.37414966,0.695198836,0.537,-0.13,0.005577547,0.280606418,0.220697202,0.219606487
33,RJ Barrett,SF,21,13.7,-1.6,0.2,2.3,0.653594771,0.277777778,0.394557823,0.848517389,0.573,2.99,0.214569831,0.624650526,0.218954573,0.209033318
174,Evan Fournier,SG,29,12.3,-0.7,0.7,3.7,0.460784314,0.194444444,0.176870748,0.826347513,0.573,2.99,0.068091709,0.101073994,0.209462297,0.350264933
521,Max Strus,SF,25,12.7,0.9,1.2,3.6,0.346405229,0.12962963,0.204081633,0.557122073,0.537,-0.13,0.06167684,0.013914763,0.19707743,0.218540439
569,P.J. Washington,C,23,13.6,-0.1,0.9,3.4,0.336601307,0.212962963,0.353741497,0.621172232,0.329,-5.89,0.118645062,0.321310989,0.186704362,0.148204613
89,Kentavious Caldwell-Pope,SG,28,12.6,-1.5,0.3,2.8,0.431372549,0.175925926,0.231292517,0.81654427,0.427,-1.06,-0.135143371,0.24690141,0.185336663,0.12198242
313,John Konchar,SG,25,14,1.5,1.2,4.2,0.156862745,0.138888889,0.31292517,0.453062214,0.622,3.6,0.056948199,0.312359018,0.174564228,0.142072151
367,JaVale McGee,C,34,22.6,0.8,0.8,4.9,0.300653595,0.055555556,0.455782313,0.410766246,0.549,2.08,0.121853087,0.213488085,0.165109193,0.218817498
200,Devonte' Graham,PG,26,12.1,-1,0.5,2.8,0.388888889,0.388888889,0.156462585,0.758071221,0.512,1.63,0.009286169,0.141264227,0.164119404,0.188874756
432,Kelly Oubre Jr.,SF,26,14.9,-1.4,0.3,3.3,0.490196078,0.101851852,0.272108844,0.700879867,0.329,-5.89,-0.002312247,0.375370749,0.162458283,0.106773226
504,Anfernee Simons,SG,22,15.3,-0.7,0.5,1.9,0.565359477,0.361111111,0.176870748,0.591831786,0.402,-3.96,0.101342916,0.215482781,0.150940549,0.066882323
14,Carmelo Anthony,PF,37,14.8,-0.5,0.7,3.6,0.434640523,0.092592593,0.285714286,0.629416655,0.524,0.43,-0.223809802,-0.293915659,0.147257356,0.146871549
7,Grayson Allen,SG,26,12.7,0.4,1.1,4.2,0.362745098,0.138888889,0.231292517,0.634023833,0.707,3.61,0.143050819,0.063850584,0.143014535,0.199287404
182,Danilo Gallinari,PF,33,14.3,-0.2,0.8,3.6,0.382352941,0.138888889,0.319727891,0.587259249,0.5,0.32,-0.133831879,0.160815692,0.14125398,0.105804442
5,LaMarcus Aldridge,C,36,19.6,0.7,0.7,3.1,0.421568627,0.083333333,0.37414966,0.370756547,0.549,1.03,-0.213939231,0.170393451,0.132420969,0.151904762
550,Myles Turner,C,25,17.4,1.4,1.1,3.1,0.421568627,0.092592593,0.482993197,0.437300818,0.427,-2.91,0.126532028,-0.14848287,0.130834391,0.252065078
599,Moses Wright,PF,23,31.2,24.2,0,0,0,0.092592593,0,0,0.537,0.31,0.368920677,0.103781043,0.129707902,-0.059110385
255,Kevin Huerter,SF,23,11.9,-1.2,0.4,2.8,0.395424837,0.25,0.231292517,0.767493418,0.5,0.32,-0.005722943,0.128659947,0.129459335,0.182320226
124,Cade Cunningham,SG,20,13.1,-1.6,0.2,-0.5,0.568627451,0.518518519,0.37414966,0.733892199,0.207,-7.73,-0.141004198,0.105414862,0.120329005,0.074037209
555,Devin Vassell,SF,21,13.3,-0.5,0.7,3.3,0.401960784,0.175925926,0.292517007,0.679749203,0.268,-9.82,0.145204566,-0.044727816,0.106134243,0.182822228
232,Gordon Hayward,SF,31,15.1,-0.7,0.5,2.8,0.519607843,0.333333333,0.31292517,0.552133851,0.329,-5.89,-0.048415307,0.26982181,0.0908573,0.055809557
351,Caleb Martin,SF,26,14.8,1.1,1.1,4,0.300653595,0.101851852,0.258503401,0.482506582,0.537,-0.13,0.072762302,-0.011302717,0.06906928,0.062756258
42,Malik Beasley,SG,25,11.9,-0.7,0.7,2.9,0.395424837,0.138888889,0.197278912,0.692462242,0.512,-0.22,-0.087657001,-0.115212056,0.059646251,0.166427902
191,Josh Giddey,SF,19,13.3,-0.9,0.5,0.4,0.408496732,0.592592593,0.530612245,0.599106277,0.488,0.96,-0.018709552,0.110356341,0.044368218,0.10647357
422,Onyeka Okongwu,C,21,19.8,0.8,0.7,4.2,0.267973856,0.101851852,0.401360544,0.350110849,0.5,0.32,0.234515539,0.277092445,0.036223373,0.059033486
537,Klay Thompson,SG,31,16.7,1.1,0.7,1.8,0.666666667,0.259259259,0.265306122,0.335457947,0.537,1.66,-0.104305933,-0.125792616,0.033271083,-0.018153526
352,Cody Martin,SF,26,12.7,-0.5,0.7,3.9,0.251633987,0.231481481,0.272108844,0.654808092,0.329,-5.89,0.013819848,0.013148433,0.026656591,0.073086262
525,Jae'Sean Tate,PF,26,14.3,-1.8,0.1,3,0.385620915,0.259259259,0.367346939,0.720659554,0.268,-7.62,-0.055429086,0.201595377,0.024635962,-0.080653732
451,Kevin Porter Jr.,PG,21,13.5,-1.6,0.2,0.8,0.509803922,0.574074074,0.299319728,0.670742691,0.268,-7.62,-0.011543535,0.020073828,0.02030818,0.097259492
476,Duncan Robinson,SG,27,10.6,-0.6,0.7,3.9,0.35620915,0.148148148,0.176870748,0.715983095,0.537,-0.13,-0.036782981,0.111520442,0.013873318,0.113328312
585,Grant Williams,PF,23,11.2,-0.4,0.8,5.1,0.254901961,0.092592593,0.244897959,0.657267563,0.695,6.38,0.154825669,-0.273119776,0.005941997,0.090044466
560,Moritz Wagner,C,24,18.1,1.6,0.9,2.8,0.294117647,0.12962963,0.25170068,0.337120687,0.415,-2.39,-0.018270705,0.166109149,0.00424874,0.075360749
401,Mike Muscala,C,30,19.7,5,1.1,2.1,0.261437908,0.046296296,0.204081633,0.20915893,0.488,0.96,-0.196697737,-0.025436552,0.001738906,-0.016280389
472,Naz Reid,C,22,17.2,0,0.6,3.2,0.27124183,0.083333333,0.265306122,0.425661632,0.512,-0.22,-0.036177174,-0.090143698,-0.000401045,-0.047762173
207,Javonte Green,SF,28,14,0.1,0.8,4.4,0.235294118,0.083333333,0.285714286,0.533601219,0.488,1.37,-0.044116815,-0.004852284,-0.005512048,-0.045095875
137,Hamidou Diallo,SG,23,15.7,-0.5,0.5,2.1,0.359477124,0.12037037,0.326530612,0.446480532,0.207,-7.73,-0.195871343,-0.111551454,-0.011376487,-0.065578658
379,Patty Mills,SG,33,10.4,-1.7,0.2,2.8,0.37254902,0.212962963,0.129251701,0.822017459,0.549,1.03,-0.362869426,0.111623297,-0.041788729,-0.058851209
540,Matisse Thybulle,SG,24,11.2,1.1,1.3,3.7,0.18627451,0.101851852,0.156462585,0.591831786,0.659,4.37,-0.026123249,-0.145557354,-0.042990006,0.133660101
226,Josh Hart,SG,26,17.3,1.25,0.65,2.2,0.544117647,0.388888889,0.448979592,0.320874325,0.457,-1.165,0.10609001,-0.194491119,-0.043993315,-0.080770849
354,Kenyon Martin Jr.,SF,21,14.3,-1.2,0.4,2.9,0.287581699,0.12037037,0.258503401,0.580227241,0.268,-7.62,-0.102682062,-0.198731538,-0.045541392,-0.054150365
420,Chuma Okeke,PF,23,12,-0.1,0.8,2.2,0.281045752,0.157407407,0.340136054,0.613828461,0.415,-2.39,-0.179019688,-0.097663897,-0.052643908,-0.008168333
292,Damian Jones,C,26,18.3,0.3,0.6,3.3,0.264705882,0.111111111,0.299319728,0.357904947,0.585,2.3,-0.095034605,0.084115196,-0.053888812,-0.082130559
578,Derrick White,SG,27,14.3,0.45,0.8,2.55,0.41503268,0.421296296,0.234693878,0.390172509,0.4815,-1.72,-0.018362309,-0.158702709,-0.054601798,0.048884635
51,Nemanja Bjelica,C,33,14.2,1.4,1,3,0.199346405,0.203703704,0.278911565,0.400824442,0.537,1.66,-0.298938675,0.025308631,-0.054908513,-0.05426058
497,Alperen Şengün,C,19,16,-1,0.4,2.1,0.31372549,0.240740741,0.37414966,0.522273798,0.268,-7.62,-0.03937934,0.195747993,-0.055011673,-0.064387214
261,Bones Hyland,SG,21,14.4,-0.4,0.5,2.4,0.330065359,0.259259259,0.183673469,0.459678537,0.646,3.04,-0.080856113,-0.041366299,-0.058867599,-0.110713368
393,Marcus Morris,PF,32,13.7,-1.4,0.3,2.4,0.503267974,0.194444444,0.299319728,0.551129278,0.537,0.31,-0.313279621,0.031113806,-0.06591591,-0.058370295
430,Cedi Osman,SF,26,13.3,0.2,0.8,2.9,0.349673203,0.185185185,0.149659864,0.513440488,0.622,5.23,-0.114369176,0.0749097,-0.066497023,-0.061210422
139,Spencer Dinwiddie,PG,28,16.1,1,0.55,2.05,0.464052288,0.449074074,0.265306122,0.352379798,0.445,-0.6,-0.041046357,-0.179538981,-0.074167227,-0.107925123
439,Cameron Payne,PG,27,13.8,0,0.7,1.9,0.352941176,0.453703704,0.204081633,0.449632811,0.549,2.08,-0.151500756,-0.017826957,-0.08229751,0.107122781
108,Nic Claxton,C,22,18.6,0.5,0.6,3.5,0.284313725,0.083333333,0.380952381,0.343875572,0.549,1.03,0.04846692,0.277092445,-0.085323518,-0.041705477
247,Richaun Holmes,C,28,17.8,-0.5,0.4,3.2,0.339869281,0.101851852,0.476190476,0.379624498,0.585,2.3,-0.157031159,0.310262128,-0.101792251,-0.084830169
40,Darius Bazley,PF,21,12.6,-1.8,0.1,1.8,0.352941176,0.12962963,0.428571429,0.67545379,0.488,0.96,-0.256104354,-0.034048353,-0.102036526,-0.167846401
462,Payton Pritchard,PG,24,15,1.8,1,3.1,0.202614379,0.185185185,0.129251701,0.35094222,0.695,6.38,-0.070304298,-0.198989526,-0.105773648,0.004960852
459,Norman Powell,SG,28,27.1,7.7,0.3,0.7,0.699346405,0.259259259,0.19047619,0.05126784,0.537,0.31,0.191883255,-0.23600483,-0.109084805,0.02357841
459,Norman Powell,SF,28,15.3,-1,0.3,2.1,0.611111111,0.194444444,0.224489796,0.472599418,0.402,-3.96,-0.172798172,-0.237763088,-0.111498065,-0.071539859
52,Eric Bledsoe,PG,32,12.5,-0.8,0.4,1.3,0.323529412,0.388888889,0.231292517,0.479492864,0.537,0.31,-0.504772215,-0.080091173,-0.112040756,-0.126294664
109,Amir Coffey,SG,24,13,-0.3,0.7,3.8,0.294117647,0.166666667,0.197278912,0.549986144,0.537,0.31,-0.000661844,-0.124627694,-0.114249851,-0.014148415
480,Isaiah Roby,PF,23,18.3,0.6,0.6,2.9,0.330065359,0.148148148,0.326530612,0.335007621,0.488,0.96,-0.00899707,0.277092445,-0.116963789,-0.076831975
150,Andre Drummond,C,28,21.55,1.25,0.55,2.55,0.29248366,0.157407407,0.649659864,0.255248025,0.604,2.7,-0.095423964,0.024561515,-0.132951818,-0.181098172
413,Jaylen Nowell,SG,22,16.8,0.8,0.7,2.8,0.277777778,0.194444444,0.136054422,0.342489954,0.512,-0.22,-0.041808725,-0.306884895,-0.154669529,-0.103498427
485,Ricky Rubio,PG,31,14,0.2,0.5,1.3,0.428104575,0.611111111,0.278911565,0.345191908,0.622,5.23,-0.245963723,0.111870052,-0.155807014,-0.11338344
577,Coby White,PG,21,12.6,-2.1,0,2.4,0.41503268,0.268518519,0.204081633,0.589060551,0.488,1.37,-0.137803218,-0.220052785,-0.165907855,-0.210540659
20,Deni Avdija,SF,21,11.6,-1.7,0.1,2.4,0.274509804,0.185185185,0.353741497,0.694956353,0.427,-1.06,-0.209851437,0.010980004,-0.166225009,-0.268338341
235,Willy Hernangómez,C,27,22.2,0.2,0.5,3.2,0.297385621,0.12037037,0.462585034,0.295760011,0.512,1.63,-0.030548982,0.024561515,-0.170501406,-0.131217592
208,Jeff Green,PF,35,12.5,-2.5,-0.2,3.9,0.336601307,0.12037037,0.210884354,0.648364972,0.646,3.04,-0.426275999,-0.109482155,-0.171144039,-0.230131033
253,Dwight Howard,C,36,18.2,-0.2,0.4,3.5,0.202614379,0.055555556,0.401360544,0.341277539,0.524,0.43,-0.431157648,-0.169723021,-0.179216987,-0.28181877
298,Tre Jones,PG,22,15,-0.5,0.4,2.9,0.196078431,0.314814815,0.149659864,0.402729666,0.268,-9.82,-0.116285066,-0.039667309,-0.179928018,-0.218480175
482,Derrick Rose,PG,33,16.9,2.3,0.7,1.4,0.392156863,0.37037037,0.204081633,0.228107247,0.573,2.99,-0.320986816,-0.260400456,-0.181810373,-0.062871514
217,Tim Hardaway Jr.,SG,29,12.7,-0.2,0.6,2,0.464052288,0.203703704,0.25170068,0.440834142,0.463,-0.14,-0.311162731,-0.11936897,-0.182518424,-0.116886612
83,Reggie Bullock,SF,30,9.2,-1.4,0.3,3.2,0.281045752,0.111111111,0.238095238,0.667867535,0.463,-0.14,-0.412548921,-0.133647355,-0.185012569,-0.179812123
125,Seth Curry,SG,31,13.95,-0.15,0.4,2.1,0.488562092,0.305555556,0.204081633,0.380299986,0.604,2.7,-0.293069478,-0.025491716,-0.186006498,-0.173137267
143,Ayo Dosunmu,SG,22,11.2,-2,0,3,0.287581699,0.305555556,0.19047619,0.739711792,0.488,1.37,-0.103674627,-0.287513494,-0.187933836,-0.177982158
9,Jose Alvarado,PG,23,16.4,1.9,0.8,2.1,0.199346405,0.259259259,0.129251701,0.293543023,0.512,1.63,-0.154972298,-0.306884895,-0.189294267,-0.161566612
205,Jalen Green,SG,19,12.5,-2.9,-0.5,0.7,0.565359477,0.240740741,0.231292517,0.750969932,0.268,-7.62,-0.270785787,-0.13862445,-0.19529618,-0.164309896
427,Kelly Olynyk,C,30,16.7,1.6,0.7,1.6,0.297385621,0.259259259,0.299319728,0.270576417,0.207,-7.73,-0.346421087,-0.332702142,-0.196392646,-0.136725283
131,Dewayne Dedmon,C,32,15.9,-1,0.3,3.5,0.205882353,0.064814815,0.394557823,0.373735624,0.537,-0.13,-0.414931283,-0.272971163,-0.208276662,-0.236292207
318,Jonathan Kuminga,SF,19,15.2,-1.5,0.1,3,0.303921569,0.083333333,0.224489796,0.415650547,0.537,1.66,-0.151334477,-0.257154796,-0.213824039,-0.277286314
423,Isaac Okoro,SF,21,10.4,-1.7,0.1,4.2,0.287581699,0.166666667,0.204081633,0.695787723,0.622,5.23,-0.00427834,0.010980004,-0.21822645,-0.300671974
273,Reggie Jackson,SG,31,12.1,-3,-0.6,0.4,0.549019608,0.444444444,0.244897959,0.819661909,0.537,0.31,-0.498939832,-0.263412139,-0.220946523,-0.147746886
562,Kemba Walker,PG,31,13.9,0.4,0.6,1.8,0.379084967,0.324074074,0.204081633,0.33656644,0.573,2.99,-0.368830159,-0.125654147,-0.224807617,-0.188184348
1,Precious Achiuwa,C,22,12.7,-2.6,-0.2,2.5,0.297385621,0.101851852,0.442176871,0.605029791,0.5,1.59,-0.328340637,-0.109482155,-0.224823288,-0.287975919
237,Buddy Hield,SG,29,13.2,-1.2,0.25,0.9,0.532679739,0.310185185,0.30952381,0.443258972,0.506,-0.305,-0.423503235,-0.017826957,-0.237078228,-0.221577296
119,Robert Covington,PF,31,14.7,1.45,0.55,1.6,0.294117647,0.111111111,0.367346939,0.344308577,0.4695,-1.825,-0.496714964,-0.342868388,-0.25640396,-0.328825251
309,Maxi Kleber,PF,30,11,-0.4,0.6,3,0.22875817,0.111111111,0.401360544,0.510115006,0.463,-0.14,-0.402189237,-0.146324976,-0.277716387,-0.261185994
71,Dillon Brooks,SF,26,15.5,-1.8,0,1.6,0.60130719,0.259259259,0.217687075,0.315470417,0.622,3.6,-0.295967138,-0.322485927,-0.279130493,-0.333878262
142,Luguentz Dort,SG,22,12.3,-2.3,-0.1,1.4,0.562091503,0.157407407,0.285714286,0.58736317,0.488,0.96,-0.296831857,-0.144825092,-0.281936085,-0.234912187
586,Kenrich Williams,SF,27,13.3,-0.3,0.5,1.8,0.241830065,0.203703704,0.306122449,0.37823888,0.488,0.96,-0.452232036,-0.290571533,-0.303826662,-0.309250619
199,Eric Gordon,SG,33,12.1,-2.3,-0.1,1.4,0.437908497,0.25,0.136054422,0.587952058,0.268,-7.62,-0.617988145,-0.200988968,-0.313489396,-0.214305296
409,Georges Niang,PF,28,10.7,-1.9,0,2.8,0.300653595,0.12037037,0.183673469,0.608563115,0.659,4.37,-0.450787663,-0.185650524,-0.314820894,-0.316729447
343,Trey Lyles,PF,26,16.35,-0.5,0.3,1.8,0.343137255,0.111111111,0.353741497,0.272828045,0.396,-2.715,-0.410546529,-0.557319473,-0.315971586,-0.2798599
68,Oshae Brissett,SF,23,12.9,-2.2,-0.1,2.2,0.297385621,0.101851852,0.360544218,0.549154773,0.427,-2.91,-0.396722264,-0.249734244,-0.321995509,-0.345869013
376,Chimezie Metu,C,24,13.4,-1.5,0.2,1.5,0.290849673,0.092592593,0.380952381,0.449736733,0.585,2.3,-0.495506056,-0.207884064,-0.322947879,-0.261754445
372,Jordan McLaughlin,PG,25,13.4,0.4,0.6,2.3,0.124183007,0.268518519,0.102040816,0.316786753,0.512,-0.22,-0.37497871,-0.263330576,-0.325210992,-0.302525314
563,Lonnie Walker IV,SG,23,12.3,-2.5,-0.2,1.2,0.395424837,0.203703704,0.176870748,0.56567826,0.268,-9.82,-0.470608368,-0.566747249,-0.332459654,-0.309924548
355,Garrison Mathews,SG,25,11,-2.3,-0.1,2.8,0.326797386,0.092592593,0.197278912,0.601461826,0.268,-7.62,-0.397356458,-0.229656669,-0.334885396,-0.289087898
308,Corey Kispert,SF,22,10.9,-2.3,-0.1,2.3,0.267973856,0.101851852,0.183673469,0.631287238,0.427,-1.06,-0.416228626,-0.35472554,-0.335009269,-0.335819955
222,Gary Harris,SG,27,10.9,-2.4,-0.2,2.2,0.362745098,0.166666667,0.136054422,0.608424553,0.415,-2.39,-0.489100339,-0.367868002,-0.338476555,-0.286829749
404,Larry Nance Jr.,C,29,14.4,0.3,0.5,1.9,0.225490196,0.185185185,0.380952381,0.304558681,0.402,-3.96,-0.480405345,-0.342868388,-0.339982807,-0.358855538
301,Cory Joseph,PG,30,11.4,-2.1,0,2.5,0.261437908,0.333333333,0.183673469,0.562075655,0.207,-7.73,-0.453781156,-0.347330639,-0.34711585,-0.354131629
97,Alex Caruso,SG,27,11.7,0.2,0.6,2,0.241830065,0.37037037,0.244897959,0.406332271,0.488,1.37,-0.330555843,-0.590431141,-0.347959026,-0.249196799
461,Taurean Prince,PF,27,12.4,-0.9,0.3,2.2,0.238562092,0.092592593,0.170068027,0.412948594,0.512,-0.22,-0.534255306,-0.304087333,-0.350915888,-0.349935712
363,T.J. McConnell,PG,29,15.1,0.9,0.5,1.3,0.277777778,0.453703704,0.224489796,0.233511154,0.427,-2.91,-0.381990721,-0.27169495,-0.35296599,-0.313760653
