Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value
296.0,Kevon Looney,C,26.0,17.8,2.1,2.0,8.7,0.2114803625377643,0.2336448598130841,0.7440000000000001,0.6884214186369959,0.537,1.66,1.2451871291765515,1.2267679663233149
297.0,Brook Lopez,C,34.0,18.4,2.1,2.5,8.0,0.4803625377643504,0.1214953271028037,0.536,0.8349791376912379,0.707,3.61,1.1917433057772375,1.1676063732557571
298.0,Robin Lopez,C,34.0,11.6,-3.0,-0.1,0.6,0.0906344410876132,0.0467289719626168,0.1119999999999999,0.1060848400556328,0.622,5.23,-0.547017217177775,-0.44723222569643406
299.0,Kevin Love,PF,34.0,12.95,0.1499999999999999,0.3999999999999999,1.2999999999999998,0.2447129909365558,0.1775700934579439,0.5,0.2218358831710709,0.5795,2.5500000000000003,-0.08255992670565984,0.039001779007895324
300.0,Kyle Lowry,PG,36.0,12.6,0.2,0.9,3.4,0.3383685800604229,0.4766355140186916,0.3279999999999999,0.6075104311543811,0.537,-0.13,0.23289886106266144,0.34677594034698456
301.0,Trey Lyles,PF,27.0,14.2,-1.0,0.3,2.6,0.2296072507552869,0.0841121495327102,0.3279999999999999,0.438769123783032,0.585,2.3,0.04688549696151243,0.10873398641354479
302.0,Théo Maledon,PG,21.0,11.6,-2.5,-0.1,0.8,0.202416918429003,0.3271028037383178,0.2239999999999999,0.3029902642559109,0.329,-5.89,-0.2844923585901015,-0.17933911917921594
303.0,Sandro Mamukelashvili,C,23.0,12.2,-2.7,-0.05,0.4,0.1993957703927492,0.1448598130841121,0.364,0.1196627260083449,0.4875,-3.1050000000000004,-0.3377407543854479,-0.38391575990786814
304.0,Terance Mann,SG,26.0,13.4,-0.2,0.8,4.3,0.2658610271903323,0.2149532710280373,0.272,0.658240611961057,0.537,0.31,0.29825467376924586,0.41160154598874393
305.0,Tre Mann,PG,21.0,10.0,-3.9,-0.6,0.5,0.2326283987915408,0.1682242990654205,0.184,0.4167941585535466,0.488,0.96,-0.516323772595244,-0.42987353696273456
306.0,Boban Marjanović,C,34.0,23.4,1.6,0.2,0.6,0.0996978851963746,0.02803738317757,0.152,0.0606745479833101,0.268,-7.62,0.2055700565467015,0.17527726613396102
307.0,Lauri Markkanen,PF,25.0,22.1,3.8,3.3,8.2,0.7734138972809668,0.1775700934579439,0.688,0.8015994436717664,0.451,-1.03,1.6903168659306582,1.5742348460393696
308.0,Naji Marshall,SF,25.0,11.4,-1.9,0.1,2.5,0.2749244712990936,0.2336448598130841,0.288,0.6304937413073713,0.512,1.63,-0.07584784479364048,0.03011945861396836
309.0,Caleb Martin,SF,27.0,11.4,-1.2,0.4,3.7,0.2900302114803625,0.1495327102803738,0.384,0.7316759388038944,0.537,-0.13,0.0939050197503117,0.13511450321136467
310.0,Cody Martin,SF,27.0,8.7,-4.6,-0.1,0.1,0.1510574018126888,0.1495327102803738,0.272,0.0525382475660639,0.329,-5.89,-0.6673100304267966,-0.6685830110950303
311.0,Kenyon Martin Jr.,SF,22.0,15.4,-0.7,0.7,4.9,0.3836858006042296,0.1401869158878504,0.44,0.805980528511822,0.268,-7.62,0.5205344098971426,0.5599798268176227
312.0,Tyrese Martin,SG,23.0,7.7,-7.4,-0.1,0.0,0.039274924471299,0.0093457943925233,0.064,0.0236787204450625,0.5,0.32,-0.9151131222090773,-0.7994885660332428
313.0,Garrison Mathews,SG,26.0,11.55,-2.1,-0.05,0.4499999999999999,0.1450151057401812,0.0373831775700934,0.1039999999999999,0.1225139082058414,0.384,-3.65,-0.4754087056330479,-0.41323682827694175
314.0,Bennedict Mathurin,SG,20.0,13.1,-3.7,-1.0,1.8,0.5045317220543806,0.1401869158878504,0.3279999999999999,0.7818150208623088,0.427,-2.91,-0.1290413641400745,-0.07411263864756278
315.0,Wesley Matthews,SF,36.0,7.0,-2.7,-0.1,1.2,0.1027190332326283,0.0654205607476635,0.176,0.2899165507649513,0.707,3.61,-0.6739489526053424,-0.5840095201693151
316.0,Tyrese Maxey,SG,22.0,17.0,0.6,1.3,5.4,0.6132930513595166,0.3271028037383178,0.2319999999999999,0.7119610570236439,0.659,4.37,0.7828765567232041,0.755701415144111
317.0,Skylar Mays,PG,25.0,19.4,0.0,0.1,0.7,0.4622356495468278,0.7757009345794393,0.256,0.0759735744089012,0.402,-3.96,0.33523766562035573,0.29670668320420746
318.0,Miles McBride,PG,22.0,8.4,-2.3,-0.1,0.7,0.1057401812688821,0.102803738317757,0.064,0.2676981919332406,0.573,2.99,-0.5818244555269664,-0.5981114615477522
319.0,Mac McClung,SG,24.0,19.2,0.5,0.0,0.1,0.377643504531722,0.4205607476635514,0.4,0.0206884561891515,0.659,4.37,0.19480071632985105,0.11162836913777431
320.0,CJ McCollum,SG,31.0,15.6,0.8,1.9,4.3,0.6314199395770392,0.5327102803738318,0.352,0.9326495132127955,0.512,1.63,0.7223802615966087,0.7134041658502184
321.0,T.J. McConnell,PG,30.0,16.8,0.5,1.0,3.1,0.2628398791540785,0.4953271028037383,0.248,0.5369610570236439,0.427,-2.91,0.42118529075102107,0.39698196368577277
322.0,Jaden McDaniels,SF,22.0,12.0,-1.2,0.5,4.4,0.3655589123867069,0.1775700934579439,0.312,0.85,0.512,-0.22,0.24708376026868217,0.22009515319389414
323.0,Jalen McDaniels,SF,25.0,12.05,-2.3,-0.05,1.4,0.2613293051359516,0.1308411214953271,0.32,0.3395688456189151,0.494,-0.7599999999999998,-0.22662243519780778,0.0029441869046808455
324.0,Doug McDermott,SF,31.0,11.2,-3.2,-0.4,1.0,0.3081570996978852,0.1308411214953271,0.176,0.4633171070931849,0.268,-9.82,-0.41735410521875255,-0.23427710899535975
325.0,JaVale McGee,C,35.0,17.2,-3.7,-0.1,0.6,0.1329305135951661,0.02803738317757,0.2,0.1256954102920723,0.463,-0.14,-0.27004307453154824,-0.26795080857602593
326.0,Bryce McGowens,SG,20.0,7.2,-6.0,-0.8,0.1,0.1601208459214501,0.1121495327102803,0.16,0.278894297635605,0.329,-5.89,-0.821856577723044,-0.7013494252202155
327.0,Rodney McGruder,SG,31.0,10.7,-1.5,0.1,0.7,0.1722054380664652,0.0841121495327102,0.184,0.1872044506258692,0.207,-7.73,-0.44325732180854166,-0.4239700292643316
328.0,Jordan McLaughlin,PG,26.0,11.8,-0.7,0.2,1.3,0.1117824773413897,0.3177570093457944,0.1119999999999999,0.2405424200278164,0.512,-0.22,-0.23202433825421914,-0.2595263337147852
329.0,De'Anthony Melton,SG,24.0,12.7,0.9,1.6,4.2,0.3051359516616314,0.2429906542056075,0.3279999999999999,0.7565716272600835,0.659,4.37,0.40872974170334725,0.5129669424845706
330.0,Sam Merrill,SG,26.0,15.5,1.2,0.0,0.2,0.1510574018126888,0.0934579439252336,0.144,0.0239221140472879,0.622,5.23,-0.17925985884318205,-0.20646616874167956
331.0,Chimezie Metu,PF,25.0,17.3,-0.1,0.3,2.1,0.148036253776435,0.0560747663551401,0.24,0.2424895688456189,0.585,2.3,0.12120917565448247,0.11982514731492513
332.0,Khris Middleton,SF,31.0,17.4,0.8,0.6,1.9,0.4561933534743202,0.4579439252336449,0.336,0.2862656467315716,0.707,3.61,0.3395431362891155,0.2635022790542182
333.0,Patty Mills,PG,34.0,10.6,-3.1,-0.2,0.4,0.1873111782477341,0.1308411214953271,0.088,0.2013908205841446,0.549,1.03,-0.5791545912789472,-0.428398419684624
334.0,Shake Milton,SG,26.0,12.7,-2.0,0.0,2.9,0.2537764350453172,0.2990654205607477,0.2,0.5513212795549374,0.659,4.37,-0.007517548565721644,0.04590296707304515
335.0,Justin Minaya,SF,23.0,4.0,-9.0,-0.2,-0.1,0.1299093655589124,0.0934579439252336,0.304,0.0380041724617524,0.402,-3.96,-1.0546247397720645,-0.7451928048613108
336.0,Josh Minott,SF,20.0,17.9,-1.6,0.0,0.3,0.093655589123867,0.02803738317757,0.136,0.0349095966620306,0.512,-0.22,-0.1381189701532965,-0.08471327011788271
337.0,Davion Mitchell,PG,24.0,9.4,-2.8,-0.3,1.5,0.1691842900302114,0.2149532710280373,0.104,0.5087273991655076,0.585,2.3,-0.4199296195979,-0.36258631595202073
338.0,Donovan Mitchell,SG,26.0,22.9,6.3,5.0,8.9,0.8549848942598187,0.4112149532710281,0.344,0.8573713490959667,0.622,5.23,2.0120263990304945,1.9940614120557
339.0,Evan Mobley,PF,21.0,17.9,1.7,2.5,8.5,0.4894259818731117,0.2616822429906542,0.72,0.9552851182197496,0.622,5.23,1.3804321954098717,1.2267679663233149
340.0,Isaiah Mobley,PF,23.0,14.1,-1.4,0.0,0.2,0.0785498489425981,0.02803738317757,0.136,0.0309457579972183,0.622,5.23,-0.3494105404657451,-0.2611579183979828
341.0,Chima Moneke,SF,27.0,-3.5,-20.7,0.0,0.0,0.0302114803625377,0.0467289719626168,0.08,0.0034770514603616,0.585,2.3,-1.8875884970147245,-1.644322844068832
342.0,Malik Monk,SG,24.0,16.6,0.3,1.0,3.2,0.4078549848942598,0.3644859813084112,0.208,0.6047635605006954,0.585,2.3,0.44392083858379267,0.33313096918264556
343.0,Moses Moody,SG,20.0,10.3,-2.6,-0.1,1.3,0.1450151057401812,0.0747663551401869,0.136,0.2878998609179415,0.537,1.66,-0.40425255442709285,-0.34270333055816643
344.0,Xavier Moon,SG,28.0,7.2,-5.1,0.0,0.0,0.0543806646525679,0.1214953271028037,0.064,0.0079972183588317,0.537,0.31,-0.8545821986043751,-0.6422413221411989
345.0,Wendell Moore Jr.,SG,21.0,9.3,-2.4,0.0,0.1,0.0422960725075528,0.0560747663551401,0.048,0.054346314325452,0.512,-0.22,-0.6370830666856113,-0.6281598351812223
346.0,Ja Morant,PG,23.0,23.3,5.7,3.8,6.0,0.7915407854984894,0.7570093457943925,0.472,0.6877260083449236,0.622,3.6,1.7409537104024653,1.643683357409739
347.0,Marcus Morris,PF,33.0,10.5,-1.9,0.0,2.0,0.3383685800604229,0.1682242990654205,0.32,0.6436369958275382,0.537,0.31,-0.21748208237622463,-0.12958851208351735
348.0,Markieff Morris,PF,33.0,9.9,-3.85,-0.05,0.2,0.1223564954682779,0.0794392523364485,0.148,0.064394993045897,0.506,0.445,-0.6640651691512007,-0.5649907917795262
349.0,Monte Morris,PG,27.0,15.0,0.5,1.1,4.2,0.311178247734139,0.4953271028037383,0.272,0.5981571627260084,0.427,-1.06,0.49124984560011487,0.37060047271872365
350.0,Trey Murphy III,SF,22.0,15.2,1.8,2.3,7.6,0.4380664652567975,0.1308411214953271,0.288,0.8612656467315716,0.512,1.63,0.9667930003055552,1.059214115399445
351.0,Dejounte Murray,SG,26.0,17.0,1.0,2.1,4.7,0.6193353474320241,0.5700934579439252,0.424,0.9483310152990264,0.5,0.32,0.9109983331855722,0.9340632182240738
352.0,Jamal Murray,PG,25.0,18.0,1.3,1.8,5.1,0.6042296072507553,0.5794392523364487,0.32,0.752364394993046,0.646,3.04,0.9434963982768717,0.9757794992453754
353.0,Keegan Murray,SF,22.0,12.3,-0.6,0.8,4.3,0.3685800604229607,0.1121495327102803,0.368,0.8378998609179417,0.585,2.3,0.29283876946941206,0.3028304727243929
354.0,Mike Muscala,C,31.0,12.7,-0.6499999999999999,0.2,1.25,0.1827794561933534,0.0700934579439251,0.26,0.1689325452016689,0.5914999999999999,3.67,-0.23798908080940234,-0.2855714643503564
355.0,Svi Mykhailiuk,SF,25.0,14.8,1.7999999999999998,0.15,0.3999999999999999,0.1842900302114803,0.130841121495327,0.116,0.0851182197496522,0.4509999999999999,-1.4499999999999995,-0.14023612184934445,-0.19724690211908108
356.0,Larry Nance Jr.,C,30.0,16.0,2.0,1.4,4.9,0.2054380664652567,0.1682242990654205,0.432,0.4868567454798331,0.512,1.63,0.5825422354819098,0.5774620869298188
357.0,Andrew Nembhard,SG,23.0,10.0,-3.2,-0.6,1.2,0.2870090634441087,0.4205607476635514,0.216,0.7296940194714882,0.427,-2.91,-0.31807680492916995,-0.3549585593313352
358.0,Aaron Nesmith,SF,23.0,10.5,-3.0,-0.4,2.0,0.3051359516616314,0.1214953271028037,0.304,0.6393949930458971,0.427,-2.91,-0.2533425755433692,-0.24611342501825859
359.0,Raul Neto,PG,30.0,12.6,-0.2,0.2,1.5,0.0996978851963746,0.1495327102803738,0.08,0.1785465924895688,0.622,5.23,-0.24372154352260694,-0.05333619013514347
360.0,Georges Niang,PF,29.0,10.9,-1.4,0.2,2.5,0.2477341389728096,0.0934579439252336,0.192,0.5317802503477052,0.659,4.37,-0.17893029284083745,-0.12498312426088261
361.0,Daishen Nix,PG,20.0,5.3,-6.5,-1.0,-1.2,0.120845921450151,0.2149532710280373,0.136,0.3226703755215577,0.268,-7.62,-1.0602211905973173,-0.8827491978171412
362.0,Zeke Nnaji,PF,22.0,12.5,-3.7,-0.3,1.6,0.1570996978851963,0.02803738317757,0.208,0.2571974965229485,0.646,3.04,-0.32321285271083366,-0.15992641202821214
363.0,Nerlens Noel,C,28.0,5.15,-6.15,-0.05,0.0,0.0498489425981872,0.0700934579439252,0.2239999999999999,0.037586926286509,0.378,-3.35,-0.9621073033466795,-0.826172372508103
364.0,Jaylen Nowell,SG,23.0,13.7,-2.5,-0.2,1.2,0.3262839879154078,0.1869158878504673,0.208,0.4413421418636996,0.512,-0.22,-0.16302836014507868,-0.0953929807863186
365.0,Frank Ntilikina,SG,24.0,5.2,-6.7,-0.7,-0.1,0.0876132930513595,0.1121495327102803,0.104,0.214847009735744,0.463,-0.14,-1.0146548682681618,-0.8344149339181877
366.0,Kendrick Nunn,SG,27.0,11.4,-3.3,-0.2,0.1,0.2145015105740181,0.1261682242990653,0.1239999999999999,0.1716968011126564,0.4755,-0.315,-0.5229325762051,-0.40049662940761777
367.0,Jusuf Nurkić,C,28.0,17.3,0.1,0.7,2.7,0.4018126888217522,0.2710280373831776,0.728,0.4922809457579972,0.402,-3.96,0.4763738121132084,0.4757081822914973
368.0,Jordan Nwora,SF,24.0,12.2,-2.1,0.0,0.75,0.2870090634441087,0.1448598130841121,0.312,0.2128477051460361,0.567,0.3499999999999998,-0.2704838899801914,-0.3145407519048295
369.0,Royce O'Neale,SF,29.0,9.2,-1.1,0.5,2.9,0.2658610271903323,0.3457943925233645,0.408,0.8479485396383866,0.549,1.03,-0.028409524022934042,-0.11478448517059871
370.0,Chuma Okeke,SF,24.0,9.1,-1.6,0.1,0.7,0.1419939577039275,0.1308411214953271,0.288,0.1860917941585535,0.415,-2.39,-0.45071132202537234,-0.4239907585522971
371.0,Josh Okogie,SG,24.0,13.3,-0.2,0.6,2.8,0.2205438066465256,0.1401869158878504,0.28,0.4752433936022253,0.549,2.08,0.09415975606751961,0.12494653750366899
372.0,Onyeka Okongwu,C,22.0,19.4,0.8,1.3,7.1,0.2990936555891239,0.0934579439252336,0.5760000000000001,0.6502433936022253,0.5,0.32,1.0222651141869665,0.9304109884437356
373.0,Isaac Okoro,SF,22.0,10.7,-0.3,0.7,4.2,0.1933534743202417,0.102803738317757,0.2,0.5812586926286509,0.622,5.23,0.0932849837670176,0.15648178849671868
374.0,KZ Okpala,PF,23.0,6.2,-3.2,-0.1,0.3,0.039274924471299,0.0373831775700934,0.08,0.0880041724617524,0.585,2.3,-0.8088699169753325,-0.7722318744612445
375.0,Victor Oladipo,SG,30.0,10.6,-2.1,0.0,0.6,0.323262839879154,0.3271028037383178,0.24,0.3930111265646731,0.537,-0.13,-0.34336978240203897,-0.3795457152226361
376.0,Kelly Olynyk,C,31.0,14.4,0.4,1.2,4.3,0.377643504531722,0.3457943925233645,0.496,0.6844923504867871,0.451,-1.03,0.496267401317046,0.5087054964800567
377.0,Eugene Omoruyi,SF,25.0,10.9,-4.5,-0.2,0.3,0.2205438066465256,0.0700934579439252,0.232,0.1172983310152989,0.3475,-3.385,-0.543567246598708,-0.5392567158436727
378.0,Cedi Osman,SF,27.0,12.0,-0.7,0.5,3.3,0.2628398791540785,0.1401869158878504,0.184,0.5445410292072322,0.622,5.23,0.028768611211688274,0.06532260457837978
379.0,Kelly Oubre Jr.,SF,27.0,14.8,-1.1,0.3,1.7,0.6132930513595166,0.102803738317757,0.416,0.5487830319888735,0.329,-5.89,0.11467789670192358,0.2732239362678137
380.0,Chris Paul,PG,37.0,17.7,3.2,2.5,6.2,0.4199395770392749,0.8317757009345795,0.344,0.6672461752433936,0.549,2.08,1.1112015241513664,1.0656358065553653
381.0,Cameron Payne,PG,28.0,13.2,-1.2,0.2,1.1,0.311178247734139,0.4205607476635514,0.176,0.3429068150208623,0.549,2.08,-0.10820622219692355,-0.13479447644465326
382.0,Gary Payton II,SG,30.0,14.5,0.8999999999999999,0.1,0.45,0.148036253776435,0.1214953271028037,0.2759999999999999,0.0688456189151599,0.4695,-1.15,-0.18142845195344962,-0.19724690211908108
383.0,Theo Pinson,SG,27.0,10.1,-3.4,-0.1,0.5,0.0725075528700906,0.1121495327102803,0.128,0.1144297635605007,0.463,-0.14,-0.5836795968238847,-0.4286788485438053
384.0,Scotty Pippen Jr.,PG,22.0,9.6,-5.9,0.0,0.0,0.0694864048338368,0.02803738317757,0.0559999999999999,0.0122739916550764,0.524,0.43,-0.7511485539587831,-0.6358428738571837
385.0,Mason Plumlee,C,32.0,19.1,1.9,1.1,3.95,0.2975830815709969,0.2523364485981308,0.6639999999999999,0.3648122392211404,0.433,-2.79,0.6972112025163419,0.7650907751663145
386.0,Jakob Poeltl,C,27.0,21.4,2.25,0.95,3.0,0.3806646525679757,0.2476635514018691,0.724,0.3399339360222531,0.384,-4.115,0.775906592192727,0.6593671621988756
387.0,Aleksej Pokusevski,PF,21.0,13.4,0.0,0.3,1.0,0.2447129909365558,0.1775700934579439,0.376,0.2502086230876217,0.488,0.96,-0.05862167447601585,-0.08325297756267984
388.0,Jordan Poole,PG,23.0,14.6,-1.9,0.1,3.2,0.6163141993957704,0.4205607476635514,0.216,0.8643949930458971,0.537,1.66,0.29669132888343047,0.19202418456532974
389.0,Kevin Porter Jr.,PG,22.0,16.2,0.6,1.3,2.9,0.580060422960725,0.5327102803738318,0.424,0.7149860917941586,0.268,-7.62,0.596396473742171,0.7173275260317363
390.0,Michael Porter Jr.,SF,24.0,16.8,0.2,1.0,4.3,0.525679758308157,0.0934579439252336,0.44,0.6345618915159944,0.646,3.04,0.5781608559178342,0.5771868554966848
391.0,Otto Porter Jr.,SF,29.0,14.0,0.7,0.1,0.4,0.1661631419939577,0.0934579439252336,0.192,0.0564325452016689,0.5,1.59,-0.2383720252574798,-0.23552772092900837
392.0,Bobby Portis,PF,27.0,17.8,0.7,1.2,5.3,0.4259818731117824,0.1401869158878504,0.768,0.6404728789986092,0.707,3.61,0.8189164838857771,0.7059147264444302
393.0,Kristaps Porziņģis,C,27.0,23.1,4.3,3.4,7.7,0.7009063444108761,0.2523364485981308,0.672,0.7477746870653685,0.427,-1.06,1.6965271613988333,1.6474539781581201
394.0,Micah Potter,PF,24.0,18.6,3.5,0.1,0.2,0.1027190332326283,0.0560747663551401,0.184,0.0199582753824756,0.451,-1.03,0.05375198260241645,0.03376720024959748
395.0,Dwight Powell,C,31.0,15.5,-1.2,0.3,5.1,0.202416918429003,0.0841121495327102,0.3279999999999999,0.5129346314325453,0.463,-0.14,0.32865915788302974,0.3276244550192104
396.0,Norman Powell,SG,29.0,17.1,0.3,0.9,3.5,0.5135951661631419,0.1682242990654205,0.2319999999999999,0.5532336578581363,0.537,0.31,0.4339787632066768,0.3915007379077867
397.0,Jason Preston,PG,23.0,10.3,-2.6,0.0,0.1,0.0876132930513595,0.1775700934579439,0.128,0.0455146036161335,0.537,0.31,-0.5409344333294152,-0.45150667172087816
398.0,Joshua Primo,SG,20.0,6.1,-6.3,-0.1,-0.1,0.2114803625377643,0.4205607476635514,0.264,0.0397426981919332,0.268,-9.82,-0.7415502820642939,-0.8379413394414514
399.0,Taurean Prince,PF,28.0,10.0,-3.3,-0.4,1.3,0.2749244712990936,0.1495327102803738,0.192,0.4214534075104311,0.512,-0.22,-0.43436479119349936,-0.3549585593313352
400.0,Payton Pritchard,PG,25.0,10.3,-3.4,-0.2,0.6,0.1691842900302114,0.1214953271028037,0.144,0.2275382475660639,0.695,6.38,-0.5207880203266382,-0.47142804904595603
401.0,Trevelin Queen,SG,25.0,6.0,-7.2,-0.1,-0.2,0.0906344410876132,0.0841121495327102,0.192,0.0271210013908205,0.427,-2.91,-0.9559704718555811,-0.8228328938642978
402.0,Neemias Queta,C,23.0,17.0,-3.4,0.0,0.1,0.0725075528700906,0.0186915887850467,0.176,0.011404728789986,0.585,2.3,-0.27522060820523325,-0.2515449987407646
403.0,Immanuel Quickley,SG,23.0,16.3,1.7,2.1,6.7,0.4501510574018126,0.3177570093457944,0.336,0.824374130737135,0.573,2.99,0.9697203190686123,1.0097071301150908
404.0,Lester Quinones,SG,22.0,8.6,-10.2,0.0,0.0,0.0755287009063444,0.0467289719626168,0.064,0.0071279554937413,0.537,1.66,-0.9274365529509312,-0.8167134105294716
405.0,Julius Randle,PF,28.0,20.3,3.7,3.9,8.1,0.7583081570996979,0.3831775700934579,0.8,0.963317107093185,0.573,2.99,1.7194352126233676,1.6595201187719915
406.0,Austin Reaves,SG,24.0,14.9,0.7,1.2,5.4,0.3927492447129909,0.3177570093457944,0.24,0.6501390820584144,0.524,0.43,0.6041197248166765,0.6030764728132739
407.0,Cam Reddish,SF,23.0,10.6,-3.3,-0.15,0.5,0.2930513595166163,0.1355140186915887,0.1799999999999999,0.1800243393602224,0.4875,-0.4849999999999999,-0.4577917768983397,-0.38206859288105155
408.0,Davon Reed,SG,27.0,10.95,-0.8999999999999999,-0.15,0.0,0.0498489425981872,0.0467289719626168,0.084,0.0609179415855354,0.585,1.735,-0.5569056016446234,-0.4619460765790847
409.0,Paul Reed,C,23.0,19.2,-0.1,0.4,2.8,0.1268882175226586,0.0373831775700934,0.304,0.2656119610570236,0.659,4.37,0.3127364663274052,0.29784615822354854
410.0,Naz Reid,C,23.0,18.5,1.0,1.0,3.0,0.3474320241691843,0.102803738317757,0.392,0.4406815020862309,0.512,-0.22,0.49360645756051125,0.5422703674156387
411.0,Jared Rhoden,SG,23.0,6.5,-6.1,-0.2,0.1,0.0966767371601208,0.02803738317757,0.208,0.0730528511821975,0.207,-7.73,-0.8695633045854265,-0.7695850045701697
412.0,Nick Richards,C,25.0,18.3,-1.3,0.2,4.2,0.2477341389728096,0.0560747663551401,0.512,0.4289638386648122,0.329,-5.89,0.4452814516316776,0.5010375252836858
413.0,Josh Richardson,SG,29.0,11.75,-1.2000000000000002,0.15,0.9,0.2870090634441087,0.2289719626168224,0.2079999999999999,0.273452712100139,0.39,-4.095000000000001,-0.26517679652620413,-0.21036748711112987
414.0,Austin Rivers,SG,30.0,7.4,-2.8,-0.2,1.3,0.148036253776435,0.1308411214953271,0.128,0.3593532684283727,0.512,-0.22,-0.5990554333611855,-0.488528465118069
