Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value
12.0,Thanasis Antetokounmpo,PF,30.0,6.7,-7.6,-0.3,0.1,0.0422960725075528,0.0373831775700934,0.096,0.0728789986091794,0.707,3.61,-0.9968046393761376,-0.7703086237633712
13.0,Cole Anthony,PG,22.0,16.0,1.3,1.3,3.7,0.3927492447129909,0.3644859813084112,0.384,0.5479485396383866,0.415,-2.39,0.5712159625099443,0.6869241010698645
14.0,OG Anunoby,SF,25.0,14.6,0.4,1.5,4.7,0.5075528700906344,0.1869158878504673,0.4,0.841307371349096,0.5,1.59,0.5813627345444607,0.46917959529114256
15.0,Ryan Arcidiacono,PG,28.0,2.85,-7.25,-0.15,-0.05,0.0438066465256797,0.116822429906542,0.064,0.0324408901251738,0.4875,-0.4849999999999999,-1.1549185430933926,-0.9799340582906031
16.0,Deni Avdija,SF,22.0,11.2,-2.3,-0.1,2.3,0.2779456193353474,0.2616822429906542,0.512,0.7109179415855355,0.427,-1.06,-0.04193672370731312,-0.014867827183456514
17.0,Deandre Ayton,C,24.0,19.9,0.9,1.5,6.2,0.5438066465256798,0.1588785046728972,0.8,0.7174547983310153,0.549,2.08,1.1089301687785806,1.0602812785416258
18.0,Udoka Azubuike,C,23.0,16.1,-0.6,0.1,1.0,0.1057401812688821,0.02803738317757,0.264,0.1276077885952712,0.451,-1.03,-0.08910627143706451,-0.15806057559223557
19.0,Marvin Bagley III,C,23.0,17.2,-0.9,0.3,2.0,0.3625377643504531,0.0841121495327102,0.512,0.3517385257301808,0.207,-7.73,0.2346987008385264,0.23097289756273984
20.0,Patrick Baldwin Jr.,SF,20.0,11.3,-2.1,0.0,0.1,0.1178247734138972,0.0373831775700934,0.104,0.0804242002781641,0.537,1.66,-0.49343853174552826,-0.42457852454623934
21.0,LaMelo Ball,PG,21.0,17.9,2.4,1.4,1.8,0.7039274924471299,0.7850467289719627,0.512,0.4524339360222531,0.329,-5.89,0.7417757876730313,0.5945863660827629
22.0,Mo Bamba,C,24.0,13.85,-2.1,0.25,1.1,0.1661631419939576,0.0700934579439252,0.368,0.1376564673157162,0.4695,-0.98,-0.1750000116032931,-0.11746552482253157
23.0,Paolo Banchero,PF,20.0,14.9,-1.5,0.3,2.4,0.6042296072507553,0.3457943925233645,0.552,0.855980528511822,0.415,-2.39,0.3450617827339513,0.2732239362678137
24.0,Desmond Bane,SG,24.0,19.1,3.5,2.5,5.8,0.6495468277945619,0.4112149532710281,0.4,0.650452016689847,0.622,3.6,1.1782674634485764,1.0524655557452671
25.0,Dalano Banton,PG,23.0,14.9,-0.5,0.1,0.4,0.1389728096676737,0.1121495327102803,0.12,0.0994436717663421,0.5,1.59,-0.21417411764345065,-0.19052024176561783
26.0,Dominick Barlow,PF,19.0,12.4,-4.6,-0.3,0.7,0.1178247734138972,0.0841121495327102,0.288,0.1462447844228094,0.268,-9.82,-0.41042560154937746,-0.38396965909668657
27.0,Harrison Barnes,PF,30.0,14.1,-1.0,0.7,6.5,0.4531722054380664,0.1495327102803738,0.36,0.9361961057023644,0.585,2.3,0.5685339711191009,0.7346714766733874
28.0,Scottie Barnes,SF,21.0,15.5,0.4,1.6,5.0,0.4622356495468278,0.4485981308411215,0.528,0.9425591098748262,0.5,1.59,0.7912572360877459,0.7533345461386323
29.0,RJ Barrett,SG,22.0,12.9,-3.1,-0.7,2.2,0.5921450151057402,0.2616822429906542,0.4,0.8716620305980529,0.573,2.99,0.015129219955506399,0.04005671063842807
30.0,Will Barton,SG,32.0,9.95,-2.6,-0.05,0.2,0.1842900302114803,0.1635514018691588,0.1759999999999999,0.1776425591098748,0.4635,0.265,-0.5609281985203841,-0.44671580009488915
31.0,Charles Bassey,C,22.0,18.8,0.6,0.3,1.3,0.1722054380664652,0.1214953271028037,0.44,0.1809805285118219,0.268,-9.82,0.22714491625124356,0.25590480275779376
32.0,Keita Bates-Diop,PF,27.0,14.9,-0.6,0.5,2.7,0.2930513595166162,0.1401869158878504,0.296,0.5117176634214187,0.268,-9.82,0.14909789164643153,0.12494653750366899
33.0,Nicolas Batum,PF,34.0,11.0,0.5,1.0,3.6,0.1842900302114803,0.1495327102803738,0.304,0.6011474269819194,0.537,0.31,0.06967465287640043,0.12410726239953308
34.0,Darius Bazley,C,22.0,14.2,-0.7,0.05,0.5,0.1419939577039274,0.0841121495327102,0.228,0.1105876216968011,0.5185,1.52,-0.22032189943314634,-0.19707074954978485
35.0,Bradley Beal,SG,29.0,19.7,1.8,1.6,3.4,0.7009063444108761,0.5046728971962617,0.312,0.592663421418637,0.427,-1.06,0.8205980695035161,0.8603314992292077
36.0,Malik Beasley,SG,26.0,10.6,-2.25,0.05,0.7,0.3700906344410876,0.1355140186915887,0.276,0.3719923504867871,0.4875,-0.3,-0.34436188868058737,-0.3754296225730315
37.0,MarJon Beauchamp,SF,22.0,8.2,-4.8,-0.5,0.4,0.1540785498489426,0.0654205607476635,0.176,0.2477399165507649,0.707,3.61,-0.7043066273271955,-0.6510886777537777
38.0,Dāvis Bertāns,PF,30.0,11.9,-1.2,0.1,0.9,0.1389728096676737,0.0467289719626168,0.096,0.1741655076495132,0.463,-0.14,-0.39240152746111456,-0.31959993865649333
39.0,Patrick Beverley,PG,34.0,10.1,-0.2,0.3,1.2,0.175226586102719,0.3271028037383178,0.392,0.2192280945757997,0.488,1.37,-0.2564167922003392,-0.21444637293951094
39.0,Patrick Beverley,SG,34.0,8.3,-1.8,0.1,1.8,0.1933534743202417,0.2429906542056075,0.248,0.4297287899860918,0.524,0.43,-0.39164296519743724,-0.39584622810919656
40.0,Saddiq Bey,SF,23.0,14.75,-0.0999999999999999,0.45,1.95,0.3987915407854984,0.1401869158878504,0.38,0.3788247566063977,0.3535,-3.705,0.13864445021850447,0.19204692558883865
41.0,Khem Birch,C,30.0,9.4,-3.5,-0.1,0.2,0.066465256797583,0.0373831775700934,0.104,0.0584492350486787,0.5,1.59,-0.7016804697935494,-0.588015415550428
42.0,Goga Bitadze,C,23.0,16.8,0.0999999999999999,0.1,0.7,0.1374622356495468,0.0981308411214952,0.3,0.0830319888734353,0.421,-2.6500000000000004,-0.029735816742588454,-0.050983595482841315
43.0,Bismack Biyombo,C,30.0,14.4,-0.9,0.2,1.9,0.1299093655589124,0.0841121495327102,0.344,0.3081710709318497,0.549,2.08,-0.06649687295053708,0.0041508975103325685
44.0,Buddy Boeheim,SF,23.0,0.5,-9.5,-0.2,-0.2,0.0483383685800604,0.0373831775700934,0.048,0.0337273991655076,0.207,-7.73,-1.356024205827636,-1.1481971451480562
45.0,Bogdan Bogdanović,SG,30.0,14.2,0.5,0.9,2.8,0.4229607250755287,0.2616822429906542,0.248,0.533344923504868,0.5,0.32,0.22945058428931767,0.2394722484305219
46.0,Bojan Bogdanović,PF,33.0,17.4,0.8,1.4,3.5,0.6525679758308157,0.2429906542056075,0.304,0.6686717663421419,0.207,-7.73,0.5668683460864756,0.6498575465916754
47.0,Bol Bol,PF,23.0,14.4,-0.9,0.4,2.3,0.2749244712990936,0.0934579439252336,0.4639999999999999,0.530076495132128,0.415,-2.39,0.11978228291148618,0.14240442598141784
48.0,Leandro Bolmaro,SF,22.0,-5.0,-14.7,-0.2,-0.3,0.0120845921450151,0.0467289719626168,0.04,0.0246522948539638,0.451,-1.03,-1.8027452188851767,-1.5435031537655788
49.0,Devin Booker,SG,26.0,22.0,4.2,2.9,6.0,0.8398791540785498,0.5140186915887851,0.36,0.6493741307371349,0.549,2.08,1.4477531933010575,1.3548655650067656
50.0,Brandon Boston Jr.,SF,21.0,13.4,-2.2,0.0,0.2,0.1963746223564954,0.0841121495327102,0.1119999999999999,0.0894645340751043,0.537,0.31,-0.3548562960222305,-0.27150635208475227
51.0,Chris Boucher,PF,30.0,18.0,-0.1,0.7,5.0,0.283987915407855,0.0373831775700934,0.44,0.5358136300417247,0.5,1.59,0.5544152698417629,0.5874889894595967
52.0,James Bouknight,SG,22.0,6.2,-6.5,-0.6,-0.4,0.1691842900302114,0.1121495327102803,0.168,0.1836230876216968,0.329,-5.89,-0.9348865333437673,-0.7928724786596694
53.0,Jamaree Bouyea,PG,23.0,0.4499999999999997,-10.35,0.0,0.0,0.0574018126888217,0.0467289719626168,0.092,0.0155250347705145,0.482,-0.595,-1.3335791420688066,-1.1459843371288443
54.0,Tony Bradley,C,25.0,21.7,4.9,0.1,0.2,0.0483383685800604,0.0093457943925233,0.072,0.0117524339360222,0.488,1.37,0.1872899951385977,0.30094888538117803
55.0,Malaki Branham,SG,19.0,9.5,-5.2,-1.3,-0.1,0.3081570996978852,0.1775700934579439,0.216,0.5464186369958275,0.268,-9.82,-0.6481391043813709,-0.506766845882648
56.0,Jarrell Brantley,PF,26.0,18.5,3.5,0.1,0.1,0.1661631419939577,0.0747663551401869,0.12,0.0162726008344923,0.451,-1.03,0.03022534995344585,0.04438511130360311
57.0,Christian Braun,SG,21.0,10.3,-2.4,-0.1,1.9,0.1419939577039275,0.0747663551401869,0.192,0.4153337969401947,0.646,3.04,-0.3188947735815048,-0.21052630186486718
58.0,Mikal Bridges,SF,26.0,14.8,1.0,1.6,4.9,0.5196374622356495,0.3364485981308411,0.344,0.7212795549374131,0.549,2.08,0.6511161415675445,0.7533345461386323
58.0,Mikal Bridges,SG,26.0,21.3,3.3,1.2,2.5,0.7885196374622356,0.2523364485981308,0.36,0.3321279554937413,0.549,1.03,0.7825551130937125,0.9287956609572479
59.0,Oshae Brissett,PF,24.0,10.6,-3.2,-0.3,1.1,0.1842900302114803,0.0654205607476635,0.272,0.3816759388038943,0.427,-2.91,-0.4168736788403224,-0.29524370153560464
60.0,Malcolm Brogdon,PG,30.0,18.2,2.8,2.1,5.8,0.4501510574018126,0.3457943925233645,0.336,0.6147426981919333,0.695,6.38,0.95709403403893,0.9796239984078694
61.0,Dillon Brooks,SF,27.0,9.4,-3.9,-1.1,1.6,0.43202416918429,0.2429906542056075,0.264,0.7796592489568847,0.622,3.6,-0.3921902412374158,-0.35439725960331897
62.0,Bruce Brown,SF,26.0,13.3,-0.5,0.9,4.3,0.3474320241691843,0.3177570093457944,0.3279999999999999,0.8019819193324061,0.646,3.04,0.36785466766627406,0.4268968879484612
63.0,Greg Brown III,PF,21.0,5.8,-8.5,-0.2,-0.1,0.0543806646525679,0.0186915887850467,0.096,0.0336578581363004,0.402,-3.96,-1.0339833147804387,-0.8476479591093762
64.0,Jaylen Brown,SF,26.0,19.1,1.3,2.0,5.0,0.8036253776435045,0.3271028037383178,0.552,0.8480180806675939,0.695,6.38,1.047718043374292,0.9757794992453754
65.0,Kendall Brown,SG,19.0,9.1,-2.9,0.0,0.1,0.0453172205438066,0.0467289719626168,0.08,0.0155424200278164,0.427,-2.91,-0.647660413851549,-0.5349559867536897
66.0,Moses Brown,C,23.0,10.05,-5.15,0.05,0.55,0.0694864048338368,0.0046728971962616,0.1639999999999999,0.0524165507649513,0.543,0.67,-0.6264819941325837,-0.5597089434205107
67.0,Sterling Brown,SF,27.0,7.0,-3.3,0.0,0.0,0.0,0.0467289719626168,0.16,0.0097357440890125,0.524,0.43,-0.8095717697937251,-0.6607319564511791
68.0,Troy Brown Jr.,SF,23.0,9.6,-1.0,0.5,2.9,0.2145015105740181,0.1214953271028037,0.3279999999999999,0.6545549374130737,0.524,0.43,-0.08322756313416368,-0.11478448517059871
69.0,Jalen Brunson,PG,26.0,21.2,3.9,3.5,8.7,0.7250755287009063,0.5794392523364487,0.28,0.8386648122392212,0.573,2.99,1.7027099546747644,1.6164132471769204
70.0,Thomas Bryant,C,25.0,16.65,-2.15,0.35,2.05,0.2522658610271903,0.0373831775700934,0.404,0.1929415855354659,0.585,1.735,0.08362898644042693,0.10798717814426526
71.0,Reggie Bullock,SF,31.0,7.7,-2.6,-0.4,2.8,0.2175226586102719,0.1308411214953271,0.288,0.8318150208623089,0.463,-0.14,-0.3512616579580664,-0.21059510281438895
72.0,Alec Burks,SG,31.0,16.5,1.2,0.9,2.5,0.3867069486404834,0.205607476635514,0.248,0.3970792767732962,0.207,-7.73,0.2926692298357119,0.27848820413394965
73.0,Deonte Burton,PF,29.0,-12.6,-24.2,0.0,0.0,0.0,0.0,0.0,0.0024339360222531,0.585,2.3,-2.497324009621665,-2.056796144811154
74.0,Jared Butler,PG,22.0,13.0,-2.6,0.0,0.1,0.1873111782477341,0.1214953271028037,0.0559999999999999,0.0305285118219749,0.488,0.96,-0.4148579740919494,-0.2840461363297938
75.0,Jimmy Butler,PF,33.0,27.6,8.7,5.8,12.3,0.6918429003021147,0.4953271028037383,0.472,0.7543115438108484,0.537,-0.13,2.6911031161418872,2.5678880748674207
76.0,John Butler,C,20.0,5.7,-6.2,-0.2,0.0,0.0725075528700906,0.0560747663551401,0.072,0.0801808066759388,0.402,-3.96,-0.9383758398122867,-0.8533094931837868
77.0,Jamal Cain,PF,23.0,16.5,0.8,0.2,0.8,0.1631419939577039,0.0654205607476635,0.2319999999999999,0.0873783031988873,0.537,-0.13,-0.02471619144320724,-0.008321103266421947
78.0,Kentavious Caldwell-Pope,SG,29.0,11.5,-1.0,0.6,4.5,0.3262839879154078,0.2242990654205607,0.216,0.8380737134909597,0.646,3.04,0.18313655822319314,0.10053490481452286
79.0,Facundo Campazzo,PG,31.0,7.8,-1.2,0.0,0.0,0.039274924471299,0.102803738317757,0.024,0.0196453407510431,0.463,-0.14,-0.7381623212870255,-0.6353163472469538
80.0,Vlatko Čančar,PF,25.0,11.0,-1.8,0.0,1.7,0.1510574018126888,0.1214953271028037,0.168,0.3135605006954102,0.646,3.04,-0.30056276113464697,-0.23782034978566907
81.0,Clint Capela,C,28.0,22.1,2.2,1.8,7.2,0.3625377643504531,0.0841121495327102,0.88,0.6100834492350486,0.5,0.32,1.30681930775367,1.3427170707951777
82.0,Vernon Carey Jr.,C,21.0,10.8,-5.0,0.0,0.0,0.0151057401812688,0.02803738317757,0.08,0.0099095966620305,0.427,-1.06,-0.6649888026927042,-0.5104724791334431
83.0,Jevon Carter,PG,27.0,10.9,-0.6,0.6,3.5,0.2416918429003021,0.2242990654205607,0.2,0.6364047287899861,0.707,3.61,0.03664836199707288,0.06391980494447819
84.0,Wendell Carter Jr.,C,23.0,17.3,1.0,1.3,4.6,0.4592145015105739,0.2149532710280373,0.696,0.5972183588317107,0.415,-2.39,0.7717079839714649,0.6467433202574143
85.0,Michael Carter-Williams,PG,31.0,9.0,-6.3,0.0,0.0,0.1299093655589124,0.1682242990654205,0.104,0.0184283727399165,0.415,-2.39,-0.77893930420638,-0.5647631998321895
86.0,Alex Caruso,PG,28.0,11.5,1.1,1.2,3.6,0.1691842900302114,0.2710280373831776,0.2319999999999999,0.5551112656467315,0.488,1.37,0.17136760550503002,0.12410726239953308
87.0,Julian Champagnie,SF,21.0,5.0,-8.25,-0.05,0.2,0.1661631419939577,0.0327102803738317,0.16,0.0591794158553546,0.4635,-2.725,-0.9727469137078858,-0.9284464829061534
88.0,Justin Champagnie,SF,21.0,15.2,-3.7,-0.05,0.0,0.0679758308157099,0.0841121495327102,0.132,0.0078581363004172,0.5974999999999999,3.985,-0.3706086105036169,-0.3906046027675155
89.0,Kennedy Chandler,PG,20.0,10.6,-2.7,0.0,0.3,0.066465256797583,0.1495327102803738,0.088,0.099721835883171,0.622,3.6,-0.5109418023490903,-0.49225763462200234
90.0,Max Christie,SG,19.0,7.4,-3.1,-0.1,0.6,0.093655589123867,0.0467289719626168,0.144,0.1816759388038943,0.524,0.43,-0.6529015070870364,-0.6472038070624886
91.0,Josh Christopher,SG,21.0,11.5,-4.3,-0.5,0.0,0.175226586102719,0.102803738317757,0.088,0.2768776077885952,0.268,-7.62,-0.5663028207774653,-0.5235456170205126
92.0,Brandon Clarke,PF,26.0,20.0,2.5,1.3,4.5,0.3021148036253776,0.1214953271028037,0.44,0.3850834492350486,0.622,3.6,0.773222254720898,0.6652160003134512
93.0,Jordan Clarkson,SG,30.0,14.7,-1.4,0.3,1.7,0.6283987915407855,0.4112149532710281,0.32,0.7018776077885952,0.451,-1.03,0.15901470775747328,0.28461643900558037
94.0,Nic Claxton,C,23.0,20.8,3.1,2.9,9.2,0.3806646525679758,0.1775700934579439,0.736,0.7993393602225313,0.549,1.03,1.599601639419772,1.5855826781095017
95.0,Amir Coffey,SF,25.0,7.0,-5.0,-0.5,0.4,0.1027190332326283,0.102803738317757,0.088,0.2209666203059805,0.537,0.31,-0.8149029837168154,-0.6317134316440701
96.0,John Collins,PF,25.0,13.6,-1.3,0.4,4.2,0.3957703927492447,0.1121495327102803,0.52,0.7503477051460362,0.5,0.32,0.3130496494285062,0.42621134841678127
97.0,Zach Collins,C,25.0,16.4,-0.2,0.6,2.2,0.350453172205438,0.2710280373831776,0.512,0.5083101529902643,0.268,-9.82,0.31330856849360594,0.2594113639188188
98.0,Chance Comanche,C,26.0,12.2,-7.5,0.0,0.0,0.2114803625377643,0.0,0.24,0.0139082058414464,0.402,-3.96,-0.6214211121093661,-0.5134221136312871
99.0,Mike Conley,PG,35.0,15.0,1.1,0.7,2.75,0.3731117824773413,0.5934579439252337,0.224,0.362673852573018,0.4815,-0.625,0.29468578703500015,0.2125809835295653
100.0,Pat Connaughton,SF,30.0,10.0,-1.0,0.3,2.5,0.2296072507552869,0.1214953271028037,0.368,0.5092837273991655,0.707,3.61,-0.15915486910522117,-0.11478448517059871
101.0,Xavier Cooks,PF,27.0,14.3,-3.6,-0.1,0.2,0.1148036253776434,0.0560747663551401,0.304,0.0474965229485396,0.427,-1.06,-0.37769072439805396,-0.2569020381587234
102.0,Robert Covington,PF,32.0,14.2,1.7,0.7,1.9,0.1812688821752265,0.1121495327102803,0.28,0.2757997218358832,0.537,0.31,0.03636985642720449,0.07792131290974945
103.0,Torrey Craig,PF,32.0,11.6,-0.6,0.7,4.0,0.2235649546827794,0.1401869158878504,0.432,0.6852225312934631,0.549,2.08,0.13888803858095408,0.3259021804587106
104.0,Jae Crowder,PF,32.0,14.6,1.2,0.3,1.2,0.2084592145015106,0.1401869158878504,0.304,0.1240959666203059,0.707,3.61,-0.0554662517116246,0.04766990795052649
105.0,Jarrett Culver,SF,23.0,9.5,-4.2,-0.1,0.0,0.1329305135951661,0.0560747663551401,0.304,0.0517037552155771,0.5,0.32,-0.6237124875887525,-0.5342185791289124
106.0,Cade Cunningham,PG,21.0,14.0,-0.7,0.1,-0.1,0.6012084592145014,0.5607476635514019,0.496,0.1499652294853964,0.207,-7.73,0.03761431067509258,-0.04945054442336978
107.0,Seth Curry,SG,32.0,12.3,-2.1,0.0,1.8,0.2779456193353474,0.1495327102803738,0.128,0.4272948539638387,0.549,1.03,-0.2396589561865589,-0.05207521732657366
108.0,Stephen Curry,PG,34.0,24.1,7.5,4.7,7.8,0.8882175226586102,0.588785046728972,0.488,0.6862656467315716,0.537,1.66,2.0084522338587445,1.643683357409739
109.0,Dyson Daniels,PG,19.0,8.8,-1.8,0.0,1.3,0.1148036253776434,0.2149532710280373,0.256,0.3677677329624478,0.512,1.63,-0.3677769967805746,-0.3689923005320831
110.0,Anthony Davis,C,29.0,27.8,6.3,4.0,9.0,0.782477341389728,0.2429906542056075,1.0,0.6731571627260083,0.524,0.43,2.256435224251321,1.9886951183849224
111.0,Johnny Davis,SG,20.0,7.2,-7.4,-0.6,-0.3,0.175226586102719,0.0934579439252336,0.184,0.1516342141863699,0.427,-1.06,-0.8948949194903804,-0.7013494252202155
112.0,Terence Davis,SG,25.0,12.9,-1.5,0.1,0.9,0.202416918429003,0.0934579439252336,0.176,0.2962795549374131,0.585,2.3,-0.2635045407800205,-0.1864122393299403
113.0,JD Davison,SG,20.0,10.1,-4.2,0.0,0.1,0.0483383685800604,0.0841121495327102,0.064,0.0241655076495132,0.695,6.38,-0.6379677928841839,-0.5104724791334431
114.0,Darius Days,SF,23.0,18.3,3.5,0.0,0.1,0.1148036253776434,0.02803738317757,0.12,0.0101877607788595,0.268,-7.62,0.0036588157350314343,0.03376720024959748
115.0,Dewayne Dedmon,C,33.0,15.55,-1.25,0.0,0.5,0.1389728096676736,0.0841121495327102,0.268,0.0770514603616133,0.5980000000000001,2.12,-0.2325958264776561,-0.29439406755328945
116.0,Matthew Dellavedova,PG,32.0,6.7,-5.2,-0.2,0.1,0.0453172205438066,0.1214953271028037,0.032,0.0756954102920723,0.585,2.3,-0.9173637693173637,-0.708118758733975
117.0,DeMar DeRozan,SF,33.0,20.6,2.0,2.6,8.5,0.7401812688821752,0.4766355140186916,0.368,0.9444367176634214,0.488,1.37,1.4849995793312112,1.424330105801019
118.0,Moussa Diabaté,C,21.0,14.2,-2.8,0.0,0.4,0.0815709969788519,0.0186915887850467,0.184,0.0702016689847009,0.537,0.31,-0.34273942576798977,-0.268952813000345
119.0,Mamadi Diakite,C,26.0,9.0,-3.4,-0.1,0.2,0.0785498489425981,0.0373831775700934,0.1119999999999999,0.0632823365785813,0.622,5.23,-0.6893961053032236,-0.588015415550428
120.0,Hamidou Diallo,SF,24.0,15.7,-1.4,0.1,1.3,0.2809667673716012,0.0934579439252336,0.28,0.351808066759388,0.207,-7.73,-0.02599287532862577,-0.0650572598162364
121.0,Gorgui Dieng,C,33.0,9.9,-3.9,-0.2,0.0,0.1178247734138972,0.1588785046728972,0.28,0.1277816411682893,0.268,-9.82,-0.6363834450913464,-0.5438647470791264
122.0,Ousmane Dieng,PF,19.0,9.3,-3.6,-0.2,0.4,0.148036253776435,0.1121495327102803,0.216,0.2022253129346314,0.488,0.96,-0.5515767251050427,-0.41087518795424555
123.0,Spencer Dinwiddie,PG,29.0,15.8,0.2,0.5,2.0,0.498489425981873,0.8504672897196262,0.3279999999999999,0.3304242002781641,0.549,1.03,0.3752585066712748,0.32472089356596695
123.0,Spencer Dinwiddie,SG,29.0,16.1,0.9,1.3,4.3,0.5347432024169184,0.4953271028037383,0.248,0.6398122392211404,0.463,-0.14,0.6239508039776017,0.7514948769998875
124.0,Donte DiVincenzo,SG,26.0,12.8,0.7,1.3,4.2,0.283987915407855,0.3271028037383178,0.36,0.6670027816411682,0.537,1.66,0.38919589939585586,0.34743916712270434
125.0,Luka Dončić,PG,23.0,28.7,8.9,6.6,10.2,0.9788519637462236,0.7476635514018692,0.688,0.8432545201668984,0.463,-0.14,2.8733178495549603,2.789748990871371
126.0,Tyler Dorsey,SF,26.0,45.5,17.8,0.0,0.1,0.0906344410876132,0.0,0.0559999999999999,0.0030250347705146,0.463,-0.14,1.738974225931761,1.6031654345218929
127.0,Luguentz Dort,SF,23.0,11.3,-3.0,-0.6,2.9,0.4138972809667673,0.1962616822429906,0.368,0.7999652294853963,0.488,0.96,-0.06391124811671448,0.012172996582340508
128.0,Ayo Dosunmu,SG,23.0,10.2,-2.5,-0.2,2.9,0.2598187311178248,0.2429906542056075,0.2239999999999999,0.7378998609179416,0.488,1.37,-0.1365489372097993,-0.16044817727559316
129.0,Devon Dotson,PG,23.0,4.8,-5.3,0.0,0.0,0.0151057401812688,0.1214953271028037,0.136,0.0207927677329624,0.427,-1.06,-0.9384589683892347,-0.7750019587927627
130.0,Jeff Dowtin,PG,25.0,9.9,-1.9,0.0,0.4,0.0725075528700906,0.1121495327102803,0.072,0.0929763560500695,0.5,1.59,-0.5529224196787733,-0.49225763462200234
131.0,PJ Dozier,SF,26.0,5.2,-7.8,-0.1,-0.2,0.0422960725075528,0.0560747663551401,0.072,0.0284770514603616,0.585,2.3,-1.0713659527141364,-0.8699104037414185
132.0,Goran Dragić,PG,36.0,10.8,-4.45,-0.2,0.25,0.1812688821752265,0.2056074766355139,0.1239999999999999,0.1553025034770514,0.5974999999999999,2.49,-0.6136276637508763,-0.5276046242141536
133.0,Andre Drummond,C,29.0,20.8,-0.8,0.3,2.8,0.1812688821752265,0.0467289719626168,0.528,0.2989221140472879,0.488,1.37,0.40445207684890555,0.2425089959270039
134.0,Chris Duarte,SF,25.0,8.6,-4.5,-0.6,0.0,0.2386706948640483,0.1308411214953271,0.2,0.3179763560500695,0.427,-2.91,-0.6898265591300675,-0.6104016383976792
135.0,David Duke Jr.,SG,23.0,8.3,-7.3,-0.3,-0.1,0.1117824773413897,0.0841121495327102,0.104,0.0820236439499304,0.549,1.03,-0.8554933956189983,-0.8167134105294716
136.0,Kris Dunn,PG,28.0,19.1,2.4,0.6,1.9,0.3987915407854984,0.5233644859813084,0.36,0.2057719054242002,0.451,-1.03,0.4943846407866002,0.4322829831744066
137.0,Kevin Durant,PF,34.0,25.25,7.5,1.95,3.4000000000000004,0.8413897280966767,0.4112149532710281,0.524,0.3020862308762169,0.549,1.5550000000000002,1.3124934086907436,1.280255181165359
138.0,Jalen Duren,C,19.0,17.3,-0.8,0.5,4.5,0.2749244712990936,0.102803738317757,0.7120000000000001,0.5886300417246175,0.207,-7.73,0.5890215045919475,0.4422634757481473
139.0,Tari Eason,PF,21.0,15.2,-1.7,0.1,2.6,0.2809667673716012,0.102803738317757,0.48,0.6211752433936022,0.268,-7.62,0.1660445315058063,0.15922859988610472
140.0,Anthony Edwards,SG,21.0,17.4,1.0,2.1,3.8,0.743202416918429,0.4112149532710281,0.4639999999999999,1.0,0.512,-0.22,0.8718159756717905,0.9921856355471322
141.0,Kessler Edwards,SF,22.0,6.2,-6.1,-0.1,0.1999999999999999,0.0755287009063443,0.0514018691588784,0.124,0.0696279554937412,0.567,1.665,-0.8815999090249442,-0.7695850045701697
142.0,Keon Ellis,SG,23.0,14.0,1.3,0.1,0.2,0.0453172205438066,0.0373831775700934,0.04,0.0255215577190542,0.585,2.3,-0.29240490570443134,-0.24941442167792116
143.0,Joel Embiid,C,28.0,31.4,9.2,6.4,12.3,1.0,0.3925233644859813,0.816,0.8054937413073713,0.659,4.37,3.115572142218235,2.5757053761497852
144.0,Drew Eubanks,C,25.0,16.2,0.1,0.8,4.4,0.1993957703927492,0.1214953271028037,0.432,0.5571279554937413,0.402,-3.96,0.45308547627463236,0.457752179689282
145.0,Bruno Fernando,C,24.0,18.1,-3.35,0.0,0.45,0.1132930513595165,0.0514018691588784,0.2319999999999999,0.072635605006954,0.384,-3.65,-0.15166732024642463,-0.20071178051814215
146.0,Dorian Finney-Smith,PF,29.0,8.85,-2.4000000000000004,0.0,1.05,0.2462235649546827,0.1448598130841121,0.384,0.3589881780250348,0.506,0.445,-0.42124123257454926,-0.4070881632330459
147.0,Malachi Flynn,PG,24.0,8.7,-4.1,-0.4,0.5,0.1389728096676737,0.1214953271028037,0.1119999999999999,0.2440890125173852,0.5,1.59,-0.6566948589354268,-0.5131688726883089
148.0,Simone Fontecchio,SF,27.0,8.0,-5.2,-0.6,-0.1,0.1903323262839879,0.0747663551401869,0.136,0.2707579972183588,0.451,-1.03,-0.811218088213512,-0.6994351084322387
149.0,Bryn Forbes,SG,29.0,6.2,-6.3,-0.3,0.0,0.1087613293051359,0.0654205607476635,0.048,0.0962100139082058,0.512,-0.22,-0.971553458934122,-0.79044249169502
150.0,Trent Forrest,SG,24.0,6.1,-5.1,-0.2,-0.1,0.0694864048338368,0.1588785046728972,0.128,0.0997913769123783,0.5,0.32,-0.8729310444683025,-0.7441184691974209
151.0,Michael Foster Jr.,PF,20.0,0.0,-9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.659,4.37,-1.3546675791561975,-1.2208076853845589
152.0,Evan Fournier,SG,30.0,6.9,-4.0,-0.2,0.1,0.1842900302114803,0.1214953271028037,0.144,0.1648122392211404,0.573,2.99,-0.7868111926035551,-0.5952809371717128
153.0,De'Aaron Fox,PG,25.0,21.8,2.5,2.7,7.4,0.755287009063444,0.5700934579439252,0.336,0.8575799721835884,0.585,2.3,1.5187744575450985,1.4462714709572604
