Rk,Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
18,Ryan Arcidiacono,PG,25,CHI,0.7808219178082192,0.0547945205479452,0.14678899082568808,0.16593886462882096,.409,0.20454545454545453,0.1935483870967742,.391,0.0625,0.0748663101604278,.439,.532,0.04901960784313726,0.05932203389830508,0.711,0.06521739130434782,0.14035087719298245,0.12025316455696201,0.16666666666666669,0.23809523809523808,0.034482758620689655,0.125,0.33999999999999997,0.13119533527696794,9.0,.551,.627,.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,.071,-2.7,-0.1,-2.8,-0.2,0.3644084153638294,0.488,1.37
19,Trevor Ariza,SF,34,SAC,0.4246575342465753,0.0,0.18348623853211007,0.2270742358078603,.388,0.2954545454545454,0.30645161290322576,.352,0.07291666666666667,0.06951871657754011,.488,.518,0.06862745098039216,0.06779661016949153,0.778,0.15217391304347827,0.34210526315789475,0.29113924050632906,0.15686274509803924,0.5238095238095238,0.06896551724137931,0.1875,0.4,0.17492711370262393,9.4,.543,.739,.164,2.9,18.2,10.4,8.3,2.1,0.8,13.7,11.2,0.3,0.8,1.1,.066,-1.9,1.3,-0.6,0.3,0.3141092453194364,0.585,2.3
22,Dwayne Bacon,SG,24,CHO,0.5205479452054794,0.1506849315068493,0.2018348623853211,0.2751091703056769,.348,0.11363636363636363,0.13709677419354838,.284,0.17708333333333334,0.24064171122994654,.373,.387,0.08823529411764706,0.11864406779661016,0.66,0.08695652173913045,0.1929824561403509,0.16455696202531644,0.12745098039215688,0.2857142857142857,0.034482758620689655,0.1875,0.26,0.16618075801749274,6.1,.419,.275,.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,0.27122177185871454,0.329,-5.89
27,Harrison Barnes,PF,27,SAC,0.9726027397260274,0.9863013698630136,0.4678899082568807,0.48034934497816595,.460,0.3181818181818181,0.29838709677419356,.381,0.3854166666666667,0.39037433155080214,.501,.525,0.29411764705882354,0.3135593220338983,0.801,0.23913043478260873,0.34210526315789475,0.310126582278481,0.21568627450980396,0.2857142857142857,0.06896551724137931,0.25,0.26,0.42274052478134116,13.3,.574,.338,.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,3.4,1.1,4.6,.088,0.0,-1.3,-1.3,0.5,0.9706620343563018,0.585,2.3
29,Will Barton,SF,29,DEN,0.7808219178082192,0.7945205479452054,0.5229357798165137,0.5545851528384279,.450,0.43181818181818177,0.4032258064516129,.375,0.40625,0.41711229946524064,.498,.523,0.17647058823529413,0.19491525423728812,0.767,0.28260869565217395,0.43859649122807015,0.39873417721518983,0.36274509803921573,0.5238095238095238,0.1724137931034483,0.3125,0.42000000000000004,0.44023323615160354,15.6,.549,.390,.180,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,.106,1.2,-0.2,1.1,1.5,0.7515923566878981,0.646,3.04
30,Keita Bates-Diop,PF,24,MIN,0.4931506849315068,0.0,0.2201834862385321,0.2445414847161572,.422,0.18181818181818182,0.20161290322580644,.330,0.15625,0.16042780748663102,.500,.498,0.11764705882352941,0.15254237288135591,0.708,0.13043478260869565,0.21052631578947367,0.18987341772151897,0.07843137254901962,0.23809523809523808,0.1724137931034483,0.08333333333333334,0.2,0.19825072886297376,12.5,.535,.456,.316,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1.0,.077,-0.8,-0.1,-0.9,0.2,0.25535610885929355,0.512,-0.22
30,Keita Bates-Diop,SF,24,DEN,0.0821917808219178,0.0,0.17431192660550457,0.17467248908296945,.464,0.09090909090909091,0.10483870967741936,.333,0.14583333333333334,0.14438502673796794,.526,.518,0.10784313725490198,0.11864406779661016,0.8,0.13043478260869565,0.16666666666666666,0.15189873417721517,0.0,0.14285714285714285,0.20689655172413793,0.08333333333333334,0.2,0.15451895043731778,12.1,.571,.321,.357,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,0.1,0.1,0.2,.084,-2.2,-2.8,-5.0,-0.1,0.04246284501061571,0.646,3.04
31,Nicolas Batum,SF,31,CHO,0.2876712328767123,0.0410958904109589,0.11926605504587157,0.16157205240174674,.346,0.13636363636363635,0.1774193548387097,.286,0.0625,0.08021390374331551,.438,.432,0.03921568627450981,0.0423728813559322,0.9,0.23913043478260873,0.2982456140350877,0.28481012658227844,0.29411764705882354,0.38095238095238093,0.13793103448275862,0.20833333333333334,0.38,0.10495626822157436,9.2,.463,.605,.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,.055,-2.8,0.9,-1.9,0.0,0.20304960432348967,0.329,-5.89
32,Aron Baynes,C,33,PHO,0.5616438356164384,0.3835616438356164,0.4036697247706422,0.39737991266375544,.480,0.3181818181818181,0.3225806451612903,.351,0.3125,0.2727272727272727,.582,.558,0.12745098039215688,0.15254237288135591,0.747,0.3695652173913044,0.3508771929824561,0.3544303797468354,0.15686274509803924,0.09523809523809523,0.1724137931034483,0.25,0.6799999999999999,0.3352769679300292,15.2,.581,.441,.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,.107,-0.2,-0.8,-1.0,0.2,0.36834587917390466,0.549,2.08
33,Kent Bazemore,SF,30,POR,0.5753424657534246,0.2876712328767123,0.23853211009174313,0.3318777292576419,.347,0.2954545454545454,0.3225806451612903,.327,0.13541666666666669,0.19251336898395724,.368,.433,0.12745098039215688,0.14406779661016947,0.806,0.06521739130434782,0.32456140350877194,0.2531645569620253,0.13725490196078433,0.47619047619047616,0.24137931034482757,0.2916666666666667,0.5599999999999999,0.23032069970845484,7.5,.475,.525,.221,1.2,14.8,8.1,7.1,1.9,2.4,14.4,15.9,-1.0,0.8,-0.2,-0.008,-3.6,0.4,-3.2,-0.3,0.43806215016406097,0.402,-3.96
33,Kent Bazemore,SF,30,SAC,0.3287671232876712,0.0,0.3211009174311926,0.36244541484716164,.418,0.25,0.23387096774193547,.384,0.25,0.2887700534759359,.437,.486,0.21568627450980396,0.2542372881355932,0.733,0.13043478260869565,0.3771929824561403,0.310126582278481,0.12745098039215688,0.5714285714285714,0.13793103448275862,0.25,0.6,0.3002915451895044,12.6,.533,.351,.361,2.7,21.6,11.9,8.0,2.4,1.5,11.4,20.4,0.1,0.7,0.8,.065,-3.0,0.3,-2.8,-0.1,0.23088206909862963,0.585,2.3
34,Darius Bazley,PF,19,OKC,0.821917808219178,0.1232876712328767,0.18348623853211007,0.2270742358078603,.394,0.18181818181818182,0.1854838709677419,.348,0.125,0.15508021390374332,.432,.472,0.06862745098039216,0.0847457627118644,0.694,0.10869565217391305,0.30701754385964913,0.2531645569620253,0.06862745098039216,0.19047619047619047,0.24137931034482757,0.14583333333333334,0.18,0.163265306122449,9.6,.497,.445,.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,.041,-2.1,0.5,-1.6,0.1,0.44257865276973557,0.488,0.96
36,Malik Beasley,SG,23,DEN,0.547945205479452,0.0,0.2660550458715596,0.31877729257641924,.389,0.3181818181818181,0.31451612903225806,.360,0.14583333333333334,0.18181818181818182,.421,.485,0.07843137254901962,0.07627118644067796,0.868,0.04347826086956522,0.14912280701754385,0.12025316455696201,0.11764705882352941,0.38095238095238093,0.034482758620689655,0.1875,0.24,0.23032069970845484,10.5,.511,.535,.126,1.4,10.2,5.8,9.1,2.1,0.7,10.2,20.6,-0.2,0.6,0.5,.030,-2.2,-0.7,-2.9,-0.2,0.2942289133371936,0.646,3.04
38,Jordan Bell,C,25,MIN,0.3561643835616438,0.0,0.11009174311926605,0.0960698689956332,.533,0.022727272727272728,0.024193548387096774,.222,0.11458333333333334,0.10160427807486631,.588,.550,0.058823529411764705,0.09322033898305085,0.586,0.2173913043478261,0.16666666666666666,0.18354430379746833,0.04901960784313726,0.047619047619047616,0.13793103448275862,0.14583333333333334,0.12,0.0903790087463557,14.1,.570,.150,.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,0.2,0.2,0.4,.072,-1.5,-1.1,-2.6,0.0,0.0933024512642347,0.512,-0.22
38,Jordan Bell,C,25,MEM,0.0136986301369863,0.0,0.13761467889908258,0.15283842794759828,.429,0.22727272727272727,0.12096774193548386,.667,0.052083333333333336,0.10695187165775401,.250,.571,0.09803921568627452,0.0847457627118644,1.0,0.2173913043478261,0.043859649122807015,0.09493670886075949,0.09803921568627452,0.23809523809523808,0.0,0.3125,0.2,0.1457725947521866,12.6,.635,.429,.286,10.2,4.9,7.5,12.9,2.2,0.0,27.6,21.6,0.0,0.0,0.0,.047,-0.9,-0.8,-1.6,0.0,0.011387762980119669,0.622,3.6
39,DeAndre' Bembry,SG,25,ATL,0.5753424657534246,0.0547945205479452,0.2201834862385321,0.2314410480349345,.456,0.06818181818181818,0.12096774193548386,.231,0.21875000000000003,0.20320855614973263,.546,.489,0.058823529411764705,0.09322033898305085,0.542,0.1739130434782609,0.2368421052631579,0.22151898734177214,0.18627450980392157,0.6190476190476191,0.13793103448275862,0.2916666666666667,0.4,0.16909620991253646,9.6,.500,.285,.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,.012,-3.5,1.1,-2.5,-0.1,0.3606639644856205,0.5,0.32
40,Dragan Bender,C,22,MIL,0.0821917808219178,0.0,0.12844036697247704,0.13100436681222707,.476,0.13636363636363635,0.10483870967741936,.444,0.09375,0.09090909090909091,.500,.571,0.029411764705882353,0.03389830508474576,0.667,0.0,0.25438596491228066,0.18354430379746833,0.12745098039215688,0.0,0.24137931034482757,0.14583333333333334,0.45999999999999996,0.1078717201166181,8.4,.582,.429,.143,0.0,20.5,10.9,12.5,0.0,4.8,18.3,12.4,0.0,0.2,0.2,.105,-4.4,3.2,-1.2,0.0,0.03937463810075275,0.707,3.61
40,Dragan Bender,PF,22,GSW,0.1095890410958904,0.0410958904109589,0.3119266055045871,0.34497816593886466,.437,0.2727272727272727,0.30645161290322576,.324,0.22916666666666669,0.2192513368983957,.541,.514,0.08823529411764706,0.10169491525423728,0.727,0.391304347826087,0.3596491228070175,0.37341772151898733,0.2058823529411765,0.19047619047619047,0.13793103448275862,0.375,0.58,0.2623906705539359,12.1,.534,.479,.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,0.0,0.1,0.1,.027,-2.5,-1.2,-3.7,-0.1,0.08287975294344721,0.537,1.66
42,Patrick Beverley,PG,31,LAC,0.684931506849315,0.684931506849315,0.2660550458715596,0.2925764192139738,.431,0.36363636363636365,0.3225806451612903,.388,0.13541666666666669,0.13903743315508021,.496,.548,0.058823529411764705,0.07627118644067796,0.66,0.23913043478260873,0.3596491228070175,0.3291139240506329,0.35294117647058826,0.5238095238095238,0.1724137931034483,0.27083333333333337,0.62,0.23032069970845484,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,.128,-0.3,2.5,2.2,1.4,0.5274271376182204,0.537,0.31
43,Khem Birch,C,27,ORL,0.6438356164383562,0.3287671232876712,0.13761467889908258,0.13100436681222707,.510,0.0,0.0,.000,0.15625,0.16042780748663102,.514,.510,0.13725490196078433,0.17796610169491525,0.653,0.41304347826086957,0.2368421052631579,0.29113924050632906,0.09803921568627452,0.19047619047619047,0.1724137931034483,0.125,0.38,0.12827988338192423,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,.112,-2.5,0.2,-2.4,-0.1,0.36255549121791164,0.415,-2.39
44,Goga Bitadze,C,20,IND,0.726027397260274,0.0273972602739726,0.11926605504587157,0.1222707423580786,.467,0.022727272727272728,0.06451612903225806,.190,0.11458333333333334,0.10695187165775401,.574,.493,0.03921568627450981,0.05084745762711864,0.727,0.10869565217391305,0.13157894736842105,0.12658227848101264,0.03921568627450981,0.09523809523809523,0.24137931034482757,0.10416666666666667,0.24,0.09329446064139943,12.1,.523,.280,.220,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,.067,-4.1,1.8,-2.3,0.0,0.18440455510519205,0.427,-2.91
45,Bismack Biyombo,C,27,CHO,0.7123287671232876,0.3972602739726027,0.2568807339449541,0.2270742358078603,.543,0.0,0.0,0,0.2916666666666667,0.27807486631016043,.543,.543,0.16666666666666669,0.23728813559322032,0.603,0.5,0.30701754385964913,0.36708860759493667,0.08823529411764706,0.09523809523809523,0.3103448275862069,0.1875,0.44000000000000006,0.2157434402332362,16.1,.570,.000,.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,.113,-1.8,-0.7,-2.5,-0.1,0.40393746381007534,0.329,-5.89
46,Nemanja Bjelica,PF,31,SAC,0.9726027397260274,0.9178082191780822,0.4036697247706422,0.39737991266375544,.481,0.43181818181818177,0.3548387096774194,.419,0.2604166666666667,0.2459893048128342,.541,.583,0.09803921568627452,0.10169491525423728,0.821,0.32608695652173914,0.42105263157894735,0.4050632911392405,0.27450980392156865,0.42857142857142855,0.20689655172413793,0.2916666666666667,0.6,0.3352769679300292,15.7,.602,.490,.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,3.4,1.9,5.3,.127,1.2,0.5,1.8,1.9,0.7862960818374831,0.585,2.3
48,Bogdan Bogdanović,SG,27,SAC,0.821917808219178,0.3835616438356164,0.5045871559633027,0.5502183406113538,.440,0.6136363636363636,0.5806451612903226,.372,0.2916666666666667,0.28342245989304815,.532,.547,0.13725490196078433,0.16101694915254236,0.741,0.08695652173913045,0.2631578947368421,0.2151898734177215,0.33333333333333337,0.47619047619047616,0.06896551724137931,0.3541666666666667,0.44000000000000006,0.44023323615160354,15.2,.565,.576,.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,.084,1.2,-0.5,0.6,1.2,0.692144373673036,0.585,2.3
50,Bol Bol,PF,20,DEN,0.0821917808219178,0.0,0.18348623853211007,0.17467248908296945,.500,0.13636363636363635,0.10483870967741936,.444,0.14583333333333334,0.14438502673796794,.526,.571,0.10784313725490198,0.11864406779661016,0.8,0.15217391304347827,0.17543859649122806,0.17088607594936708,0.08823529411764706,0.14285714285714285,0.3103448275862069,0.2916666666666667,0.32,0.16618075801749274,14.4,.617,.321,.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,.063,-2.3,-0.7,-3.0,0.0,0.03759891912758155,0.646,3.04
51,Jonah Bolden,C,24,PHO,0.0273972602739726,0.0,0.06422018348623852,0.11790393013100438,.250,0.0,0.08064516129032258,.000,0.07291666666666667,0.09090909090909091,.400,.250,0.06862745098039216,0.05932203389830508,1.0,0.2173913043478261,0.14912280701754385,0.17088607594936708,0.0,0.3333333333333333,0.24137931034482757,0.0,0.4,0.05830903790087464,7.9,.338,.375,.250,10.0,17.0,13.5,0.0,2.9,5.3,0.0,11.4,0.0,0.1,0.0,.054,-6.6,-0.3,-6.9,0.0,0.016213086276780544,0.549,2.08
54,Isaac Bonga,SF,20,WAS,0.8904109589041096,0.6712328767123288,0.1651376146788991,0.15283842794759828,.504,0.09090909090909091,0.08870967741935484,.352,0.14583333333333334,0.13368983957219252,.571,.558,0.09803921568627452,0.11016949152542373,0.812,0.23913043478260873,0.20175438596491227,0.2151898734177215,0.11764705882352941,0.3333333333333333,0.10344827586206896,0.1875,0.48,0.1457725947521866,10.2,.608,.303,.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,1.2,0.6,1.8,.068,-2.7,-0.1,-2.8,-0.3,0.48905616676317315,0.427,-1.06
56,Chris Boucher,C,27,TOR,0.8356164383561644,0.0,0.2110091743119266,0.20960698689956334,.472,0.13636363636363635,0.15322580645161288,.322,0.17708333333333334,0.15508021390374332,.569,.535,0.14705882352941177,0.16101694915254236,0.784,0.3695652173913044,0.2368421052631579,0.28481012658227844,0.03921568627450981,0.19047619047619047,0.3448275862068966,0.10416666666666667,0.36,0.1924198250728863,20.7,.587,.395,.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,2.1,1.8,3.8,.224,1.0,1.0,2.0,0.8,0.32047867207102876,0.5,1.59
58,Ky Bowman,PG,22,GSW,0.6027397260273972,0.1643835616438356,0.27522935779816515,0.31004366812227074,.417,0.15909090909090906,0.1935483870967742,.308,0.22916666666666669,0.25668449197860965,.472,.469,0.07843137254901962,0.07627118644067796,0.829,0.10869565217391305,0.1929824561403509,0.17088607594936708,0.28431372549019607,0.47619047619047616,0.06896551724137931,0.33333333333333337,0.45999999999999996,0.2157434402332362,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,0.3997683844817602,0.537,1.66
59,Avery Bradley,SG,29,LAL,0.6575342465753424,0.6027397260273972,0.3211009174311926,0.3406113537117904,.444,0.2954545454545454,0.282258064516129,.364,0.22916666666666669,0.22994652406417113,.510,.526,0.03921568627450981,0.0423728813559322,0.833,0.08695652173913045,0.17543859649122806,0.14556962025316453,0.12745098039215688,0.42857142857142855,0.034482758620689655,0.20833333333333334,0.44000000000000006,0.25072886297376096,8.9,.537,.452,.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,.062,-3.0,0.5,-2.5,-0.2,0.4663964485620537,0.524,0.43
60,Tony Bradley,C,22,UTA,0.7808219178082192,0.0410958904109589,0.2018348623853211,0.14410480349344978,.667,0.022727272727272728,0.008064516129032258,1.000,0.21875000000000003,0.17112299465240643,.661,.675,0.04901960784313726,0.06779661016949153,0.652,0.41304347826086957,0.2368421052631579,0.29113924050632906,0.03921568627450981,0.09523809523809523,0.20689655172413793,0.10416666666666667,0.4,0.14285714285714288,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,.236,1.0,0.3,1.3,0.6,0.25956379077398184,0.451,-1.03
61,Jarrell Brantley,PF,23,UTA,0.1095890410958904,0.0,0.10091743119266056,0.13537117903930132,.357,0.06818181818181818,0.1129032258064516,.231,0.08333333333333334,0.09090909090909091,.467,.411,0.009803921568627453,0.01694915254237288,0.5,0.04347826086956522,0.17543859649122806,0.13924050632911392,0.11764705882352941,0.14285714285714285,0.20689655172413793,0.16666666666666669,0.16,0.07871720116618076,8.0,.416,.464,.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,0.0,-0.006,-5.3,0.7,-4.6,-0.1,0.0404169079328315,0.451,-1.03
62,Ignas Brazdeikis,SF,21,NYK,0.1095890410958904,0.0,0.06422018348623852,0.10480349344978167,.273,0.022727272727272728,0.08064516129032258,.111,0.0625,0.0748663101604278,.385,.295,0.03921568627450981,0.05084745762711864,0.8,0.04347826086956522,0.02631578947368421,0.03797468354430379,0.03921568627450981,0.0,0.034482758620689655,0.04166666666666667,0.06,0.05539358600583091,3.2,.351,.409,.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,0.02196487164640031,0.573,2.99
63,Corey Brewer,PF,33,SAC,0.0547945205479452,0.0,0.03669724770642202,0.03493449781659389,.500,0.0,0.016129032258064516,.000,0.04166666666666667,0.03208556149732621,.667,.500,0.019607843137254905,0.05084745762711864,0.333,0.08695652173913045,0.10526315789473684,0.10126582278481013,0.03921568627450981,0.38095238095238093,0.0,0.08333333333333334,0.27999999999999997,0.02915451895043732,8.7,.470,.250,.750,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,0.0,0.1,0.0,.064,-6.0,2.8,-3.2,0.0,0.014514572476355916,0.585,2.3
64,Mikal Bridges,SF,23,PHO,0.9863013698630136,0.4383561643835616,0.3119266055045871,0.28820960698689957,.510,0.22727272727272727,0.21774193548387097,.361,0.25,0.21390374331550802,.610,.583,0.13725490196078433,0.14406779661016947,0.844,0.1956521739130435,0.2719298245614035,0.2531645569620253,0.17647058823529413,0.6666666666666666,0.20689655172413793,0.20833333333333334,0.44000000000000006,0.2653061224489796,12.9,.620,.401,.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,2.5,2.3,4.8,.113,-0.6,1.5,0.8,1.5,0.7983014861995754,0.549,2.08
65,Miles Bridges,SF,21,CHO,0.8767123287671232,0.8767123287671232,0.44954128440366975,0.5065502183406114,.424,0.3409090909090909,0.3709677419354838,.330,0.3541666666666667,0.37433155080213903,.486,.489,0.15686274509803924,0.1694915254237288,0.809,0.30434782608695654,0.3684210526315789,0.3544303797468354,0.17647058823529413,0.2857142857142857,0.24137931034482757,0.3125,0.4,0.37900874635568516,12.1,.520,.398,.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,.039,-1.5,-1.0,-2.5,-0.3,0.7812005404362092,0.329,-5.89
