Rk,Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
1,Quincy Acy,PF,24,NYK,0.8271604938271605,0.2682926829268293,0.23404255319148937,0.22272727272727275,.459,0.08333333333333333,0.11111111111111112,.300,0.2127659574468085,0.21621621621621623,.494,.486,0.125,0.13725490196078433,0.784,0.22641509433962265,0.32673267326732675,0.29333333333333333,0.09259259259259259,0.1739130434782609,0.10344827586206896,0.20454545454545453,0.5365853658536587,0.2099644128113879,11.9,.533,.181,.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,.063,-2.1,-1.0,-3.1,-0.3,0.4323562570462232,0.573,2.99
2,Jordan Adams,SG,20,MEM,0.35802469135802467,0.0,0.1276595744680851,0.1318181818181818,.407,0.08333333333333333,0.09876543209876544,.400,0.0851063829787234,0.10810810810810811,.410,.465,0.056818181818181816,0.07843137254901962,0.609,0.05660377358490566,0.0594059405940594,0.060000000000000005,0.046296296296296294,0.2173913043478261,0.06896551724137931,0.11363636363636363,0.19512195121951223,0.11032028469750889,12.8,.489,.291,.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.4,0.4,.073,-1.2,2.6,1.4,0.2,0.08432256780953644,0.622,3.6
3,Steven Adams,C,21,OKC,0.8518518518518519,0.8170731707317073,0.32978723404255317,0.2590909090909091,.544,0.0,0.0,.000,0.32978723404255317,0.3081081081081081,.547,.544,0.17045454545454544,0.28431372549019607,0.502,0.5283018867924528,0.4554455445544554,0.5,0.08333333333333333,0.2173913043478261,0.41379310344827586,0.3181818181818181,0.7804878048780489,0.27402135231316727,14.1,.549,.005,.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,.111,-1.5,0.2,-1.3,0.3,0.5949665097154984,0.488,0.96
4,Jeff Adrien,PF,28,MIN,0.19753086419753085,0.0,0.11702127659574468,0.11818181818181818,.432,0.0,0.0,0,0.11702127659574468,0.14054054054054055,.432,.432,0.1477272727272727,0.21568627450980396,0.579,0.2641509433962264,0.31683168316831684,0.3,0.08333333333333333,0.08695652173913045,0.1724137931034483,0.11363636363636363,0.4390243902439025,0.12455516014234874,14.2,.494,.000,.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.2,0.2,0.4,.087,-1.9,-0.6,-2.4,0.0,0.07480602161947078,0.512,-0.22
5,Arron Afflalo,SG,29,DEN,0.6419753086419753,0.6463414634146342,0.5638297872340425,0.5636363636363636,.428,0.41666666666666663,0.5679012345679012,.337,0.40425531914893614,0.4216216216216216,.481,.490,0.2727272727272727,0.27450980392156865,0.841,0.07547169811320756,0.297029702970297,0.22666666666666666,0.1759259259259259,0.2608695652173913,0.034482758620689655,0.36363636363636365,0.48780487804878053,0.5160142348754448,11.7,.533,.370,.230,1.3,10.2,5.6,9.3,0.9,0.2,10.3,19.9,1.4,0.4,1.8,.050,-0.7,-1.2,-1.9,0.1,0.5905564029444923,0.646,3.04
5,Arron Afflalo,SG,29,POR,0.2962962962962963,0.23170731707317074,0.40425531914893614,0.41363636363636364,.414,0.38888888888888884,0.4444444444444445,.400,0.24468085106382975,0.2972972972972973,.423,.493,0.18181818181818182,0.18627450980392157,0.851,0.03773584905660378,0.2376237623762376,0.18000000000000002,0.10185185185185186,0.1739130434782609,0.034482758620689655,0.2954545454545454,0.5853658536585367,0.3772241992882562,8.2,.533,.396,.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,0.2,0.5,0.8,.049,-3.0,-0.8,-3.8,-0.4,0.2586709994031434,0.402,-3.96
6,Alexis Ajinça,C,26,NOP,0.8271604938271605,0.0975609756097561,0.2872340425531915,0.21818181818181817,.550,0.0,0.0,0,0.2872340425531915,0.2594594594594595,.550,.550,0.13636363636363635,0.14705882352941177,0.818,0.2830188679245283,0.3069306930693069,0.30666666666666664,0.06481481481481481,0.13043478260869565,0.27586206896551724,0.22727272727272727,0.5365853658536587,0.23131672597864766,19.9,.595,.000,.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,.159,-0.7,0.4,-0.3,0.4,0.321340937727966,0.512,1.63
7,Furkan Aldemir,PF,23,PHI,0.49382716049382713,0.10975609756097561,0.10638297872340426,0.08636363636363636,.513,0.0,0.01234567901234568,.000,0.10638297872340426,0.0972972972972973,.548,.513,0.03409090909090909,0.06862745098039216,0.481,0.3584905660377358,0.2376237623762376,0.2866666666666667,0.06481481481481481,0.1739130434782609,0.13793103448275862,0.09090909090909091,0.5609756097560976,0.08185053380782917,12.0,.517,.064,.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,.122,-3.9,0.4,-3.6,-0.2,0.18277074076530275,0.659,4.37
8,Cole Aldrich,C,26,NYK,0.7407407407407407,0.1951219512195122,0.2553191489361702,0.22272727272727275,.478,0.0,0.0,0,0.2553191489361702,0.2648648648648649,.478,.478,0.09090909090909091,0.09803921568627452,0.781,0.32075471698113206,0.38613861386138615,0.36666666666666664,0.1111111111111111,0.2608695652173913,0.37931034482758624,0.22727272727272727,0.48780487804878053,0.19572953736654802,18.1,.513,.000,.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,0.8,1.4,2.2,.107,-0.8,1.1,0.3,0.6,0.3282711055109755,0.573,2.99
9,LaMarcus Aldridge,PF,29,POR,0.8641975308641975,0.8658536585365854,0.9893617021276596,0.9045454545454544,.466,0.1388888888888889,0.1851851851851852,.352,0.9361702127659575,1.0,.475,.479,0.4886363636363636,0.5,0.845,0.4716981132075472,0.7623762376237624,0.6799999999999999,0.15740740740740738,0.30434782608695654,0.3448275862068966,0.3863636363636363,0.4390243902439025,0.8327402135231315,22.8,.528,.074,.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,4.9,3.7,8.6,.165,3.2,-0.3,2.9,3.1,0.8440214868359971,0.402,-3.96
10,Lavoy Allen,C,25,IND,0.7654320987654321,0.0,0.23404255319148937,0.21363636363636365,.472,0.0,0.0,0,0.23404255319148937,0.25405405405405407,.472,.472,0.056818181818181816,0.06862745098039216,0.702,0.37735849056603776,0.31683168316831684,0.33999999999999997,0.1111111111111111,0.08695652173913045,0.24137931034482757,0.13636363636363635,0.39024390243902446,0.1779359430604982,14.9,.493,.000,.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,2.8,.127,-0.5,0.5,0.0,0.6,0.35977186816101864,0.427,-2.91
11,Tony Allen,SG,33,MEM,0.7654320987654321,0.5,0.3829787234042553,0.32727272727272727,.495,0.05555555555555556,0.0617283950617284,.345,0.36170212765957444,0.36756756756756753,.505,.505,0.1477272727272727,0.19607843137254904,0.627,0.30188679245283023,0.2772277227722772,0.29333333333333333,0.12962962962962962,0.8695652173913044,0.1724137931034483,0.3181818181818181,0.6341463414634148,0.3060498220640569,14.6,.528,.064,.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,.119,-1.5,3.1,1.6,1.5,0.5544797400358114,0.622,3.6
12,Al-Farouq Aminu,SF,24,DAL,0.9012345679012346,0.036585365853658534,0.2127659574468085,0.21818181818181817,.412,0.1388888888888889,0.20987654320987656,.274,0.15957446808510636,0.16756756756756758,.485,.459,0.125,0.15686274509803924,0.712,0.2830188679245283,0.3069306930693069,0.30666666666666664,0.07407407407407407,0.391304347826087,0.27586206896551724,0.15909090909090906,0.4634146341463415,0.19928825622775798,14.4,.504,.347,.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,.115,-0.7,1.5,0.7,1.0,0.4584189933019431,0.463,-0.14
13,Lou Amundson,PF,32,CLE,0.13580246913580246,0.0,0.031914893617021274,0.045454545454545456,.333,0.0,0.0,0,0.031914893617021274,0.05405405405405406,.333,.333,0.03409090909090909,0.03921568627450981,0.6,0.07547169811320756,0.12871287128712872,0.11333333333333333,0.037037037037037035,0.04347826086956522,0.0,0.09090909090909091,0.21951219512195125,0.03202846975088968,3.8,.387,.000,.417,7.4,21.5,14.5,8.7,0.7,0.0,26.0,11.0,-0.1,0.1,0.0,-0.011,-6.7,-1.5,-8.2,-0.1,0.02772067113203793,0.622,5.23
13,Lou Amundson,PF,32,NYK,0.49382716049382713,0.4268292682926829,0.2765957446808511,0.2681818181818182,.432,0.0,0.0,.000,0.2765957446808511,0.31891891891891894,.434,.432,0.10227272727272727,0.19607843137254904,0.463,0.4150943396226416,0.38613861386138615,0.4,0.14814814814814814,0.2173913043478261,0.4482758620689655,0.3181818181818181,0.6829268292682927,0.21352313167259784,12.5,.444,.004,.337,11.6,22.0,16.7,12.6,1.3,5.0,17.0,18.0,-0.5,0.8,0.4,.020,-3.8,-0.1,-3.9,-0.4,0.29076861860866104,0.573,2.99
14,Chris Andersen,C,36,MIA,0.7283950617283951,0.24390243902439024,0.2127659574468085,0.1590909090909091,.580,0.02777777777777778,0.02469135802469136,.308,0.20212765957446807,0.17297297297297298,.598,.589,0.1477272727272727,0.18627450980392157,0.667,0.24528301886792456,0.3663366336633664,0.3333333333333333,0.06481481481481481,0.1739130434782609,0.3448275862068966,0.15909090909090906,0.3658536585365854,0.1886120996441281,16.1,.622,.063,.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,2.1,1.5,3.6,.151,0.0,1.0,1.1,0.9,0.3809602758803634,0.537,-0.13
15,Alan Anderson,SG,32,BRK,0.9012345679012346,0.23170731707317074,0.2765957446808511,0.2681818181818182,.443,0.2777777777777778,0.345679012345679,.348,0.1702127659574468,0.16756756756756758,.530,.526,0.125,0.13725490196078433,0.812,0.07547169811320756,0.2277227722772277,0.18666666666666665,0.10185185185185186,0.3478260869565218,0.034482758620689655,0.18181818181818182,0.48780487804878053,0.26334519572953735,10.6,.563,.477,.230,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,.075,-1.7,0.2,-1.5,0.2,0.5854499635254327,0.549,1.03
16,Kyle Anderson,SF,21,SAS,0.3950617283950617,0.0975609756097561,0.09574468085106383,0.12272727272727274,.348,0.02777777777777778,0.037037037037037035,.273,0.0851063829787234,0.12972972972972974,.359,.365,0.03409090909090909,0.03921568627450981,0.643,0.03773584905660378,0.19801980198019803,0.14666666666666667,0.07407407407407407,0.2173913043478261,0.06896551724137931,0.06818181818181818,0.19512195121951223,0.07829181494661921,8.2,.389,.124,.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,.044,-3.8,2.3,-1.4,0.1,0.12162610252669274,0.268,-9.82
17,Ryan Anderson,PF,26,NOP,0.7407407407407407,0.06097560975609756,0.5106382978723404,0.5454545454545454,.399,0.5555555555555556,0.7283950617283952,.340,0.2978723404255319,0.3297297297297297,.457,.483,0.23863636363636362,0.2450980392156863,0.854,0.339622641509434,0.3069306930693069,0.32,0.08333333333333333,0.2173913043478261,0.10344827586206896,0.22727272727272727,0.4634146341463415,0.48754448398576505,15.6,.524,.492,.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,.100,1.8,-2.1,-0.3,0.7,0.5638636514357716,0.512,1.63
18,Giannis Antetokounmpo,SG,20,MIL,0.9876543209876543,0.8658536585365854,0.5,0.43636363636363634,.491,0.02777777777777778,0.0617283950617284,.159,0.4893617021276595,0.49189189189189186,.511,.496,0.36363636363636365,0.4215686274509804,0.741,0.22641509433962265,0.5445544554455446,0.44666666666666666,0.24074074074074073,0.391304347826087,0.3448275862068966,0.47727272727272724,0.7560975609756099,0.4519572953736654,14.8,.552,.056,.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4.0,6.2,.117,-1.2,1.2,0.0,1.2,0.8523111612175873,0.707,3.61
19,Carmelo Anthony,SF,30,NYK,0.48148148148148145,0.4878048780487805,0.9574468085106382,0.9181818181818181,.444,0.41666666666666663,0.5555555555555556,.341,0.7872340425531915,0.8486486486486486,.474,.482,0.5340909090909091,0.5784313725490197,0.797,0.339622641509434,0.4752475247524752,0.44,0.28703703703703703,0.4347826086956522,0.13793103448275862,0.5,0.5365853658536587,0.8612099644128113,21.5,.531,.222,.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,2.2,0.6,2.9,.097,4.9,-1.9,3.0,1.8,0.48468068174282114,0.573,2.99
20,Joel Anthony,C,32,DET,0.5925925925925926,0.0,0.07446808510638298,0.05909090909090909,.581,0.0,0.0,0,0.07446808510638298,0.07027027027027027,.581,.581,0.03409090909090909,0.03921568627450981,0.682,0.1320754716981132,0.1188118811881188,0.12666666666666665,0.009259259259259259,0.08695652173913045,0.3448275862068966,0.045454545454545456,0.26829268292682934,0.06405693950177936,14.7,.607,.000,.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,1.2,.142,-2.9,3.1,0.2,0.2,0.13671330990118707,0.207,-7.73
21,Pero Antić,C,32,ATL,0.7654320987654321,0.036585365853658534,0.18085106382978722,0.21363636363636365,.365,0.22222222222222224,0.33333333333333337,.301,0.09574468085106383,0.10810810810810811,.455,.453,0.15909090909090906,0.19607843137254904,0.715,0.169811320754717,0.20792079207920794,0.2,0.07407407407407407,0.13043478260869565,0.06896551724137931,0.18181818181818182,0.5121951219512195,0.20284697508896796,9.5,.508,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,0.5,1.0,1.5,.070,-3.0,-1.2,-4.1,-0.6,0.34866370448968764,0.5,0.32
22,Trevor Ariza,SF,29,HOU,1.0,1.0,0.4787234042553191,0.5045454545454545,.402,0.6666666666666666,0.8395061728395062,.350,0.22340425531914893,0.23243243243243242,.485,.509,0.17045454545454544,0.16666666666666669,0.853,0.169811320754717,0.46534653465346537,0.3733333333333333,0.23148148148148145,0.8260869565217391,0.06896551724137931,0.3863636363636363,0.5609756097560976,0.4555160142348754,12.7,.539,.610,.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,.108,-0.1,1.1,1.0,2.2,0.9827243185887657,0.268,-7.62
