Rk,Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
111,Seth Curry,PG,24,PHO,2,0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-11.4,.000,.333,.000,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,-0.1,0.0,0.0,-0.298,-20.1,-3.0,-23.1,0.0,6.0
112,Stephen Curry,PG,26,GSW,80,80,8.2,16.8,.487,3.6,8.1,.443,4.6,8.7,.528,.594,3.9,4.2,.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,28.0,.638,.482,.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,11.5,4.1,15.7,.288,8.2,1.7,9.9,7.9,1322.85
113,Samuel Dalembert,C,33,NYK,32,21,1.8,4.1,.438,0.0,0.0,0,1.8,4.1,.438,.438,0.4,0.6,.700,1.7,3.6,5.3,0.9,0.4,1.3,1.2,2.2,4.0,11.8,.461,.000,.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15.0,-0.4,0.7,0.3,.023,-3.8,0.7,-3.1,-0.1,280.5
114,Troy Daniels,SG,23,HOU,17,0,0.9,2.8,.319,0.8,2.5,.302,0.1,0.2,.500,.457,0.2,0.2,.750,0.0,0.4,0.4,0.2,0.0,0.0,0.3,0.8,2.7,4.5,.472,.915,.085,0.0,6.1,3.1,5.9,0.0,0.0,9.3,21.6,-0.1,0.0,0.0,-0.013,-3.3,-3.1,-6.4,-0.1,57.2
114,Troy Daniels,SG,23,MIN,19,0,1.0,3.1,.322,0.7,2.1,.333,0.3,1.1,.300,.432,0.1,0.1,1.000,0.3,0.7,1.0,0.7,0.2,0.0,0.4,0.7,2.8,7.4,.443,.661,.034,4.3,10.0,7.1,13.4,1.0,0.0,11.8,19.4,-0.1,0.0,-0.1,-0.038,-2.6,-3.2,-5.8,-0.1,81.05
114,Troy Daniels,SG,23,CHO,11,0,2.5,5.4,.458,1.5,3.3,.472,0.9,2.1,.435,.602,0.5,0.6,.857,0.2,0.5,0.7,0.5,0.3,0.1,0.6,1.1,7.0,16.1,.620,.610,.119,1.6,5.0,3.3,7.0,1.1,0.6,10.1,23.3,0.2,0.1,0.3,.119,3.1,-1.0,2.2,0.1,73.65
115,Gigi Datome,SF,27,DET,3,0,1.7,4.0,.417,0.3,1.3,.250,1.3,2.7,.500,.458,0.0,0.0,0,0.3,1.0,1.3,0.7,0.3,0.0,0.7,0.3,3.7,16.7,.458,.333,.000,6.2,20.0,12.8,24.9,3.0,0.0,14.3,36.5,0.0,0.0,0.0,-0.033,0.3,0.0,0.3,0.0,11.35
115,Gigi Datome,SF,27,BOS,18,1,2.1,4.3,.494,0.9,2.0,.472,1.2,2.3,.512,.604,0.1,0.1,1.000,0.1,1.3,1.4,0.4,0.1,0.4,0.4,0.8,5.2,14.9,.607,.468,.013,1.1,13.3,7.1,6.0,0.3,2.8,8.3,19.3,0.3,0.2,0.4,.106,1.9,-0.7,1.3,0.2,101.35
116,Brandon Davies,PF,23,PHI,20,6,2.5,6.0,.412,0.4,1.5,.233,2.1,4.5,.472,.441,1.1,1.7,.636,1.8,1.9,3.7,1.4,0.9,0.2,1.3,2.7,6.3,10.7,.472,.252,.277,9.5,11.4,10.4,13.0,2.2,0.9,15.8,18.2,-0.1,0.4,0.3,.039,-3.6,-0.5,-4.1,-0.2,199.0
116,Brandon Davies,PF,23,BRK,7,0,0.9,2.6,.333,0.1,0.6,.250,0.7,2.0,.357,.361,0.4,0.6,.750,0.4,1.0,1.4,0.3,0.1,0.4,0.6,0.7,2.3,8.5,.405,.222,.222,7.7,17.8,12.7,7.2,1.2,5.5,16.8,24.6,-0.1,0.1,-0.1,-0.069,-6.5,-0.9,-7.4,-0.1,25.15
117,Anthony Davis,PF,21,NOP,68,68,9.4,17.6,.535,0.0,0.2,.083,9.4,17.5,.540,.536,5.5,6.8,.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,30.8,.591,.010,.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,14.0,.274,6.6,2.3,8.9,6.7,1245.55
118,Ed Davis,PF,25,LAL,79,24,3.6,5.9,.601,0.0,0.0,0,3.6,5.9,.601,.601,1.2,2.4,.487,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,20.0,.594,.000,.403,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,4.6,1.6,6.3,.164,1.4,0.1,1.5,1.6,931.65
119,Glen Davis,PF,29,LAC,74,0,1.6,3.4,.459,0.0,0.1,.000,1.6,3.4,.466,.459,0.8,1.3,.632,0.6,1.7,2.3,0.5,0.6,0.3,0.5,1.8,4.0,10.8,.495,.016,.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,0.2,1.1,1.4,.072,-3.9,0.8,-3.1,-0.3,458.1
120,Andre Dawkins,SG,23,MIA,4,0,0.3,1.5,.167,0.3,1.5,.167,0.0,0.0,0,.250,0.0,0.0,0,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.8,0.8,-5.0,.250,1.000,.000,0.0,10.7,5.5,6.6,0.0,0.0,14.3,15.0,-0.1,0.0,-0.1,-0.172,-9.0,-3.8,-12.8,-0.1,13.75
121,Austin Daye,SF,26,SAS,26,4,1.5,4.4,.348,0.7,2.2,.333,0.8,2.2,.362,.430,0.2,0.2,1.000,0.2,2.1,2.3,0.3,0.3,0.1,0.7,1.2,4.0,7.1,.441,.496,.035,2.6,22.8,12.9,5.1,1.5,0.8,13.4,22.9,-0.5,0.4,-0.1,-0.021,-4.6,-0.6,-5.2,-0.2,139.15
121,Austin Daye,SF,26,ATL,8,0,1.3,3.3,.385,0.6,1.8,.357,0.6,1.5,.417,.481,0.1,0.3,.500,0.5,1.3,1.8,1.0,0.5,0.3,0.6,1.1,3.3,12.1,.484,.538,.077,6.2,14.6,10.5,16.0,2.7,2.2,15.7,19.2,0.0,0.1,0.1,.068,-1.3,0.8,-0.5,0.0,42.75
122,Dewayne Dedmon,C,25,ORL,59,15,1.5,2.7,.562,0.0,0.0,.000,1.5,2.7,.565,.562,0.6,1.1,.531,2.0,3.0,5.0,0.2,0.3,0.8,0.9,2.4,3.7,13.3,.568,.006,.395,15.5,24.1,19.7,1.6,1.0,4.8,21.1,13.0,0.7,1.0,1.7,.099,-3.3,-0.2,-3.5,-0.3,429.65
123,Matthew Dellavedova,SG,24,CLE,67,13,1.7,4.6,.362,1.0,2.5,.407,0.6,2.1,.307,.472,0.4,0.6,.763,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,8.5,.493,.544,.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.4,0.5,1.9,.067,-2.0,-0.8,-2.8,-0.3,700.3
124,Luol Deng,SF,29,MIA,72,72,5.1,10.9,.469,1.1,3.1,.355,4.0,7.9,.513,.518,2.7,3.5,.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14.0,15.5,.561,.280,.319,5.2,13.3,9.3,9.9,1.4,0.8,10.7,19.5,3.7,1.6,5.4,.106,1.1,-1.1,0.0,1.2,1227.3
125,DeMar DeRozan,SG,25,TOR,60,60,6.8,16.5,.413,0.4,1.5,.284,6.4,15.0,.426,.426,6.0,7.2,.832,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2.0,20.1,17.4,.510,.089,.438,2.3,12.9,7.6,17.0,1.8,0.4,10.4,28.4,2.6,1.4,4.0,.090,0.5,-1.4,-0.9,0.6,1067.5
126,Boris Diaw,PF,32,SAS,81,15,3.6,7.8,.460,0.7,2.1,.320,2.9,5.7,.512,.503,0.9,1.1,.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,12.7,.526,.267,.147,4.5,15.2,10.0,17.9,0.9,0.9,15.8,18.3,1.3,2.3,3.6,.088,-0.6,0.2,-0.4,0.8,1004.25
127,Gorgui Dieng,C,25,MIN,73,49,3.5,7.0,.506,0.0,0.1,.167,3.5,6.9,.510,.507,2.6,3.3,.783,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,17.2,.573,.012,.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15.0,3.4,1.5,4.9,.108,-0.1,0.3,0.2,1.2,1111.5
128,Spencer Dinwiddie,PG,21,DET,34,1,1.5,5.0,.302,0.4,1.9,.185,1.1,3.1,.375,.337,0.9,1.0,.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,10.2,.394,.385,.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,-0.3,0.4,0.1,.009,-3.0,0.2,-2.8,-0.1,234.2
129,Joey Dorsey,PF,31,HOU,69,17,1.2,2.1,.552,0.0,0.0,.000,1.2,2.1,.556,.552,0.3,1.2,.289,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7,11.1,.507,.007,.572,13.3,22.7,18.0,4.4,2.3,2.3,18.4,11.3,0.4,1.5,1.9,.108,-3.8,0.7,-3.1,-0.2,433.2
130,Toney Douglas,SG,28,NOP,12,0,1.6,4.3,.373,0.4,1.5,.278,1.2,2.8,.424,.422,0.7,1.1,.615,0.2,1.7,1.8,2.0,0.9,0.3,0.8,1.7,4.3,11.2,.450,.353,.255,1.3,12.8,7.1,20.0,3.3,1.7,15.0,17.2,0.0,0.2,0.2,.046,-3.5,1.7,-1.7,0.0,95.9
131,Chris Douglas-Roberts,SG,28,LAC,12,0,0.4,1.8,.238,0.1,0.6,.143,0.3,1.2,.286,.262,0.7,0.7,1.000,0.1,0.9,1.0,0.3,0.1,0.0,0.0,1.2,1.6,3.3,.387,.333,.381,1.1,11.8,6.6,5.0,0.5,0.0,0.0,10.7,0.0,0.1,0.0,.020,-5.6,-1.2,-6.8,-0.1,55.8
132,Goran Dragić,SG,28,PHO,52,52,6.5,13.1,.501,1.3,3.6,.355,5.3,9.5,.556,.549,1.9,2.5,.746,1.0,2.6,3.6,4.1,1.0,0.2,2.2,2.3,16.2,16.7,.573,.274,.191,3.2,8.5,5.8,20.2,1.4,0.4,13.4,21.5,3.1,0.9,4.0,.111,1.1,-1.0,0.1,0.9,884.2
132,Goran Dragić,PG,28,MIA,26,26,6.2,12.4,.502,0.9,2.8,.329,5.3,9.6,.552,.539,3.2,4.0,.808,1.2,2.3,3.4,5.3,1.1,0.2,2.3,2.9,16.6,18.8,.586,.226,.322,4.1,7.7,5.9,27.8,1.6,0.6,13.8,22.2,2.3,0.5,2.8,.146,2.5,-0.4,2.1,0.9,469.9
133,Zoran Dragić,SG,25,PHO,6,0,0.3,1.3,.250,0.0,0.8,.000,0.3,0.5,.667,.250,0.3,0.5,.667,0.3,0.2,0.5,0.2,0.0,0.0,0.0,0.2,1.0,9.1,.322,.625,.375,16.7,8.5,12.6,11.9,0.0,0.0,0.0,31.5,0.0,0.0,0.0,-0.077,-4.1,-5.7,-9.9,0.0,7.6
133,Zoran Dragić,SG,25,MIA,10,1,0.9,2.2,.409,0.3,0.9,.333,0.6,1.3,.462,.477,0.1,0.2,.500,0.3,0.2,0.5,0.4,0.2,0.0,0.5,0.5,2.2,8.0,.481,.409,.091,5.9,3.8,4.8,11.0,1.7,0.0,17.9,21.1,-0.1,0.0,0.0,-0.035,-4.1,-3.1,-7.2,-0.1,34.1
134,Larry Drew II,PG,24,PHI,12,1,1.7,4.8,.345,0.3,2.2,.154,1.3,2.7,.500,.379,0.2,0.3,.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8,4.5,.388,.448,.052,0.5,7.3,3.7,33.9,1.4,0.0,29.6,16.8,-0.5,0.1,-0.4,-0.087,-7.1,-2.8,-9.9,-0.4,118.65
135,Andre Drummond,C,21,DET,82,82,6.0,11.7,.514,0.0,0.0,.000,6.0,11.7,.515,.514,1.7,4.5,.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,21.4,.504,.002,.380,18.3,30.1,24.0,3.9,1.5,4.8,9.7,22.0,3.4,4.3,7.7,.147,0.6,-0.7,-0.1,1.2,1266.25
136,Jared Dudley,SG,29,MIL,72,22,2.8,5.9,.468,1.0,2.7,.385,1.7,3.2,.537,.556,0.7,0.9,.716,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,12.3,.572,.454,.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2.0,2.1,4.1,.116,-0.5,1.0,0.6,1.1,870.4
137,Tim Duncan*,C,38,SAS,77,77,5.4,10.6,.512,0.0,0.1,.286,5.4,10.5,.514,.513,3.0,4.0,.740,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,22.6,.560,.009,.380,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,9.6,.207,2.3,2.8,5.1,4.0,1127.95
138,Mike Dunleavy,SF,34,CHI,63,63,3.3,7.6,.435,1.7,4.2,.407,1.6,3.5,.468,.546,1.1,1.4,.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,11.6,.573,.547,.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,2.4,1.7,4.1,.108,-0.3,0.2,0.0,0.9,933.6
139,Kevin Durant,SF,26,OKC,27,27,8.8,17.3,.510,2.4,5.9,.403,6.4,11.4,.565,.578,5.4,6.3,.854,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,27.6,.633,.340,.366,1.9,18.7,10.4,22.2,1.3,2.2,12.0,29.1,3.8,1.0,4.8,.252,8.6,1.4,10.0,2.8,473.4
140,Cleanthony Early,SF,23,NYK,39,7,1.9,5.5,.355,0.6,2.2,.262,1.4,3.3,.415,.407,0.9,1.2,.750,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,8.4,.447,.393,.224,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.030,-3.7,-1.5,-5.2,-0.5,331.8
141,Wayne Ellington,SG,27,LAL,65,36,3.9,9.5,.412,1.4,3.7,.370,2.5,5.8,.439,.485,0.8,1.0,.813,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,11.6,.504,.394,.104,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,1.1,0.1,1.2,.034,-0.5,-1.8,-2.3,-0.1,850.4
142,Monta Ellis,SG,29,DAL,80,80,7.5,16.9,.445,1.0,3.6,.285,6.5,13.4,.487,.475,2.9,3.8,.752,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,16.5,.509,.210,.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,1.4,2.2,3.6,.065,0.0,-0.1,-0.1,1.3,1366.35
143,James Ennis III,SF,24,MIA,62,3,1.6,4.0,.409,0.5,1.5,.326,1.1,2.5,.461,.472,1.3,1.5,.840,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,11.5,.541,.385,.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,.088,-1.0,-0.5,-1.5,0.1,534.0
144,Tyler Ennis,PG,20,PHO,8,0,1.1,2.6,.429,0.3,0.8,.333,0.9,1.9,.467,.476,0.3,0.3,1.000,0.1,0.8,0.9,1.8,0.0,0.3,1.0,0.4,2.8,12.0,.503,.286,.095,1.9,11.4,6.6,37.5,0.0,2.6,26.8,22.6,0.0,0.0,0.0,-0.005,0.3,-2.1,-1.8,0.0,32.65
144,Tyler Ennis,PG,20,MIL,25,1,1.7,4.9,.350,0.4,1.5,.270,1.3,3.4,.384,.390,0.1,0.2,.600,0.2,0.9,1.1,2.4,0.7,0.1,1.4,1.3,4.0,6.6,.395,.301,.041,2.0,7.1,4.5,25.6,2.6,0.7,21.4,20.3,-0.8,0.4,-0.3,-0.046,-4.8,0.1,-4.8,-0.2,183.55
145,Jeremy Evans,SF,27,UTA,38,0,0.8,1.5,.552,0.1,0.1,.400,0.8,1.4,.566,.569,0.6,0.8,.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,20.5,.636,.086,.500,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,0.9,0.4,1.3,.241,2.0,2.1,4.2,0.4,136.5
146,Reggie Evans,PF,34,SAC,47,7,1.2,2.9,.423,0.0,0.0,.000,1.2,2.9,.430,.423,1.3,2.1,.619,2.1,4.3,6.4,0.7,0.5,0.1,1.0,1.9,3.7,11.7,.490,.015,.708,14.9,29.0,22.2,6.1,1.4,0.5,20.0,13.0,0.4,0.8,1.2,.074,-1.6,-0.8,-2.4,-0.1,390.15
147,Tyreke Evans,SG,25,NOP,79,76,6.6,14.7,.447,0.9,2.9,.304,5.7,11.9,.482,.477,2.6,3.7,.694,1.0,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,17.7,.508,.195,.250,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,2.4,2.2,4.6,.082,1.4,-0.2,1.2,2.2,1362.05
148,Dante Exum,PG,19,UTA,82,41,1.8,5.1,.349,1.0,3.2,.314,0.8,1.9,.408,.448,0.2,0.4,.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,5.7,.457,.635,.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,919.6
149,Festus Ezeli,C,25,GSW,46,7,1.7,3.0,.547,0.0,0.0,0,1.7,3.0,.547,.547,1.1,1.7,.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,16.2,.580,.000,.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,.159,-2.2,0.3,-1.8,0.0,257.5
150,Kenneth Faried,PF,25,DEN,75,71,5.0,9.8,.507,0.0,0.1,.125,5.0,9.7,.511,.507,2.7,3.8,.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,18.4,.548,.011,.391,12.1,22.9,17.3,7.1,1.5,2.1,12.0,20.3,3.5,2.1,5.6,.130,0.6,-0.7,-0.1,1.0,1056.9
151,Jordan Farmar,PG,28,LAC,36,0,1.7,4.4,.386,1.0,2.7,.361,0.7,1.7,.426,.497,0.3,0.3,.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,9.9,.513,.614,.070,1.7,7.1,4.5,18.0,1.9,0.8,16.4,16.6,0.2,0.4,0.6,.053,-1.2,-0.1,-1.4,0.1,271.85
152,Derrick Favors,PF,23,UTA,74,74,6.5,12.4,.525,0.0,0.1,.167,6.5,12.3,.527,.526,3.0,4.5,.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16.0,21.8,.558,.007,.362,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,5.0,3.3,8.3,.175,1.9,0.6,2.5,2.6,1155.4
153,Raymond Felton,PG,30,DAL,29,3,1.5,3.7,.406,0.3,1.2,.294,1.1,2.5,.458,.453,0.4,0.5,.800,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,12.4,.480,.321,.142,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,0.0,0.2,0.2,.039,-1.3,-0.2,-1.4,0.0,145.35
154,Landry Fields,SF,26,TOR,26,9,0.8,1.6,.488,0.0,0.1,.500,0.7,1.5,.487,.500,0.2,0.2,.833,0.4,0.6,1.0,0.6,0.4,0.0,0.3,0.3,1.8,10.8,.527,.049,.146,5.3,8.5,6.9,10.1,2.6,0.0,15.5,10.8,0.2,0.1,0.3,.072,-1.4,1.2,-0.1,0.1,112.15
155,Evan Fournier,SG,22,ORL,58,32,4.4,9.9,.440,1.5,3.9,.378,2.9,6.0,.480,.514,1.8,2.5,.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,12.4,.546,.391,.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,.059,-0.5,-1.3,-1.8,0.1,844.8
156,Randy Foye,SG,31,DEN,50,21,3.0,8.0,.368,1.9,5.3,.357,1.1,2.8,.388,.485,0.9,1.1,.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,11.0,.510,.654,.137,0.9,7.8,4.2,17.0,1.6,0.8,12.3,19.3,0.6,0.4,1.0,.045,-0.3,-0.9,-1.2,0.2,554.35
157,Jamaal Franklin,SG,23,DEN,3,0,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,0,.750,0.0,0.0,0,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,4.9,.750,1.000,.000,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-3.8,-1.8,-5.6,0.0,8.65
158,Tim Frazier,PG,24,PHI,6,3,2.2,7.2,.302,0.5,1.8,.273,1.7,5.3,.313,.337,0.8,2.5,.333,0.7,2.5,3.2,7.2,1.0,0.0,3.0,2.7,5.7,5.9,.343,.256,.349,2.4,10.0,6.0,40.4,1.8,0.0,26.6,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2,99.75
158,Tim Frazier,PG,24,POR,5,0,1.6,3.6,.444,0.4,1.2,.333,1.2,2.4,.500,.500,1.0,1.2,.833,0.4,1.4,1.8,3.4,0.4,0.0,1.4,2.0,4.6,13.7,.557,.333,.333,3.2,10.8,7.1,36.7,1.5,0.0,25.3,18.2,0.1,0.1,0.2,.119,-1.8,1.0,-0.8,0.0,40.8
159,Jimmer Fredette,PG,25,NOP,50,0,1.3,3.3,.380,0.2,1.0,.188,1.1,2.4,.458,.407,0.9,0.9,.956,0.2,0.6,0.8,1.2,0.3,0.0,0.7,0.9,3.6,9.8,.479,.289,.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0.0,0.2,0.2,.021,-3.6,-1.2,-4.7,-0.4,259.6
160,Enes Freedom,C,22,UTA,49,48,5.8,11.9,.491,0.3,0.8,.317,5.6,11.0,.505,.503,1.9,2.4,.788,3.0,4.8,7.8,0.5,0.5,0.3,1.9,2.3,13.8,17.5,.535,.070,.203,12.9,20.5,16.7,3.8,0.9,1.0,12.8,25.1,1.4,1.3,2.7,.099,0.0,-2.7,-2.7,-0.2,676.55
160,Enes Freedom,C,22,OKC,26,26,7.5,13.3,.566,0.1,0.2,.750,7.4,13.2,.564,.571,3.5,4.5,.776,5.0,6.0,11.0,1.1,0.5,0.5,2.0,2.9,18.7,24.9,.611,.012,.335,17.5,20.5,19.0,6.4,0.8,1.3,11.6,23.9,2.9,0.8,3.7,.220,4.4,-2.3,2.0,0.8,420.05
161,Joel Freeland,C,27,POR,48,8,1.5,3.1,.490,0.0,0.0,0,1.5,3.1,.490,.490,0.4,0.5,.840,1.3,2.7,4.0,0.3,0.2,0.5,0.5,1.9,3.5,12.2,.522,.000,.166,11.0,21.9,16.6,3.8,0.7,2.7,12.4,13.4,0.6,0.9,1.6,.122,-3.0,0.4,-2.6,-0.1,314.95
162,Channing Frye,PF,31,ORL,75,51,2.5,6.5,.392,1.8,4.6,.393,0.7,1.9,.390,.532,0.4,0.5,.886,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,9.5,.546,.710,.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,.053,-1.5,-0.1,-1.5,0.2,947.45
163,Danilo Gallinari,SF,26,DEN,59,27,3.9,9.6,.401,1.8,5.1,.355,2.1,4.5,.453,.496,2.9,3.2,.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,16.8,.563,.530,.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,.132,2.6,-0.2,2.4,1.6,725.1
164,Langston Galloway,PG,23,NYK,45,41,4.5,11.4,.399,1.4,3.9,.352,3.2,7.4,.424,.460,1.4,1.7,.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,12.3,.489,.344,.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,.043,-1.5,-0.9,-2.3,-0.1,744.7
165,Francisco García,SF,33,HOU,14,0,1.2,4.5,.270,0.7,3.2,.222,0.5,1.3,.389,.349,0.1,0.3,.250,0.2,1.0,1.2,1.1,0.6,0.4,0.7,1.4,3.2,3.6,.347,.714,.063,1.7,7.7,4.7,11.0,2.2,1.9,13.4,16.2,-0.4,0.2,-0.2,-0.044,-4.9,0.7,-4.2,-0.1,107.15
166,Kevin Garnett*,PF,38,BRK,42,42,3.0,6.5,.455,0.0,0.1,.167,3.0,6.4,.461,.456,0.8,1.0,.829,1.1,5.7,6.8,1.6,1.0,0.3,1.1,2.3,6.8,14.8,.486,.022,.149,6.1,31.3,18.7,13.0,2.5,1.2,13.3,18.1,0.2,1.4,1.6,.089,-1.4,1.7,0.3,0.5,437.15
166,Kevin Garnett*,PF,38,MIN,5,5,3.6,6.2,.581,0.0,0.2,.000,3.6,6.0,.600,.581,0.4,0.8,.500,0.4,4.8,5.2,1.6,1.0,0.8,0.2,2.6,7.6,19.3,.580,.032,.129,2.3,28.9,15.2,14.3,2.6,3.2,3.0,15.2,0.2,0.1,0.3,.161,0.8,3.5,4.3,0.2,58.8
167,Marc Gasol,C,30,MEM,81,81,6.5,13.2,.494,0.0,0.2,.176,6.5,13.0,.500,.496,4.3,5.4,.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,21.7,.558,.016,.410,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,5.5,4.7,10.2,.182,2.7,2.4,5.1,4.8,1360.1
168,Pau Gasol,PF,34,CHI,78,78,7.3,14.8,.494,0.2,0.3,.462,7.2,14.4,.495,.500,3.8,4.7,.803,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,22.7,.550,.023,.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,6.0,4.4,10.4,.187,2.9,0.6,3.5,3.7,1357.7
169,Rudy Gay,SF,28,SAC,68,67,7.5,16.4,.455,1.2,3.2,.359,6.3,13.2,.479,.491,5.0,5.8,.858,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1,19.7,.556,.197,.352,4.8,13.7,9.4,19.0,1.5,1.3,12.4,27.0,4.8,1.3,6.1,.122,3.4,-0.7,2.7,2.9,1221.7
170,Alonzo Gee,SF,27,DEN,39,0,1.7,3.5,.482,0.3,0.6,.417,1.4,2.9,.496,.518,1.2,1.7,.738,0.7,1.1,1.8,0.5,0.7,0.2,0.6,1.1,4.9,14.0,.574,.175,.474,5.9,9.0,7.4,5.7,2.7,0.9,13.1,16.1,0.7,0.4,1.1,.100,-0.5,0.7,0.2,0.3,262.05
170,Alonzo Gee,SF,27,POR,15,2,1.4,3.3,.429,0.2,0.7,.273,1.2,2.5,.474,.459,0.4,0.8,.500,0.5,1.1,1.6,0.4,0.5,0.1,0.5,1.1,3.4,9.7,.470,.224,.245,5.8,11.1,8.5,6.0,2.4,0.5,12.8,18.5,-0.1,0.2,0.1,.039,-3.8,0.6,-3.2,0.0,80.55
