Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
Devonte' Graham,PG,171.0,27.0,0.7560975609756098,0.04819277108433735,0.1696428571428571,0.23198198198198194,0.371,0.28571428571428564,0.3596491228070175,0.3495,0.0476190476190476,0.0589887640449438,0.4575,0.5115000000000001,0.10500000000000001,0.11788617886178855,0.747,0.04901960784313725,0.1302083333333333,0.12399999999999996,0.2289719626168224,0.1999999999999999,0.0666666666666666,0.1463414634146341,0.2,0.19184290030211476,12.15,0.5485,0.8035,0.27949999999999997,1.65,8.55,5.05,19.049999999999997,1.7000000000000002,1.15,9.65,16.05,1.2,0.95,2.15,0.098,-0.15000000000000002,0.19999999999999998,0.05,0.5,0.36349984983481826
A.J. Green,SG,174.0,23.0,0.4146341463414634,0.0120481927710843,0.1339285714285714,0.1621621621621621,0.424,0.2653061224489796,0.2631578947368421,0.419,0.0285714285714285,0.0337078651685393,0.45,0.6,0.01,0.008130081300813,1.0,0.0392156862745098,0.1145833333333333,0.104,0.0560747663551401,0.0666666666666666,0.0,0.073170731707317,0.18,0.1329305135951661,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,0.1177628724930757
Danny Green,SG,175.0,35.0,0.10365853658536581,0.0,0.1964285714285714,0.20945945945945943,0.47450000000000003,0.3163265306122448,0.3070175438596491,0.44,0.0619047619047619,0.0617977528089887,0.5835,0.6415,0.01,0.008130081300813,1.0,0.0588235294117647,0.1041666666666666,0.104,0.0467289719626168,0.18333333333333324,0.1166666666666666,0.2195121951219512,0.28,0.18126888217522655,13.3,0.6465000000000001,0.759,0.023,2.5,9.5,6.0,6.25,2.4000000000000004,2.45,16.1,20.15,0.05,0.2,0.2,0.0865,-0.8,0.44999999999999996,-0.35,0.05,0.04227984115860775
JaMychal Green,PF,178.0,32.0,0.6829268292682927,0.0120481927710843,0.2142857142857143,0.1981981981981982,0.54,0.1428571428571428,0.1666666666666666,0.378,0.1523809523809524,0.1404494382022471,0.667,0.623,0.09,0.097560975609756,0.776,0.2549019607843137,0.2395833333333333,0.288,0.0841121495327102,0.1333333333333333,0.1333333333333333,0.2195121951219512,0.36,0.1933534743202417,15.5,0.65,0.44,0.266,10.1,18.0,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1.0,2.2,0.133,-0.7,0.2,-0.5,0.3,0.2699636266559883
Javonte Green,SF,179.0,29.0,0.3780487804878049,0.0120481927710843,0.1696428571428571,0.1531531531531531,0.565,0.0816326530612244,0.0964912280701754,0.371,0.1428571428571428,0.1292134831460674,0.658,0.625,0.09,0.1138211382113821,0.667,0.1568627450980392,0.1979166666666666,0.2239999999999999,0.0654205607476635,0.2666666666666666,0.2333333333333333,0.1463414634146341,0.32,0.1570996978851963,14.5,0.646,0.324,0.417,6.5,14.2,10.4,6.4,2.4,4.2,13.5,13.6,0.6,0.8,1.4,0.142,-1.1,2.5,1.4,0.4,0.1645142990623019
Jeff Green,PF,180.0,36.0,0.6707317073170732,0.0481927710843373,0.2589285714285714,0.2657657657657657,0.488,0.1020408163265306,0.1666666666666666,0.288,0.219047619047619,0.2247191011235955,0.58,0.534,0.16,0.1707317073170731,0.744,0.1372549019607843,0.1979166666666666,0.208,0.1121495327102803,0.0999999999999999,0.0999999999999999,0.1951219512195122,0.36,0.2356495468277945,11.0,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,0.074,-2.4,-1.0,-3.4,-0.4,0.3699068975873461
Josh Green,SG,181.0,22.0,0.7195121951219512,0.253012048192771,0.3035714285714286,0.2882882882882883,0.537,0.2244897959183673,0.2456140350877192,0.402,0.219047619047619,0.2022471910112359,0.643,0.626,0.11,0.1300813008130081,0.723,0.1764705882352941,0.21875,0.24,0.1588785046728972,0.2333333333333333,0.0333333333333333,0.2926829268292683,0.52,0.2749244712990936,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,-1.9,-0.6,-2.4,-0.2,0.5214736209830815
AJ Griffin,SF,182.0,19.0,0.8658536585365854,0.144578313253012,0.3035714285714286,0.3333333333333333,0.465,0.2857142857142857,0.3157894736842105,0.39,0.1904761904761904,0.2134831460674157,0.536,0.56,0.06,0.056910569105691,0.894,0.0980392156862745,0.1666666666666666,0.168,0.0934579439252336,0.1999999999999999,0.0666666666666666,0.1463414634146341,0.24,0.2688821752265861,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,0.4733540227583676
Blake Griffin,C,183.0,33.0,0.4878048780487805,0.1927710843373494,0.1339285714285714,0.1441441441441441,0.485,0.1224489795918367,0.1403508771929824,0.348,0.0952380952380952,0.0898876404494382,0.625,0.573,0.05,0.065040650406504,0.656,0.2156862745098039,0.2708333333333333,0.304,0.1401869158878504,0.0999999999999999,0.0666666666666666,0.1219512195121951,0.36,0.1238670694864048,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1.0,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,0.1938465645543431
Quentin Grimes,SG,184.0,22.0,0.8536585365853658,0.7951807228915663,0.3571428571428571,0.3828828828828829,0.468,0.4489795918367347,0.5,0.386,0.1714285714285714,0.1516853932584269,0.641,0.599,0.11,0.1138211382113821,0.796,0.1372549019607843,0.2604166666666667,0.256,0.1962616822429906,0.2333333333333333,0.1333333333333333,0.2439024390243902,0.5,0.3413897280966767,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1.0,0.7170887976774453
Rui Hachimura,PF,185.0,24.0,0.5,0.072289156626506,0.4047619047619048,0.42042042042042044,0.48633333333333334,0.16326530612244894,0.22514619883040932,0.3173333333333333,0.35555555555555557,0.3782771535580524,0.5503333333333335,0.5296666666666666,0.13999999999999999,0.15176151761517612,0.7396666666666666,0.15686274509803919,0.3819444444444445,0.36000000000000004,0.08722741433021801,0.09999999999999994,0.1333333333333333,0.2032520325203252,0.22666666666666666,0.34038267875125877,13.166666666666666,0.5556666666666668,0.274,0.206,4.066666666666666,16.5,10.5,5.833333333333333,0.6,1.5,7.533333333333334,20.2,0.3666666666666667,0.8333333333333334,1.2,0.059666666666666666,-1.3,-0.9666666666666667,-2.2333333333333334,-0.06666666666666667,0.33325546990578525
Jordan Hall,SF,187.0,21.0,0.0975609756097561,0.0,0.0892857142857142,0.1396396396396396,0.321,0.0612244897959183,0.1491228070175438,0.2,0.0666666666666666,0.0786516853932584,0.462,0.375,0.08,0.08130081300813,0.778,0.0588235294117647,0.1041666666666666,0.104,0.1121495327102803,0.0333333333333333,0.0,0.1951219512195122,0.1399999999999999,0.093655589123867,5.5,0.438,0.536,0.321,3.8,12.3,7.9,17.0,0.6,0.0,18.0,19.4,-0.1,0.0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1,0.0300997764207294
R.J. Hampton,SG,188.0,21.0,0.3699186991869919,0.024096385542168666,0.1964285714285714,0.22972972972972971,0.4306666666666667,0.183673469387755,0.21929824561403502,0.3526666666666667,0.12380952380952377,0.14606741573033702,0.504,0.517,0.12,0.1327913279132791,0.7516666666666666,0.0718954248366013,0.1597222222222222,0.152,0.10591900311526477,0.1888888888888888,0.0666666666666666,0.2195121951219512,0.21999999999999997,0.19536757301107752,10.866666666666667,0.5586666666666668,0.48866666666666664,0.321,2.6333333333333333,10.466666666666667,6.466666666666666,10.433333333333334,1.7333333333333334,1.1,13.433333333333332,17.8,0.06666666666666667,0.3666666666666667,0.4666666666666666,0.043000000000000003,-2.2666666666666666,-0.5666666666666667,-2.8333333333333335,-0.10000000000000002,0.17156650092879944
Jaden Hardy,SG,191.0,20.0,0.573170731707317,0.0602409638554216,0.2678571428571428,0.3108108108108108,0.438,0.2653061224489796,0.2894736842105262,0.404,0.1619047619047619,0.2078651685393258,0.469,0.533,0.1399999999999999,0.1300813008130081,0.823,0.0392156862745098,0.1666666666666666,0.152,0.1308411214953271,0.1333333333333333,0.0333333333333333,0.2439024390243902,0.26,0.2658610271903323,14.6,0.571,0.468,0.237,1.8,13.0,7.3,14.9,1.2,0.9,11.1,26.4,0.2,0.5,0.7,0.048,-0.4,-1.9,-2.3,0.0,0.2405312510428137
Ron Harper Jr.,PF,192.0,22.0,0.0975609756097561,0.0,0.0803571428571428,0.081081081081081,0.5,0.0612244897959183,0.087719298245614,0.333,0.0571428571428571,0.0449438202247191,0.714,0.594,0.01,0.008130081300813,1.0,0.0588235294117647,0.0416666666666666,0.064,0.0373831775700934,0.0,0.0333333333333333,0.0,0.06,0.066465256797583,15.7,0.608,0.563,0.063,6.6,10.2,8.3,11.9,0.0,2.0,0.0,14.6,0.1,0.0,0.2,0.158,2.4,-1.2,1.2,0.0,0.0171188307137851
Montrezl Harrell,C,193.0,29.0,0.6829268292682927,0.0843373493975903,0.1964285714285714,0.1666666666666666,0.598,0.0,0.0087719298245614,0.0,0.2095238095238095,0.2022471910112359,0.616,0.598,0.12,0.1463414634146341,0.693,0.2352941176470588,0.1666666666666666,0.2239999999999999,0.0560747663551401,0.0999999999999999,0.1333333333333333,0.1463414634146341,0.26,0.1691842900302114,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1,0.2305536089698668
Gary Harris,SG,194.0,28.0,0.573170731707317,0.5060240963855421,0.2589285714285714,0.2882882882882883,0.45,0.4081632653061224,0.3947368421052631,0.431,0.0857142857142857,0.1067415730337078,0.494,0.603,0.06,0.048780487804878,0.9,0.0784313725490196,0.1666666666666666,0.16,0.1121495327102803,0.3,0.0999999999999999,0.1463414634146341,0.38,0.2507552870090634,10.5,0.62,0.71,0.098,2.0,7.4,4.7,6.9,1.8,1.0,8.0,12.6,1.3,1.1,2.3,0.095,-1.4,0.7,-0.7,0.4,0.4026762772382955
Joe Harris,SF,195.0,31.0,0.8902439024390244,0.3975903614457831,0.2410714285714286,0.2657657657657657,0.457,0.3877551020408162,0.3947368421052631,0.426,0.0761904761904762,0.0786516853932584,0.551,0.618,0.02,0.032520325203252,0.643,0.0588235294117647,0.1979166666666666,0.176,0.1308411214953271,0.1666666666666666,0.0666666666666666,0.1463414634146341,0.38,0.2296072507552869,10.6,0.621,0.757,0.064,1.7,10.1,6.0,9.1,1.1,0.7,8.3,14.3,1.5,1.1,2.6,0.083,-0.6,-0.6,-1.1,0.3,0.5157673440784863
Kevon Harris,SG,196.0,25.0,0.4024390243902439,0.0,0.125,0.1396396396396396,0.439,0.1020408163265306,0.1140350877192982,0.372,0.0857142857142857,0.1067415730337078,0.484,0.514,0.09,0.097560975609756,0.756,0.1568627450980392,0.125,0.168,0.0467289719626168,0.1666666666666666,0.0333333333333333,0.1463414634146341,0.32,0.1238670694864048,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2,0.1563052691293756
Udonis Haslem,C,201.0,42.0,0.073170731707317,0.0120481927710843,0.125,0.1846846846846846,0.345,0.0816326530612244,0.1140350877192982,0.333,0.0952380952380952,0.1629213483146067,0.35,0.397,0.06,0.056910569105691,0.8,0.1176470588235294,0.1041666666666666,0.128,0.0,0.0333333333333333,0.0999999999999999,0.024390243902439,0.32,0.1178247734138972,6.2,0.433,0.31,0.172,6.4,12.0,9.1,0.0,0.7,2.9,3.1,20.1,-0.1,0.1,0.0,-0.009,-8.2,-3.9,-12.1,-0.2,0.0263957019387993
Sam Hauser,SF,202.0,25.0,0.9634146341463414,0.0963855421686747,0.2053571428571428,0.2252252252252252,0.455,0.3673469387755101,0.3684210526315789,0.418,0.0476190476190476,0.0449438202247191,0.656,0.631,0.02,0.016260162601626,0.706,0.0784313725490196,0.21875,0.208,0.0841121495327102,0.1333333333333333,0.0999999999999999,0.0975609756097561,0.24,0.1933534743202417,12.7,0.634,0.846,0.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,0.128,0.6,0.4,1.0,1.0,0.4351786965662228
Jaxson Hayes,C,203.0,22.0,0.5609756097560976,0.0240963855421686,0.1607142857142857,0.1486486486486486,0.551,0.0204081632653061,0.0526315789473684,0.103,0.1714285714285714,0.1516853932584269,0.654,0.561,0.12,0.1463414634146341,0.699,0.1568627450980392,0.2083333333333333,0.2239999999999999,0.0654205607476635,0.1333333333333333,0.1333333333333333,0.1707317073170731,0.2799999999999999,0.1510574018126888,13.7,0.605,0.186,0.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,0.6,0.9,1.5,0.118,-2.2,1.0,-1.2,0.1,0.2072279507458204
Juancho Hernangómez,PF,206.0,27.0,0.5,0.1204819277108433,0.0982142857142857,0.1216216216216216,0.421,0.0816326530612244,0.1403508771929824,0.254,0.0666666666666666,0.0617977528089887,0.66,0.496,0.02,0.032520325203252,0.563,0.1176470588235294,0.2395833333333333,0.2319999999999999,0.0560747663551401,0.1333333333333333,0.0333333333333333,0.0975609756097561,0.2,0.0876132930513595,7.6,0.504,0.588,0.14,4.6,19.1,11.3,5.2,1.3,0.9,11.0,9.4,0.1,0.6,0.7,0.053,-3.5,0.2,-3.3,-0.2,0.2090966730069743
Willy Hernangómez,C,207.0,28.0,0.4512195121951219,0.0240963855421686,0.2053571428571428,0.1981981981981982,0.527,0.0204081632653061,0.0263157894736842,0.273,0.219047619047619,0.2359550561797752,0.544,0.536,0.21,0.2195121951219512,0.779,0.2941176470588235,0.3333333333333333,0.376,0.0841121495327102,0.1333333333333333,0.0999999999999999,0.2439024390243902,0.3399999999999999,0.2084592145015106,20.7,0.61,0.065,0.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,0.8,0.8,1.6,0.171,-0.2,0.5,0.3,0.3,0.1562051590082424
Haywood Highsmith,PF,210.0,26.0,0.6463414634146342,0.1325301204819277,0.1517857142857143,0.1801801801801802,0.431,0.1428571428571428,0.175438596491228,0.339,0.0952380952380952,0.1123595505617977,0.523,0.516,0.02,0.040650406504065,0.464,0.2156862745098039,0.25,0.28,0.0747663551401869,0.2333333333333333,0.0999999999999999,0.1951219512195122,0.3,0.1329305135951661,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3.1,-0.3,0.3286615276804485
George Hill,PG,211.0,36.0,0.4146341463414634,0.0,0.1517857142857143,0.1711711711711711,0.447,0.1428571428571428,0.1842105263157894,0.311,0.0952380952380952,0.095505617977528,0.621,0.534,0.1,0.1056910569105691,0.739,0.0784313725490196,0.15625,0.152,0.2336448598130841,0.1666666666666666,0.0333333333333333,0.1951219512195122,0.24,0.1510574018126888,9.8,0.575,0.561,0.348,2.1,8.1,5.2,16.8,1.4,0.4,15.1,11.3,0.7,0.7,1.4,0.1,-2.8,1.2,-1.7,0.0,0.2286181466279574
George Hill,PG-SG,211.0,36.0,0.5487804878048781,0.0120481927710843,0.1517857142857143,0.1621621621621621,0.47,0.1428571428571428,0.1842105263157894,0.358,0.0952380952380952,0.0842696629213483,0.62,0.572,0.09,0.097560975609756,0.764,0.0588235294117647,0.15625,0.144,0.2242990654205607,0.1999999999999999,0.0333333333333333,0.1707317073170731,0.24,0.1510574018126888,10.6,0.61,0.572,0.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.107,-2.4,0.9,-1.5,0.1,0.283678713251243
George Hill,SG,211.0,36.0,0.1219512195121951,0.0120481927710843,0.1517857142857143,0.1396396396396396,0.559,0.2040816326530612,0.1666666666666666,0.524,0.0666666666666666,0.0674157303370786,0.615,0.721,0.0699999999999999,0.065040650406504,0.889,0.0392156862745098,0.15625,0.128,0.1775700934579439,0.1999999999999999,0.0999999999999999,0.1463414634146341,0.26,0.1570996978851963,14.1,0.751,0.618,0.265,1.3,10.7,6.0,16.7,2.0,1.6,15.6,11.4,0.4,0.1,0.5,0.136,-0.6,0.0,-0.6,0.1,0.0597657423165482
Aaron Holiday,PG,213.0,26.0,0.7560975609756098,0.072289156626506,0.1339285714285714,0.1576576576576576,0.418,0.1224489795918367,0.1228070175438596,0.409,0.0857142857142857,0.1179775280898876,0.424,0.5,0.04,0.040650406504065,0.844,0.0784313725490196,0.0833333333333333,0.096,0.1308411214953271,0.1999999999999999,0.0666666666666666,0.1463414634146341,0.26,0.1178247734138972,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,0.2857810257950412
Justin Holiday,SF,215.0,33.0,0.3780487804878049,0.0240963855421686,0.14732142857142855,0.1981981981981982,0.372,0.1938775510204081,0.2719298245614035,0.304,0.0666666666666666,0.0730337078651685,0.5365,0.479,0.02,0.024390243902439,0.625,0.029411764705882353,0.14062499999999994,0.12,0.0841121495327102,0.19999999999999996,0.14999999999999997,0.13414634146341461,0.31999999999999995,0.134441087613293,7.0,0.4865,0.705,0.07,1.0,9.85,5.35,7.5,1.85,2.5,10.2,14.149999999999999,-0.35,0.4,0.1,0.0085,-4.15,0.2,-4.0,-0.25,0.1716388026829512
Richaun Holmes,C,216.0,29.0,0.5,0.0120481927710843,0.1160714285714285,0.0945945945945946,0.618,0.0204081632653061,0.0175438596491228,0.625,0.1142857142857142,0.1067415730337078,0.617,0.646,0.04,0.040650406504065,0.789,0.1372549019607843,0.125,0.152,0.0186915887850467,0.0333333333333333,0.0999999999999999,0.073170731707317,0.24,0.093655589123867,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2.0,-0.9,-2.9,-0.1,0.1182300530583642
Talen Horton-Tucker,SG,218.0,22.0,0.7804878048780488,0.2409638554216867,0.3571428571428571,0.4234234234234234,0.419,0.183673469387755,0.2719298245614035,0.286,0.2952380952380952,0.3539325842696629,0.485,0.467,0.19,0.2113821138211382,0.75,0.1176470588235294,0.2708333333333333,0.256,0.3551401869158878,0.1999999999999999,0.1333333333333333,0.4634146341463415,0.3399999999999999,0.323262839879154,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.029,-1.1,-0.5,-1.6,0.2,0.4442219775085928
Danuel House Jr.,SF,219.0,29.0,0.6707317073170732,0.0602409638554216,0.1517857142857143,0.1576576576576576,0.472,0.1428571428571428,0.175438596491228,0.336,0.0952380952380952,0.0898876404494382,0.644,0.566,0.08,0.089430894308943,0.75,0.0392156862745098,0.15625,0.136,0.0747663551401869,0.0999999999999999,0.0666666666666666,0.1219512195121951,0.24,0.1450151057401812,9.4,0.6,0.558,0.305,1.3,12.2,6.9,7.5,0.9,1.0,10.4,13.8,0.6,0.7,1.3,0.075,-2.5,-0.5,-3.0,-0.2,0.2734341108552741
Caleb Houstan,SF,220.0,20.0,0.6097560975609756,0.0481927710843373,0.1160714285714285,0.1621621621621621,0.363,0.183673469387755,0.2368421052631579,0.338,0.0380952380952381,0.0505617977528089,0.435,0.489,0.03,0.032520325203252,0.833,0.1372549019607843,0.1354166666666666,0.152,0.0560747663551401,0.0666666666666666,0.0333333333333333,0.0975609756097561,0.24,0.1148036253776434,6.2,0.508,0.747,0.099,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11.0,0.1,0.5,0.7,0.039,-3.1,-0.9,-4.0,-0.4,0.2756031634798278
Trevor Hudgins,PG,221.0,23.0,0.048780487804878,0.0,0.0357142857142857,0.081081081081081,0.222,0.0816326530612244,0.1403508771929824,0.25,0.0,0.0112359550561797,0.0,0.333,0.06,0.048780487804878,1.0,0.0,0.0,0.0,0.0560747663551401,0.0,0.0,0.048780487804878,0.04,0.0543806646525679,4.2,0.436,0.889,0.333,0.0,0.0,0.0,13.9,0.0,0.0,8.8,16.8,0.0,0.0,0.0,-0.035,-3.8,-4.7,-8.4,0.0,0.0105449327593686
Jay Huff,C,223.0,24.0,0.073170731707317,0.0,0.1875,0.1621621621621621,0.6,0.183673469387755,0.1491228070175438,0.5,0.1238095238095238,0.1067415730337078,0.692,0.72,0.21,0.1869918699186991,0.938,0.1764705882352941,0.21875,0.24,0.1308411214953271,0.1333333333333333,0.1999999999999999,0.1707317073170731,0.42,0.2205438066465256,22.3,0.796,0.48,0.64,7.3,16.9,12.3,14.7,1.5,3.6,13.5,16.9,0.4,0.1,0.5,0.261,2.8,1.2,4.0,0.1,0.0355724630426802
Bones Hyland,PG,225.0,22.0,0.44308943089430897,0.0080321285140562,0.3601190476190476,0.45495495495495497,0.39966666666666667,0.42176870748299317,0.4853801169590643,0.3666666666666667,0.19365079365079363,0.25655430711610483,0.43966666666666665,0.5003333333333333,0.14333333333333328,0.1409214092140921,0.8196666666666667,0.0849673202614379,0.23263888888888892,0.21066666666666667,0.29595015576323985,0.24444444444444438,0.0777777777777777,0.34146341463414637,0.35999999999999993,0.3494461228600201,15.266666666666666,0.531,0.549,0.17133333333333334,2.6,12.833333333333334,7.833333333333333,24.333333333333332,1.8333333333333333,1.0999999999999999,11.166666666666666,27.666666666666668,0.19999999999999998,0.7333333333333334,0.9333333333333332,0.06899999999999999,0.26666666666666666,-1.0999999999999999,-0.8333333333333334,0.2333333333333333,0.24713851903760806
Serge Ibaka,C,226.0,33.0,0.1829268292682926,0.0,0.1428571428571428,0.1531531531531531,0.481,0.0816326530612244,0.0964912280701754,0.333,0.1238095238095238,0.1292134831460674,0.556,0.537,0.05,0.065040650406504,0.615,0.1764705882352941,0.1875,0.2239999999999999,0.02803738317757,0.0333333333333333,0.1333333333333333,0.1707317073170731,0.2799999999999999,0.1238670694864048,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,0.058,-4.6,0.0,-4.5,-0.1,0.0649380985750992
Andre Iguodala,PF,227.0,39.0,0.0853658536585365,0.0,0.0803571428571428,0.0855855855855855,0.467,0.0204081632653061,0.0964912280701754,0.111,0.0761904761904762,0.0449438202247191,1.0,0.5,0.03,0.032520325203252,0.667,0.0784313725490196,0.1875,0.168,0.2242990654205607,0.1666666666666666,0.1333333333333333,0.2682926829268293,0.2799999999999999,0.0634441087613293,7.3,0.521,0.6,0.2,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0.0,0.1,0.1,0.044,-4.3,1.7,-2.5,0.0,0.0417459205125638
Joe Ingles,SF,228.0,35.0,0.5487804878048781,0.0,0.2053571428571428,0.2432432432432432,0.435,0.3673469387755101,0.3859649122807018,0.409,0.0476190476190476,0.0561797752808988,0.556,0.603,0.04,0.040650406504065,0.857,0.0588235294117647,0.2604166666666667,0.2239999999999999,0.308411214953271,0.2333333333333333,0.0333333333333333,0.2926829268292683,0.32,0.2084592145015106,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.107,-1.6,0.8,-0.7,0.3,0.3552908199018921
Justin Jackson,SF,236.0,27.0,0.2682926829268293,0.0,0.0267857142857142,0.054054054054054,0.259,0.0408163265306122,0.0789473684210526,0.25,0.0095238095238095,0.0168539325842696,0.286,0.352,0.0,0.008130081300813,0.5,0.0196078431372549,0.0729166666666666,0.0559999999999999,0.0373831775700934,0.0666666666666666,0.0666666666666666,0.024390243902439,0.06,0.0271903323262839,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.5,1.8,3.2,6.7,12.2,-0.1,0.2,0.1,0.025,-4.2,1.6,-2.6,0.0,0.0366069342943905
Quenton Jackson,PG,237.0,24.0,0.0975609756097561,0.0,0.1875,0.2117117117117117,0.452,0.0204081632653061,0.1140350877192982,0.083,0.1904761904761904,0.1853932584269662,0.6,0.464,0.19,0.1951219512195121,0.773,0.0392156862745098,0.0729166666666666,0.072,0.1588785046728972,0.1333333333333333,0.0333333333333333,0.0975609756097561,0.22,0.1873111782477341,12.2,0.542,0.286,0.524,1.7,4.8,3.3,15.1,1.4,0.6,7.2,17.9,0.1,0.1,0.2,0.078,-3.7,-1.5,-5.1,-0.1,0.0493876597590683
Reggie Jackson,PG,238.0,32.0,0.540650406504065,0.32128514056224894,0.33035714285714285,0.40840840840840836,0.40399999999999997,0.27891156462585026,0.37134502923976603,0.32066666666666666,0.22222222222222218,0.2734082397003745,0.48100000000000004,0.47866666666666663,0.09333333333333334,0.08672086720867205,0.8889999999999999,0.06535947712418301,0.18055555555555555,0.16266666666666665,0.3115264797507788,0.22222222222222218,0.0333333333333333,0.3821138211382114,0.3266666666666666,0.29204431017119836,9.766666666666667,0.5043333333333333,0.4703333333333333,0.11499999999999999,1.5666666666666667,8.200000000000001,4.933333333333334,20.233333333333334,1.3999999999999997,0.3,14.066666666666668,20.8,-0.39999999999999997,0.7999999999999999,0.43333333333333335,0.015333333333333332,-3.1,-1.1333333333333335,-4.233333333333333,-0.5666666666666667,0.3757466546534522
Ty Jerome,SG,240.0,25.0,0.5365853658536586,0.0240963855421686,0.2321428571428571,0.2432432432432432,0.488,0.1632653061224489,0.175438596491228,0.389,0.1714285714285714,0.1910112359550561,0.546,0.56,0.08,0.073170731707317,0.927,0.0392156862745098,0.1666666666666666,0.136,0.2803738317757009,0.1666666666666666,0.0333333333333333,0.1707317073170731,0.2799999999999999,0.2084592145015106,12.8,0.594,0.372,0.169,1.0,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.1,0.3,-0.8,0.3,0.2776721059832482
Isaiah Joe,SG,241.0,23.0,0.8780487804878049,0.1204819277108433,0.2767857142857143,0.3153153153153153,0.441,0.4489795918367347,0.4736842105263158,0.409,0.0857142857142857,0.0898876404494382,0.553,0.599,0.11,0.1138211382113821,0.82,0.0784313725490196,0.2083333333333333,0.192,0.1121495327102803,0.2333333333333333,0.0333333333333333,0.1219512195121951,0.2799999999999999,0.2870090634441087,14.5,0.626,0.776,0.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1.0,0.4712183401741916
Alize Johnson,PF,242.0,26.0,0.0365853658536585,0.0,0.0714285714285714,0.0675675675675675,0.5,0.0,0.043859649122807,0.0,0.0761904761904762,0.0561797752808988,0.75,0.5,0.03,0.040650406504065,0.5,0.0980392156862745,0.2083333333333333,0.2,0.02803738317757,0.0999999999999999,0.0,0.2439024390243902,0.16,0.0543806646525679,4.3,0.509,0.333,0.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,-0.1,0.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,0.0118463643341008
Cameron Johnson,PF,243.0,26.0,0.1951219512195122,0.1927710843373494,0.4285714285714286,0.4594594594594594,0.474,0.5306122448979592,0.5087719298245613,0.455,0.2095238095238095,0.247191011235955,0.5,0.604,0.16,0.1544715447154471,0.818,0.1568627450980392,0.3125,0.304,0.1401869158878504,0.3,0.1333333333333333,0.1463414634146341,0.3399999999999999,0.4199395770392749,17.4,0.629,0.572,0.191,3.5,13.4,8.4,8.9,1.7,1.3,5.1,19.6,0.9,0.5,1.4,0.161,3.2,0.6,3.8,0.6,0.1508993225881803
