Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
Will Barton,SF,29.0,29.0,0.7808219178082192,0.7945205479452054,0.5229357798165137,0.5545851528384279,0.45,0.4318181818181817,0.4032258064516129,0.375,0.40625,0.4171122994652406,0.498,0.523,0.1764705882352941,0.1949152542372881,0.767,0.2826086956521739,0.4385964912280701,0.3987341772151898,0.3627450980392157,0.5238095238095238,0.1724137931034483,0.3125,0.42,0.4402332361516035,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5,0.7515923566878981,0.646,3.04
Keita Bates-Diop,PF,30.0,24.0,0.4931506849315068,0.0,0.2201834862385321,0.2445414847161572,0.422,0.1818181818181818,0.2016129032258064,0.33,0.15625,0.160427807486631,0.5,0.498,0.1176470588235294,0.1525423728813559,0.708,0.1304347826086956,0.2105263157894736,0.1898734177215189,0.0784313725490196,0.238095238095238,0.1724137931034483,0.0833333333333333,0.2,0.1982507288629737,12.5,0.535,0.456,0.316,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1.0,0.077,-0.8,-0.1,-0.9,0.2,0.2553561088592935,0.512,-0.22
Keita Bates-Diop,SF,30.0,24.0,0.0821917808219178,0.0,0.1743119266055045,0.1746724890829694,0.464,0.0909090909090909,0.1048387096774193,0.333,0.1458333333333333,0.1443850267379679,0.526,0.518,0.1078431372549019,0.1186440677966101,0.8,0.1304347826086956,0.1666666666666666,0.1518987341772151,0.0,0.1428571428571428,0.2068965517241379,0.0833333333333333,0.2,0.1545189504373177,12.1,0.571,0.321,0.357,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,0.1,0.1,0.2,0.084,-2.2,-2.8,-5.0,-0.1,0.0424628450106157,0.646,3.04
Nicolas Batum,SF,31.0,31.0,0.2876712328767123,0.0410958904109589,0.1192660550458715,0.1615720524017467,0.346,0.1363636363636363,0.1774193548387097,0.286,0.0625,0.0802139037433155,0.438,0.432,0.0392156862745098,0.0423728813559322,0.9,0.2391304347826087,0.2982456140350877,0.2848101265822784,0.2941176470588235,0.3809523809523809,0.1379310344827586,0.2083333333333333,0.38,0.1049562682215743,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.8,0.9,-1.9,0.0,0.2030496043234896,0.329,-5.89
Aron Baynes,C,32.0,33.0,0.5616438356164384,0.3835616438356164,0.4036697247706422,0.3973799126637554,0.48,0.3181818181818181,0.3225806451612903,0.351,0.3125,0.2727272727272727,0.582,0.558,0.1274509803921568,0.1525423728813559,0.747,0.3695652173913044,0.3508771929824561,0.3544303797468354,0.1568627450980392,0.0952380952380952,0.1724137931034483,0.25,0.6799999999999999,0.3352769679300292,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2,0.3683458791739046,0.549,2.08
Kent Bazemore,SF,33.0,30.0,0.4520547945205479,0.14383561643835616,0.2798165137614679,0.3471615720524017,0.38249999999999995,0.2727272727272727,0.2782258064516129,0.35550000000000004,0.19270833333333331,0.24064171122994654,0.40249999999999997,0.4595,0.17156862745098034,0.19915254237288132,0.7695000000000001,0.0978260869565217,0.3508771929824561,0.2816455696202531,0.13235294117647056,0.5238095238095237,0.18965517241379304,0.27083333333333337,0.58,0.2653061224489796,10.05,0.504,0.438,0.291,1.9500000000000002,18.200000000000003,10.0,7.55,2.15,1.95,12.9,18.15,-0.45,0.75,0.30000000000000004,0.0285,-3.3,0.35,-3.0,-0.2,0.33447210963134527,0.4935,-0.8300000000000001
Darius Bazley,PF,34.0,19.0,0.821917808219178,0.1232876712328767,0.18348623853211,0.2270742358078603,0.394,0.1818181818181818,0.1854838709677419,0.348,0.125,0.1550802139037433,0.432,0.472,0.0686274509803921,0.0847457627118644,0.694,0.108695652173913,0.3070175438596491,0.2531645569620253,0.0686274509803921,0.1904761904761904,0.2413793103448275,0.1458333333333333,0.18,0.163265306122449,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,0.4425786527697355,0.488,0.96
Malik Beasley,SG,36.0,23.0,0.547945205479452,0.0,0.2660550458715596,0.3187772925764192,0.389,0.3181818181818181,0.314516129032258,0.36,0.1458333333333333,0.1818181818181818,0.421,0.485,0.0784313725490196,0.0762711864406779,0.868,0.0434782608695652,0.1491228070175438,0.120253164556962,0.1176470588235294,0.3809523809523809,0.0344827586206896,0.1875,0.24,0.2303206997084548,10.5,0.511,0.535,0.126,1.4,10.2,5.8,9.1,2.1,0.7,10.2,20.6,-0.2,0.6,0.5,0.03,-2.2,-0.7,-2.9,-0.2,0.2942289133371936,0.646,3.04
Jordan Bell,C,38.0,25.0,0.18493150684931506,0.0,0.12385321100917425,0.1244541484716157,0.481,0.12499999999999996,0.07258064516129026,0.4445,0.0833333333333333,0.10427807486631015,0.419,0.5605,0.07843137254901959,0.0889830508474576,0.7929999999999999,0.2173913043478261,0.10526315789473681,0.13924050632911386,0.07352941176470584,0.1428571428571428,0.0689655172413793,0.22916666666666663,0.16,0.11807580174927115,13.35,0.6025,0.2895,0.38449999999999995,11.149999999999999,14.100000000000001,12.5,10.75,1.3,1.75,23.700000000000003,18.75,0.1,0.1,0.2,0.0595,-1.2,-0.9500000000000001,-2.1,0.0,0.052345107122177145,0.567,1.69
DeAndre' Bembry,SG,39.0,25.0,0.5753424657534246,0.0547945205479452,0.2201834862385321,0.2314410480349345,0.456,0.0681818181818181,0.1209677419354838,0.231,0.21875,0.2032085561497326,0.546,0.489,0.0588235294117647,0.0932203389830508,0.542,0.1739130434782609,0.2368421052631579,0.2215189873417721,0.1862745098039215,0.6190476190476191,0.1379310344827586,0.2916666666666667,0.4,0.1690962099125364,9.6,0.5,0.285,0.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1,0.3606639644856205,0.5,0.32
Dragan Bender,C,40.0,22.0,0.0821917808219178,0.0,0.128440366972477,0.131004366812227,0.476,0.1363636363636363,0.1048387096774193,0.444,0.09375,0.0909090909090909,0.5,0.571,0.0294117647058823,0.0338983050847457,0.667,0.0,0.2543859649122806,0.1835443037974683,0.1274509803921568,0.0,0.2413793103448275,0.1458333333333333,0.4599999999999999,0.1078717201166181,8.4,0.582,0.429,0.143,0.0,20.5,10.9,12.5,0.0,4.8,18.3,12.4,0.0,0.2,0.2,0.105,-4.4,3.2,-1.2,0.0,0.0393746381007527,0.707,3.61
Dragan Bender,PF,40.0,22.0,0.1095890410958904,0.0410958904109589,0.3119266055045871,0.3449781659388646,0.437,0.2727272727272727,0.3064516129032257,0.324,0.2291666666666666,0.2192513368983957,0.541,0.514,0.088235294117647,0.1016949152542372,0.727,0.391304347826087,0.3596491228070175,0.3734177215189873,0.2058823529411765,0.1904761904761904,0.1379310344827586,0.375,0.58,0.2623906705539359,12.1,0.534,0.479,0.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,0.0,0.1,0.1,0.027,-2.5,-1.2,-3.7,-0.1,0.0828797529434472,0.537,1.66
Patrick Beverley,PG,42.0,31.0,0.684931506849315,0.684931506849315,0.2660550458715596,0.2925764192139738,0.431,0.3636363636363636,0.3225806451612903,0.388,0.1354166666666666,0.1390374331550802,0.496,0.548,0.0588235294117647,0.0762711864406779,0.66,0.2391304347826087,0.3596491228070175,0.3291139240506329,0.3529411764705882,0.5238095238095238,0.1724137931034483,0.2708333333333333,0.62,0.2303206997084548,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4,0.5274271376182204,0.537,0.31
Khem Birch,C,43.0,27.0,0.6438356164383562,0.3287671232876712,0.1376146788990825,0.131004366812227,0.51,0.0,0.0,0.0,0.15625,0.160427807486631,0.514,0.51,0.1372549019607843,0.1779661016949152,0.653,0.4130434782608695,0.2368421052631579,0.291139240506329,0.0980392156862745,0.1904761904761904,0.1724137931034483,0.125,0.38,0.1282798833819242,11.7,0.566,0.007,0.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,0.112,-2.5,0.2,-2.4,-0.1,0.3625554912179116,0.415,-2.39
Goga Bitadze,C,44.0,20.0,0.726027397260274,0.0273972602739726,0.1192660550458715,0.1222707423580786,0.467,0.0227272727272727,0.064516129032258,0.19,0.1145833333333333,0.106951871657754,0.574,0.493,0.0392156862745098,0.0508474576271186,0.727,0.108695652173913,0.131578947368421,0.1265822784810126,0.0392156862745098,0.0952380952380952,0.2413793103448275,0.1041666666666666,0.24,0.0932944606413994,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0.0,0.184404555105192,0.427,-2.91
Bismack Biyombo,C,45.0,27.0,0.7123287671232876,0.3972602739726027,0.2568807339449541,0.2270742358078603,0.543,0.0,0.0,0.0,0.2916666666666667,0.2780748663101604,0.543,0.543,0.1666666666666666,0.2372881355932203,0.603,0.5,0.3070175438596491,0.3670886075949366,0.088235294117647,0.0952380952380952,0.3103448275862069,0.1875,0.44,0.2157434402332362,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,0.4039374638100753,0.329,-5.89
Nemanja Bjelica,PF,46.0,31.0,0.9726027397260274,0.9178082191780822,0.4036697247706422,0.3973799126637554,0.481,0.4318181818181817,0.3548387096774194,0.419,0.2604166666666667,0.2459893048128342,0.541,0.583,0.0980392156862745,0.1016949152542372,0.821,0.3260869565217391,0.4210526315789473,0.4050632911392405,0.2745098039215686,0.4285714285714285,0.2068965517241379,0.2916666666666667,0.6,0.3352769679300292,15.7,0.602,0.49,0.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,3.4,1.9,5.3,0.127,1.2,0.5,1.8,1.9,0.7862960818374831,0.585,2.3
Bogdan Bogdanović,SG,48.0,27.0,0.821917808219178,0.3835616438356164,0.5045871559633027,0.5502183406113538,0.44,0.6136363636363636,0.5806451612903226,0.372,0.2916666666666667,0.2834224598930481,0.532,0.547,0.1372549019607843,0.1610169491525423,0.741,0.0869565217391304,0.2631578947368421,0.2151898734177215,0.3333333333333333,0.4761904761904761,0.0689655172413793,0.3541666666666667,0.44,0.4402332361516035,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,0.692144373673036,0.585,2.3
Bol Bol,PF,50.0,20.0,0.0821917808219178,0.0,0.18348623853211,0.1746724890829694,0.5,0.1363636363636363,0.1048387096774193,0.444,0.1458333333333333,0.1443850267379679,0.526,0.571,0.1078431372549019,0.1186440677966101,0.8,0.1521739130434782,0.175438596491228,0.170886075949367,0.088235294117647,0.1428571428571428,0.3103448275862069,0.2916666666666667,0.32,0.1661807580174927,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,0.0375989191275815,0.646,3.04
Jonah Bolden,C,51.0,24.0,0.0273972602739726,0.0,0.0642201834862385,0.1179039301310043,0.25,0.0,0.0806451612903225,0.0,0.0729166666666666,0.0909090909090909,0.4,0.25,0.0686274509803921,0.059322033898305,1.0,0.2173913043478261,0.1491228070175438,0.170886075949367,0.0,0.3333333333333333,0.2413793103448275,0.0,0.4,0.0583090379008746,7.9,0.338,0.375,0.25,10.0,17.0,13.5,0.0,2.9,5.3,0.0,11.4,0.0,0.1,0.0,0.054,-6.6,-0.3,-6.9,0.0,0.0162130862767805,0.549,2.08
Isaac Bonga,SF,54.0,20.0,0.8904109589041096,0.6712328767123288,0.1651376146788991,0.1528384279475982,0.504,0.0909090909090909,0.0887096774193548,0.352,0.1458333333333333,0.1336898395721925,0.571,0.558,0.0980392156862745,0.1101694915254237,0.812,0.2391304347826087,0.2017543859649122,0.2151898734177215,0.1176470588235294,0.3333333333333333,0.1034482758620689,0.1875,0.48,0.1457725947521866,10.2,0.608,0.303,0.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3,0.4890561667631731,0.427,-1.06
Chris Boucher,C,56.0,27.0,0.8356164383561644,0.0,0.2110091743119266,0.2096069868995633,0.472,0.1363636363636363,0.1532258064516128,0.322,0.1770833333333333,0.1550802139037433,0.569,0.535,0.1470588235294117,0.1610169491525423,0.784,0.3695652173913044,0.2368421052631579,0.2848101265822784,0.0392156862745098,0.1904761904761904,0.3448275862068966,0.1041666666666666,0.36,0.1924198250728863,20.7,0.587,0.395,0.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,2.1,1.8,3.8,0.224,1.0,1.0,2.0,0.8,0.3204786720710287,0.5,1.59
Ky Bowman,PG,58.0,22.0,0.6027397260273972,0.1643835616438356,0.2752293577981651,0.3100436681222707,0.417,0.159090909090909,0.1935483870967742,0.308,0.2291666666666666,0.2566844919786096,0.472,0.469,0.0784313725490196,0.0762711864406779,0.829,0.108695652173913,0.1929824561403509,0.170886075949367,0.284313725490196,0.4761904761904761,0.0689655172413793,0.3333333333333333,0.4599999999999999,0.2157434402332362,9.1,0.494,0.333,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,0.3997683844817602,0.537,1.66
Avery Bradley,SG,59.0,29.0,0.6575342465753424,0.6027397260273972,0.3211009174311926,0.3406113537117904,0.444,0.2954545454545454,0.282258064516129,0.364,0.2291666666666666,0.2299465240641711,0.51,0.526,0.0392156862745098,0.0423728813559322,0.833,0.0869565217391304,0.175438596491228,0.1455696202531645,0.1274509803921568,0.4285714285714285,0.0344827586206896,0.2083333333333333,0.44,0.2507288629737609,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,0.4663964485620537,0.524,0.43
Tony Bradley,C,60.0,22.0,0.7808219178082192,0.0410958904109589,0.2018348623853211,0.1441048034934497,0.667,0.0227272727272727,0.0080645161290322,1.0,0.21875,0.1711229946524064,0.661,0.675,0.0490196078431372,0.0677966101694915,0.652,0.4130434782608695,0.2368421052631579,0.291139240506329,0.0392156862745098,0.0952380952380952,0.2068965517241379,0.1041666666666666,0.4,0.1428571428571428,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,0.2595637907739818,0.451,-1.03
Jarrell Brantley,PF,61.0,23.0,0.1095890410958904,0.0,0.1009174311926605,0.1353711790393013,0.357,0.0681818181818181,0.1129032258064516,0.231,0.0833333333333333,0.0909090909090909,0.467,0.411,0.0098039215686274,0.0169491525423728,0.5,0.0434782608695652,0.175438596491228,0.1392405063291139,0.1176470588235294,0.1428571428571428,0.2068965517241379,0.1666666666666666,0.16,0.0787172011661807,8.0,0.416,0.464,0.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,0.0,-0.006,-5.3,0.7,-4.6,-0.1,0.0404169079328315,0.451,-1.03
Ignas Brazdeikis,SF,62.0,21.0,0.1095890410958904,0.0,0.0642201834862385,0.1048034934497816,0.273,0.0227272727272727,0.0806451612903225,0.111,0.0625,0.0748663101604278,0.385,0.295,0.0392156862745098,0.0508474576271186,0.8,0.0434782608695652,0.0263157894736842,0.0379746835443037,0.0392156862745098,0.0,0.0344827586206896,0.0416666666666666,0.06,0.0553935860058309,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,0.0219648716464003,0.573,2.99
Corey Brewer,PF,63.0,33.0,0.0547945205479452,0.0,0.036697247706422,0.0349344978165938,0.5,0.0,0.0161290322580645,0.0,0.0416666666666666,0.0320855614973262,0.667,0.5,0.0196078431372549,0.0508474576271186,0.333,0.0869565217391304,0.1052631578947368,0.1012658227848101,0.0392156862745098,0.3809523809523809,0.0,0.0833333333333333,0.2799999999999999,0.0291545189504373,8.7,0.47,0.25,0.75,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,0.0,0.1,0.0,0.064,-6.0,2.8,-3.2,0.0,0.0145145724763559,0.585,2.3
Mikal Bridges,SF,64.0,23.0,0.9863013698630136,0.4383561643835616,0.3119266055045871,0.2882096069868995,0.51,0.2272727272727272,0.2177419354838709,0.361,0.25,0.213903743315508,0.61,0.583,0.1372549019607843,0.1440677966101694,0.844,0.1956521739130435,0.2719298245614035,0.2531645569620253,0.1764705882352941,0.6666666666666666,0.2068965517241379,0.2083333333333333,0.44,0.2653061224489796,12.9,0.62,0.401,0.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,2.5,2.3,4.8,0.113,-0.6,1.5,0.8,1.5,0.7983014861995754,0.549,2.08
Miles Bridges,SF,65.0,21.0,0.8767123287671232,0.8767123287671232,0.4495412844036697,0.5065502183406114,0.424,0.3409090909090909,0.3709677419354838,0.33,0.3541666666666667,0.374331550802139,0.486,0.489,0.1568627450980392,0.1694915254237288,0.809,0.3043478260869565,0.3684210526315789,0.3544303797468354,0.1764705882352941,0.2857142857142857,0.2413793103448275,0.3125,0.4,0.3790087463556851,12.1,0.52,0.398,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.039,-1.5,-1.0,-2.5,-0.3,0.7812005404362092,0.329,-5.89
Oshae Brissett,SF,66.0,21.0,0.2465753424657534,0.0,0.0642201834862385,0.0829694323144104,0.361,0.0454545454545454,0.064516129032258,0.2,0.0520833333333333,0.0588235294117647,0.476,0.403,0.0392156862745098,0.0423728813559322,0.8,0.108695652173913,0.0789473684210526,0.0886075949367088,0.0392156862745098,0.0952380952380952,0.0344827586206896,0.0833333333333333,0.18,0.0553935860058309,6.7,0.458,0.417,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.043,-5.8,0.4,-5.3,-0.1,0.0540822235089751,0.5,1.59
