Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
Ömer Aşık,C,21.0,30.0,0.3703703703703703,0.2317073170731707,0.0970873786407767,0.0875,0.477,0.0,0.0,0.0,0.1030927835051546,0.109375,0.477,0.477,0.0760869565217391,0.1192660550458715,0.59,0.3488372093023256,0.3592233009708738,0.375886524822695,0.0446428571428571,0.1,0.0499999999999999,0.087719298245614,0.3636363636363636,0.0854430379746835,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1.0,0.1,-3.6,-0.1,-3.7,-0.2,0.160709652309289,0.512,1.63
D.J. Augustin,PG,22.0,29.0,0.9506172839506172,0.2439024390243902,0.2427184466019417,0.2749999999999999,0.377,0.2926829268292683,0.35,0.347,0.134020618556701,0.1614583333333333,0.412,0.469,0.1847826086956522,0.1926605504587156,0.814,0.0465116279069767,0.1262135922330097,0.1063829787234042,0.2410714285714286,0.2,0.0,0.2105263157894736,0.2954545454545454,0.25,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3.0,-0.4,0.5045731707317074,0.415,-2.39
Luke Babbitt,SF,23.0,27.0,0.8271604938271605,0.6707317073170732,0.1650485436893203,0.1708333333333333,0.402,0.3170731707317074,0.31,0.414,0.0412371134020618,0.0520833333333333,0.366,0.557,0.0217391304347826,0.018348623853211,0.733,0.0465116279069767,0.1844660194174757,0.1489361702127659,0.0446428571428571,0.15,0.0333333333333333,0.0701754385964912,0.3863636363636363,0.1518987341772151,8.3,0.563,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,0.8,1.0,1.8,0.081,-2.0,-0.1,-2.0,0.0,0.3498637778930981,0.537,-0.13
Ron Baker,SG,24.0,23.0,0.6296296296296297,0.1585365853658536,0.1553398058252427,0.175,0.378,0.0975609756097561,0.1699999999999999,0.267,0.1134020618556701,0.1302083333333333,0.45,0.431,0.0543478260869565,0.073394495412844,0.651,0.0465116279069767,0.1650485436893203,0.1347517730496454,0.1875,0.35,0.0333333333333333,0.1929824561403509,0.3181818181818181,0.1297468354430379,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6,0.2826608718214842,0.573,2.99
Wade Baldwin,PG,25.0,20.0,0.3950617283950617,0.0121951219512195,0.1067961165048543,0.1458333333333333,0.313,0.024390243902439,0.0699999999999999,0.136,0.1030927835051546,0.1458333333333333,0.355,0.326,0.0978260869565217,0.1009174311926605,0.838,0.0697674418604651,0.1067961165048543,0.0992907801418439,0.1607142857142857,0.25,0.0333333333333333,0.2105263157894736,0.2727272727272727,0.1012658227848101,6.5,0.404,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.041,-5.8,0.3,-5.5,-0.3,0.1346977166580176,0.622,3.6
Leandro Barbosa,SG,26.0,34.0,0.8148148148148148,0.0,0.2524271844660194,0.2458333333333333,0.439,0.1219512195121951,0.15,0.357,0.2061855670103093,0.2291666666666666,0.466,0.483,0.0652173913043478,0.0642201834862385,0.889,0.0465116279069767,0.1262135922330097,0.1134751773049645,0.1071428571428571,0.25,0.0166666666666666,0.1228070175438596,0.2727272727272727,0.1993670886075949,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,0.3,0.4,0.6,0.031,-1.7,-0.9,-2.5,-0.1,0.3163596263622211,0.549,2.08
Matt Barnes,SF,29.0,36.0,0.4444444444444444,0.10975609756097555,0.2233009708737864,0.24166666666666664,0.403,0.2682926829268293,0.325,0.3365,0.12371134020618556,0.13281249999999994,0.48950000000000005,0.498,0.10326086956521735,0.110091743119266,0.8140000000000001,0.20930232558139533,0.39805825242718446,0.3546099290780142,0.2276785714285714,0.32499999999999996,0.0666666666666666,0.23684210526315785,0.5681818181818181,0.2104430379746835,10.45,0.5349999999999999,0.5645,0.214,4.5,19.5,12.3,15.0,1.35,1.4,18.05,14.75,0.09999999999999999,0.8,1.0,0.07450000000000001,-1.8,0.6,-1.15,0.1,0.2949532952776336,0.5609999999999999,1.98
Will Barton,SG,30.0,26.0,0.7283950617283951,0.2317073170731707,0.4757281553398058,0.4624999999999999,0.443,0.3658536585365854,0.39,0.37,0.3608247422680413,0.375,0.483,0.508,0.2608695652173913,0.2935779816513761,0.753,0.2325581395348837,0.3300970873786407,0.3049645390070922,0.3035714285714286,0.4,0.0833333333333333,0.2807017543859649,0.409090909090909,0.4335443037974683,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,2.5,0.8,3.3,0.093,1.2,-1.0,0.2,1.0,0.5615594187856773,0.646,3.04
Brandon Bass,PF,31.0,31.0,0.6296296296296297,0.0,0.203883495145631,0.15,0.575,0.0,0.01,0.333,0.2061855670103093,0.1822916666666666,0.579,0.578,0.1630434782608695,0.1559633027522935,0.875,0.186046511627907,0.1650485436893203,0.1773049645390071,0.0357142857142857,0.15,0.0333333333333333,0.1052631578947368,0.2045454545454545,0.1772151898734177,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,1.2,-0.8,0.4,0.4,0.1900947067981318,0.537,0.31
Kent Bazemore,SF,35.0,27.0,0.8888888888888888,0.7804878048780488,0.3883495145631068,0.4125,0.409,0.3170731707317074,0.36,0.346,0.288659793814433,0.3229166666666667,0.446,0.473,0.1739130434782609,0.2110091743119266,0.708,0.1395348837209302,0.2427184466019417,0.2269503546099291,0.2142857142857143,0.6,0.1166666666666666,0.2982456140350877,0.5227272727272726,0.3481012658227848,11.6,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1.0,0.5,0.6447522055007785,0.5,0.32
Malik Beasley,SG,37.0,20.0,0.2592592592592592,0.0121951219512195,0.145631067961165,0.1374999999999999,0.452,0.0975609756097561,0.13,0.321,0.1134020618556701,0.1041666666666666,0.533,0.514,0.0434782608695652,0.0458715596330275,0.8,0.0465116279069767,0.0485436893203883,0.0567375886524822,0.0446428571428571,0.15,0.0,0.0701754385964912,0.1136363636363636,0.120253164556962,13.7,0.536,0.384,0.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,0.1,0.1,0.2,0.057,-0.4,-0.2,-0.6,0.1,0.0552996886351842,0.646,3.04
Michael Beasley,PF,38.0,28.0,0.6790123456790124,0.073170731707317,0.378640776699029,0.3041666666666666,0.532,0.073170731707317,0.08,0.419,0.3608247422680413,0.3385416666666667,0.545,0.554,0.1521739130434782,0.1743119266055045,0.743,0.1627906976744186,0.2621359223300971,0.2411347517730496,0.0803571428571428,0.25,0.0833333333333333,0.2105263157894736,0.3636363636363636,0.2974683544303797,17.8,0.584,0.106,0.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,0.8,1.0,1.8,0.092,0.0,-0.8,-0.8,0.3,0.3080241307732226,0.707,3.61
