Rk,Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
14,Thanasis Antetokounmpo,SF,28,MIL,0.7887323943661971,0.041666666666666664,0.10714285714285715,0.10434782608695652,.489,0.01886792452830189,0.03937007874015748,.241,0.10784313725490198,0.11309523809523808,.556,.515,0.04347826086956522,0.08411214953271029,0.51,0.19148936170212766,0.1188118811881188,0.15384615384615385,0.06837606837606838,0.19047619047619047,0.05882352941176471,0.16,0.325,0.090625,10.3,.523,.212,.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,0.0,0.6,0.7,.057,-3.7,0.2,-3.5,-0.2,0.2055510264581635
15,Carmelo Anthony,PF,36,POR,0.9577464788732394,0.041666666666666664,0.4196428571428572,0.491304347826087,.421,0.3584905660377358,0.3700787401574803,.409,0.27450980392156865,0.3928571428571428,.429,.506,0.2173913043478261,0.20560747663551404,0.89,0.10638297872340426,0.25742574257425743,0.21678321678321677,0.12820512820512822,0.3333333333333333,0.17647058823529413,0.18,0.525,0.41875,14.6,.547,.418,.198,2.0,11.8,6.8,9.2,1.3,2.0,6.7,23.1,1.7,0.8,2.6,.073,0.2,-1.3,-1.1,0.4,0.6331060549914771
18,Ryan Arcidiacono,PG,26,CHI,0.6056338028169014,0.0,0.09821428571428573,0.11739130434782609,.419,0.11320754716981132,0.11811023622047245,.373,0.04901960784313726,0.06547619047619048,.480,.526,0.03260869565217391,0.04672897196261683,0.65,0.02127659574468085,0.1386138613861386,0.1048951048951049,0.11111111111111112,0.09523809523809523,0.0,0.04,0.275,0.096875,9.8,.541,.573,.171,1.2,15.1,8.3,16.3,1.0,0.0,7.4,13.1,0.5,0.4,0.9,.093,-2.6,0.3,-2.3,0.0,0.168309493811606
19,Trevor Ariza,SF,35,MIA,0.4084507042253521,0.375,0.29464285714285715,0.34782608695652173,.411,0.32075471698113206,0.3779527559055118,.350,0.15686274509803924,0.1964285714285714,.500,.515,0.11956521739130437,0.14018691588785048,0.773,0.19148936170212766,0.38613861386138615,0.3356643356643356,0.15384615384615385,0.47619047619047616,0.17647058823529413,0.13999999999999999,0.45,0.29375,11.9,.542,.593,.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,0.5,1.0,1.6,.091,-1.2,0.1,-1.1,0.2,0.31979544949232935
20,D.J. Augustin,PG,33,TOT,0.7887323943661971,0.16666666666666666,0.2142857142857143,0.2608695652173913,.394,0.2830188679245283,0.2992125984251969,.382,0.08823529411764706,0.13095238095238096,.413,.515,0.16304347826086957,0.14953271028037385,0.904,0.0851063829787234,0.12871287128712872,0.11188811188811189,0.28205128205128205,0.23809523809523808,0.0,0.22000000000000003,0.25,0.240625,12.1,.570,.633,.274,1.9,7.0,4.4,22.2,1.2,0.1,14.5,16.8,1.5,0.5,2.1,.088,-0.6,-1.5,-2.1,0.0,0.4234788408804565
20,D.J. Augustin,PG,33,MIL,0.5070422535211268,0.08333333333333333,0.16964285714285715,0.22608695652173913,.370,0.24528301886792456,0.2755905511811024,.380,0.058823529411764705,0.10119047619047618,.349,.497,0.10869565217391305,0.10280373831775702,0.9,0.06382978723404255,0.10891089108910892,0.09790209790209789,0.25641025641025644,0.23809523809523808,0.0,0.18,0.225,0.190625,10.2,.542,.672,.208,1.7,5.5,3.7,18.6,1.3,0.1,14.0,14.3,0.8,0.4,1.2,.080,-1.3,-0.9,-2.2,0.0,0.26913955384273325
20,D.J. Augustin,PG,33,HOU,0.2676056338028169,0.08333333333333333,0.28571428571428575,0.33043478260869563,.424,0.32075471698113206,0.3464566929133859,.386,0.14705882352941177,0.19047619047619047,.476,.536,0.27173913043478265,0.25233644859813087,0.907,0.10638297872340426,0.17821782178217824,0.15384615384615385,0.33333333333333337,0.19047619047619047,0.0,0.32,0.3,0.33125,15.5,.604,.583,.358,2.2,9.4,5.6,28.3,0.9,0.0,15.1,21.0,0.8,0.1,0.9,.103,0.6,-2.6,-2.0,0.0,0.15963833098643743
21,Deni Avdija,SF,20,WAS,0.7464788732394366,0.4444444444444444,0.2142857142857143,0.25217391304347825,.417,0.18867924528301888,0.2440944881889764,.315,0.13725490196078433,0.16071428571428573,.535,.502,0.05434782608695653,0.07476635514018692,0.644,0.0851063829787234,0.4356435643564357,0.34265734265734266,0.10256410256410256,0.2857142857142857,0.08823529411764706,0.12,0.65,0.196875,7.6,.515,.538,.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,0.0,1.2,1.2,.046,-3.6,0.4,-3.1,-0.4,0.47220781145779295
23,Udoka Azubuike,C,21,UTA,0.19718309859154928,0.0,0.026785714285714288,0.02608695652173913,.444,0.0,0.0,0,0.029411764705882353,0.03571428571428571,.444,.444,0.05434782608695653,0.06542056074766354,0.8,0.06382978723404255,0.0594059405940594,0.06293706293706293,0.0,0.047619047619047616,0.08823529411764706,0.04,0.15,0.034375,10.3,.597,.000,1.111,7.8,16.0,12.1,0.0,0.9,5.7,18.3,12.4,0.0,0.1,0.1,.119,-5.5,1.7,-3.8,0.0,0.020306825761505966
24,Dwayne Bacon,SG,25,ORL,1.0,0.6944444444444444,0.36607142857142855,0.43913043478260866,.402,0.15094339622641512,0.2283464566929134,.285,0.3137254901960785,0.42857142857142855,.449,.443,0.2173913043478261,0.22429906542056074,0.824,0.0851063829787234,0.26732673267326734,0.21678321678321677,0.11111111111111112,0.2857142857142857,0.029411764705882356,0.12,0.35,0.340625,9.9,.490,.285,.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,-0.3,0.9,0.5,.013,-3.7,-1.4,-5.1,-1.5,0.6939524197732158
29,Desmond Bane,SG,22,MEM,0.9436619718309859,0.2361111111111111,0.3035714285714286,0.3173913043478261,.469,0.32075471698113206,0.31496062992125984,.432,0.16666666666666669,0.20238095238095236,.513,.586,0.06521739130434782,0.06542056074766354,0.816,0.10638297872340426,0.25742574257425743,0.21678321678321677,0.1452991452991453,0.2857142857142857,0.05882352941176471,0.18,0.45,0.2875,12.2,.600,.543,.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,.093,-0.6,-0.2,-0.8,0.5,0.5689246275846735
32,Will Barton,SF,30,DEN,0.7746478873239436,0.7222222222222222,0.4107142857142857,0.4739130434782609,.426,0.339622641509434,0.3622047244094488,.381,0.28431372549019607,0.375,.459,.507,0.1847826086956522,0.20560747663551404,0.785,0.14893617021276595,0.32673267326732675,0.2797202797202797,0.27350427350427353,0.42857142857142855,0.11764705882352942,0.33999999999999997,0.425,0.396875,11.8,.538,.423,.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,0.7,1.5,2.2,.061,-1.0,-0.8,-1.9,0.1,0.652560586971022
33,Keita Bates-Diop,SF,25,SAS,0.4084507042253521,0.0,0.08928571428571429,0.09565217391304348,.448,0.03773584905660378,0.047244094488188976,.294,0.07843137254901962,0.10119047619047618,.500,.485,0.05434782608695653,0.06542056074766354,0.667,0.06382978723404255,0.12871287128712872,0.11188811188811189,0.03418803418803419,0.19047619047619047,0.05882352941176471,0.04,0.1,0.08125,12.0,.518,.254,.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,0.1,0.3,0.3,.068,-2.3,0.4,-1.9,0.0,0.0916030534351145
34,Nicolas Batum,SF,32,LAC,0.9295774647887324,0.5277777777777778,0.25892857142857145,0.2652173913043478,.464,0.30188679245283023,0.3228346456692913,.404,0.11764705882352941,0.125,.579,.597,0.07608695652173914,0.08411214953271029,0.828,0.14893617021276595,0.39603960396039606,0.32867132867132864,0.18803418803418806,0.47619047619047616,0.17647058823529413,0.16,0.375,0.253125,12.9,.617,.660,.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,2.7,2.3,5.0,.132,0.6,1.5,2.1,1.9,0.6879122507967095
35,Aron Baynes,C,34,TOR,0.7323943661971831,0.4305555555555556,0.22321428571428573,0.24782608695652175,.441,0.09433962264150944,0.14960629921259844,.262,0.19607843137254904,0.22619047619047616,.532,.485,0.05434782608695653,0.07476635514018692,0.707,0.3404255319148936,0.34653465346534656,0.36363636363636365,0.07692307692307693,0.14285714285714285,0.11764705882352942,0.18,0.55,0.190625,10.5,.503,.339,.135,9.4,21.7,15.3,7.0,0.8,2.3,12.5,16.2,0.1,0.9,1.0,.049,-3.4,-1.1,-4.5,-0.6,0.36778329504187357
36,Kent Bazemore,SF,31,GSW,0.9295774647887324,0.25,0.23214285714285718,0.2565217391304348,.449,0.2075471698113208,0.21259842519685043,.408,0.14705882352941177,0.18452380952380953,.486,.545,0.08695652173913045,0.11214953271028037,0.692,0.0851063829787234,0.297029702970297,0.23776223776223773,0.13675213675213677,0.47619047619047616,0.14705882352941177,0.24,0.6,0.225,10.6,.564,.469,.199,2.1,16.0,9.1,11.1,2.4,2.2,16.1,16.3,-0.2,2.1,1.8,.065,-2.9,1.7,-1.2,0.2,0.49911064996664944
40,Jordan Bell,C,26,TOT,0.07042253521126761,0.013888888888888888,0.10714285714285715,0.16086956521739132,.318,0.0,0.023622047244094488,.000,0.11764705882352941,0.1964285714285714,.350,.318,0.02173913043478261,0.028037383177570093,0.5,0.2553191489361702,0.2772277227722772,0.2797202797202797,0.10256410256410256,0.23809523809523808,0.23529411764705885,0.13999999999999999,0.3,0.078125,8.0,.328,.091,.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,-0.1,0.1,0.0,-0.008,-5.9,0.1,-5.8,-0.1,0.033239457496479656
41,DeAndre' Bembry,SF,26,TOR,0.704225352112676,0.16666666666666666,0.20535714285714285,0.1956521739130435,.513,0.05660377358490566,0.07874015748031496,.264,0.19607843137254904,0.20238095238095236,.589,.544,0.09782608695652174,0.12149532710280375,0.682,0.1276595744680851,0.21782178217821785,0.20279720279720279,0.17948717948717952,0.47619047619047616,0.11764705882352942,0.27999999999999997,0.425,0.178125,11.2,.570,.232,.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.1,1.1,1.2,.059,-3.2,1.4,-1.9,0.0,0.36504113243904246
42,Dāvis Bertāns,PF,28,WAS,0.7887323943661971,0.09722222222222222,0.3035714285714286,0.3652173913043478,.404,0.5660377358490566,0.5905511811023623,.395,0.03921568627450981,0.05357142857142857,.480,.581,0.1956521739130435,0.1869158878504673,0.87,0.06382978723404255,0.25742574257425743,0.20279720279720279,0.07692307692307693,0.2857142857142857,0.05882352941176471,0.12,0.6,0.359375,11.4,.620,.895,.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,2.1,1.0,3.1,.101,0.3,-1.1,-0.8,0.4,0.5498036018676351
43,Patrick Beverley,PG,32,LAC,0.5070422535211268,0.4722222222222222,0.22321428571428573,0.2565217391304348,.423,0.2830188679245283,0.2992125984251969,.397,0.09803921568627452,0.125,.468,.550,0.10869565217391305,0.11214953271028037,0.8,0.1702127659574468,0.2376237623762376,0.22377622377622378,0.17948717948717952,0.38095238095238093,0.23529411764705885,0.18,0.725,0.234375,12.0,.580,.641,.205,4.0,11.8,8.0,12.0,1.7,3.0,12.4,14.6,1.0,1.0,2.1,.119,-0.7,1.4,0.7,0.6,0.314422293040836
44,Saddiq Bey,SF,21,DET,0.971830985915493,0.7361111111111112,0.35714285714285715,0.43043478260869567,.404,0.4716981132075472,0.5196850393700787,.380,0.14705882352941177,0.1964285714285714,.450,.530,0.1956521739130435,0.19626168224299068,0.844,0.1276595744680851,0.38613861386138615,0.3146853146853147,0.11965811965811966,0.3333333333333333,0.05882352941176471,0.18,0.4,0.38125,12.6,.567,.666,.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,.082,0.3,-0.8,-0.5,0.7,0.7152968205736308
45,Tyler Bey,SF,22,DAL,0.23943661971830985,0.0,0.03571428571428572,0.05217391304347826,.318,0.01886792452830189,0.015748031496062995,.250,0.029411764705882353,0.05952380952380952,.333,.341,0.02173913043478261,0.028037383177570093,0.6,0.0851063829787234,0.0594059405940594,0.07692307692307693,0.017094017094017096,0.0,0.029411764705882356,0.04,0.075,0.03125,5.9,.372,.182,.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,0.0255317572074409
49,Nemanja Bjelica,PF,32,TOT,0.5070422535211268,0.041666666666666664,0.2142857142857143,0.23043478260869565,.454,0.1320754716981132,0.1811023622047244,.318,0.16666666666666669,0.17857142857142858,.559,.523,0.10869565217391305,0.1308411214953271,0.725,0.1702127659574468,0.25742574257425743,0.23776223776223773,0.1623931623931624,0.19047619047619047,0.029411764705882356,0.18,0.45,0.203125,12.9,.554,.434,.260,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,0.5,0.3,0.9,.071,-1.4,-0.8,-2.2,0.0,0.22422737715852667
49,Nemanja Bjelica,PF,32,SAC,0.352112676056338,0.013888888888888888,0.2410714285714286,0.25217391304347825,.460,0.1320754716981132,0.17322834645669294,.293,0.19607843137254904,0.20833333333333331,.565,.517,0.13043478260869565,0.14953271028037385,0.762,0.19148936170212766,0.2871287128712871,0.26573426573426573,0.1623931623931624,0.14285714285714285,0.029411764705882356,0.22000000000000003,0.45,0.225,12.7,.555,.387,.280,6.0,19.5,12.6,15.3,0.9,0.4,14.3,19.3,0.3,0.1,0.5,.052,-1.3,-1.3,-2.6,-0.1,0.16671607500185281
49,Nemanja Bjelica,PF,32,MIA,0.14084507042253522,0.027777777777777776,0.16071428571428573,0.1826086956521739,.435,0.169811320754717,0.1968503937007874,.370,0.08823529411764706,0.10119047619047618,.526,.543,0.05434782608695653,0.07476635514018692,0.556,0.10638297872340426,0.19801980198019803,0.17482517482517482,0.15384615384615385,0.2857142857142857,0.08823529411764706,0.1,0.45,0.15625,13.3,.550,.587,.196,3.7,15.8,9.9,18.7,2.2,2.0,9.1,15.9,0.2,0.2,0.4,.122,-1.8,0.4,-1.3,0.0,0.060846364781738674
50,Eric Bledsoe,SG,31,NOP,0.9859154929577465,0.9722222222222222,0.38392857142857145,0.44782608695652176,.421,0.32075471698113206,0.3937007874015748,.341,0.25490196078431376,0.31547619047619047,.496,.503,0.20652173913043478,0.25233644859813087,0.687,0.0851063829787234,0.297029702970297,0.23776223776223773,0.3247863247863248,0.38095238095238093,0.08823529411764706,0.32,0.4,0.38125,11.5,.533,.486,.267,1.5,11.1,6.3,17.3,1.2,1.1,12.3,18.5,1.1,1.3,2.3,.053,-1.2,-0.9,-2.0,0.0,0.7910397984139924
54,Bol Bol,PF,21,DEN,0.43661971830985913,0.027777777777777776,0.07142857142857144,0.0782608695652174,.431,0.05660377358490566,0.06299212598425198,.375,0.04901960784313726,0.06547619047619048,.471,.509,0.03260869565217391,0.04672897196261683,0.667,0.0,0.07920792079207921,0.055944055944055944,0.017094017094017096,0.047619047619047616,0.08823529411764706,0.08,0.1,0.06875,9.4,.534,.414,.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.2,0.2,0.0,-0.004,-3.8,-0.3,-4.1,-0.1,0.05891943970947899
55,Marques Bolden,C,22,CLE,0.07042253521126761,0.0,0.01785714285714286,0.021739130434782608,.333,0.0,0.0,0,0.019607843137254905,0.02976190476190476,.333,.333,0.08695652173913045,0.12149532710280375,0.625,0.10638297872340426,0.04950495049504951,0.06993006993006992,0.0,0.14285714285714285,0.08823529411764706,0.06,0.0,0.0375,13.3,.537,.000,2.667,11.3,11.9,11.6,0.0,3.4,6.1,23.5,12.8,0.0,0.0,0.0,.063,-3.8,0.8,-3.0,0.0,0.01030163788631142
57,Isaac Bonga,SF,21,WAS,0.5492957746478874,0.1111111111111111,0.07142857142857144,0.08695652173913043,.370,0.05660377358490566,0.09448818897637795,.277,0.03921568627450981,0.05357142857142857,.500,.451,0.010869565217391306,0.01869158878504673,0.625,0.10638297872340426,0.1188118811881188,0.11888111888111887,0.05128205128205128,0.14285714285714285,0.05882352941176471,0.12,0.4,0.0625,4.0,.461,.580,.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,-0.4,0.4,0.0,-0.001,-5.8,0.0,-5.8,-0.4,0.16186170606981398
60,Brian Bowen,SF,22,IND,0.07042253521126761,0.0,0.01785714285714286,0.03043478260869565,.250,0.0,0.015748031496062995,.000,0.019607843137254905,0.02976190476190476,.333,.250,0.02173913043478261,0.01869158878504673,1.0,0.0,0.04950495049504951,0.03496503496503496,0.0,0.0,0.0,0.0,0.05,0.015625,1.0,.338,.250,.250,0.0,21.6,10.8,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.063,-8.1,-2.9,-11.0,0.0,0.004261468909805085
61,Avery Bradley,SG,30,TOT,0.36619718309859156,0.08333333333333333,0.2142857142857143,0.27391304347826084,.374,0.22641509433962265,0.2913385826771654,.327,0.10784313725490198,0.15476190476190477,.443,.471,0.04347826086956522,0.056074766355140186,0.8,0.06382978723404255,0.17821782178217824,0.14685314685314685,0.1452991452991453,0.38095238095238093,0.029411764705882356,0.2,0.5,0.2,6.3,.487,.591,.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,0.22911880234195509
61,Avery Bradley,SG,30,MIA,0.1267605633802817,0.013888888888888888,0.2767857142857143,0.28695652173913044,.470,0.30188679245283023,0.2992125984251969,.421,0.14705882352941177,0.16666666666666666,.536,.591,0.07608695652173914,0.08411214953271029,0.778,0.0425531914893617,0.15841584158415842,0.12587412587412586,0.11965811965811966,0.3333333333333333,0.029411764705882356,0.18,0.65,0.265625,10.4,.607,.576,.136,1.1,8.5,4.9,10.0,1.6,0.5,11.4,16.9,0.1,0.2,0.3,.072,-2.5,0.1,-2.4,0.0,0.08378418439190692
61,Avery Bradley,SG,30,HOU,0.22535211267605634,0.06944444444444445,0.16964285714285715,0.26956521739130435,.314,0.18867924528301888,0.2913385826771654,.270,0.08823529411764706,0.1488095238095238,.381,.395,0.03260869565217391,0.03738317757009346,0.833,0.0851063829787234,0.18811881188118812,0.1608391608391608,0.1623931623931624,0.38095238095238093,0.029411764705882356,0.22000000000000003,0.425,0.1625,4.0,.409,.600,.057,1.6,9.4,5.3,11.2,1.7,0.5,15.0,13.8,-0.6,0.2,-0.4,-0.052,-6.2,-0.8,-6.9,-0.5,0.15118950566960646
62,Tony Bradley,C,23,TOT,0.5774647887323944,0.1111111111111111,0.2767857142857143,0.20434782608695654,.665,0.0,0.007874015748031498,.000,0.303921568627451,0.2738095238095238,.675,.665,0.09782608695652174,0.12149532710280375,0.691,0.425531914893617,0.3663366336633664,0.3986013986013986,0.07692307692307693,0.19047619047619047,0.20588235294117646,0.16,0.375,0.221875,20.7,.678,.015,.279,13.3,24.0,18.6,8.5,1.0,3.9,13.0,15.8,1.8,1.0,2.7,.192,1.2,0.1,1.3,0.6,0.25728155339805825
62,Tony Bradley,C,23,PHI,0.2676056338028169,0.1111111111111111,0.23214285714285718,0.16521739130434782,.680,0.0,0.007874015748031498,.000,0.25490196078431376,0.22023809523809523,.689,.680,0.04347826086956522,0.056074766355140186,0.636,0.425531914893617,0.32673267326732675,0.36363636363636365,0.07692307692307693,0.14285714285714285,0.20588235294117646,0.06,0.35,0.171875,21.1,.683,.013,.147,15.2,24.5,19.9,8.7,1.0,4.1,7.0,12.9,1.0,0.5,1.5,.245,2.3,1.0,3.3,0.4,0.10946416660490624
63,Jarrell Brantley,PF,24,UTA,0.38028169014084506,0.0,0.08035714285714286,0.08260869565217391,.481,0.07547169811320756,0.07874015748031496,.429,0.04901960784313726,0.05357142857142857,.542,.596,0.010869565217391306,0.009345794392523366,1.0,0.06382978723404255,0.0594059405940594,0.06993006993006992,0.042735042735042736,0.14285714285714285,0.029411764705882356,0.06,0.15,0.071875,16.6,.605,.538,.038,7.2,13.3,10.4,16.1,2.5,1.2,13.1,19.0,0.3,0.2,0.5,.172,0.6,1.6,2.2,0.1,0.05073000815237531
64,Ignas Brazdeikis,SF,22,TOT,0.16901408450704225,0.0,0.2410714285714286,0.2782608695652174,.422,0.15094339622641512,0.17322834645669294,.393,0.17647058823529413,0.25,.436,.488,0.08695652173913045,0.10280373831775702,0.714,0.1702127659574468,0.25742574257425743,0.24475524475524474,0.11111111111111112,0.14285714285714285,0.05882352941176471,0.18,0.425,0.21875,9.5,.510,.337,.169,4.5,14.7,9.4,10.5,0.8,1.1,11.9,17.6,-0.1,0.1,0.1,.016,-3.2,-2.1,-5.3,-0.2,0.09716149114355592
64,Ignas Brazdeikis,SF,22,NYK,0.04225352112676056,0.0,0.0,0.013043478260869565,.000,0.0,0.0,0,0.0,0.017857142857142856,.000,.000,0.05434782608695653,0.04672897196261683,1.0,0.06382978723404255,0.0297029702970297,0.03496503496503496,0.02564102564102564,0.0,0.0,0.06,0.0,0.015625,11.2,.532,.000,2.000,15.7,15.3,15.5,17.5,0.0,0.0,34.7,18.3,0.0,0.0,0.0,.039,-2.9,-1.2,-4.1,0.0,0.0010375750389090643
64,Ignas Brazdeikis,SF,22,ORL,0.09859154929577464,0.0,0.3928571428571429,0.43043478260869567,.443,0.2641509433962264,0.2677165354330709,.407,0.29411764705882354,0.38690476190476186,.462,.513,0.10869565217391305,0.14018691588785048,0.667,0.2765957446808511,0.38613861386138615,0.3566433566433566,0.17094017094017094,0.23809523809523808,0.11764705882352942,0.27999999999999997,0.7,0.346875,10.2,.528,.342,.152,4.3,14.2,9.1,10.6,0.8,1.2,11.5,17.6,0.0,0.1,0.1,.027,-2.8,-2.0,-4.8,-0.2,0.09534573482546506
