Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,W/L%,SRS
Precious Achiuwa,C,1.0,22.0,0.8888888888888888,0.3414634146341463,0.3157894736842105,0.3807339449541284,0.439,0.1777777777777777,0.1794871794871795,0.359,0.3052631578947368,0.3333333333333333,0.468,0.486,0.1145833333333333,0.1525423728813559,0.595,0.4347826086956522,0.4090909090909091,0.4421768707482993,0.1018518518518518,0.2,0.2142857142857143,0.25,0.42,0.2973856209150327,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,0.6050297907717888,0.5,1.59
Steven Adams,C,2.0,28.0,0.925925925925926,0.9146341463414634,0.2456140350877192,0.2339449541284403,0.547,0.0,0.0,0.0,0.2947368421052631,0.2732240437158469,0.548,0.547,0.1458333333333333,0.2203389830508474,0.543,1.0,0.4909090909090909,0.6802721088435374,0.3148148148148147,0.36,0.2857142857142857,0.3125,0.4,0.2254901960784313,17.6,0.56,0.003,0.518,17.9,22.0,19.9,16.1,1.6,2.7,19.6,12.0,3.8,3.0,6.8,0.163,1.0,1.0,2.0,2.0,0.7008798669807399,0.622,3.6
Bam Adebayo,C,3.0,24.0,0.6790123456790124,0.6829268292682927,0.6403508771929824,0.5963302752293578,0.557,0.0,0.0085470085470085,0.0,0.7684210526315789,0.7049180327868853,0.562,0.557,0.4791666666666666,0.5169491525423728,0.753,0.5217391304347826,0.6909090909090909,0.6870748299319728,0.3148148148148147,0.5599999999999999,0.2857142857142857,0.5416666666666667,0.62,0.6241830065359477,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25.0,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7,0.6427878619925176,0.537,-0.13
Santi Aldama,PF,4.0,21.0,0.382716049382716,0.0,0.1491228070175438,0.1880733944954128,0.402,0.0444444444444444,0.1282051282051282,0.125,0.1578947368421052,0.1420765027322404,0.56,0.424,0.0625,0.0847457627118644,0.625,0.2173913043478261,0.1545454545454545,0.1836734693877551,0.0648148148148148,0.08,0.1071428571428571,0.1041666666666666,0.22,0.1339869281045751,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,0.1279271165304143,0.622,3.6
LaMarcus Aldridge,C,5.0,36.0,0.5679012345679012,0.1463414634146341,0.4736842105263158,0.4449541284403669,0.55,0.0666666666666666,0.0854700854700854,0.304,0.5368421052631579,0.4808743169398907,0.578,0.566,0.1979166666666666,0.1864406779661017,0.873,0.3478260869565218,0.3545454545454545,0.3741496598639456,0.0833333333333333,0.12,0.3571428571428571,0.1875,0.3399999999999999,0.4215686274509804,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4.0,8.0,22.4,2.1,1.0,3.1,0.141,1.3,-0.6,0.7,0.7,0.370756547041707,0.549,1.03
Nickeil Alexander-Walker,SG,6.0,23.0,0.3888888888888889,0.12804878048780485,0.25438596491228066,0.36238532110091737,0.354,0.28888888888888886,0.3547008547008547,0.307,0.1684210526315789,0.20491803278688525,0.41700000000000004,0.444,0.10937499999999994,0.1144067796610169,0.8195,0.08695652173913039,0.1863636363636363,0.16326530612244894,0.1805555555555555,0.22,0.12499999999999994,0.22916666666666663,0.28,0.2663398692810457,10.35,0.4855,0.5854999999999999,0.2015,1.9,13.3,7.7,15.8,1.6,1.9,12.149999999999999,21.35,-0.55,0.55,0.05,0.0325,-2.3,-0.050000000000000044,-2.35,-0.15,0.25949147845365106,0.48150000000000004,0.29999999999999993
Grayson Allen,SG,7.0,26.0,0.8024691358024691,0.7439024390243902,0.3421052631578947,0.3944954128440366,0.448,0.5333333333333333,0.5042735042735044,0.409,0.1578947368421052,0.1475409836065573,0.533,0.588,0.1041666666666666,0.0932203389830508,0.865,0.108695652173913,0.2636363636363636,0.2312925170068027,0.1388888888888888,0.2799999999999999,0.1071428571428571,0.1458333333333333,0.3,0.3627450980392157,12.7,0.609,0.684,0.13,1.9,10.9,6.5,7.6,1.2,1.0,6.7,15.2,2.8,1.4,4.2,0.11,0.6,-0.2,0.4,1.1,0.634023832617431,0.707,3.61
Jarrett Allen,C,8.0,23.0,0.6790123456790124,0.6829268292682927,0.5789473684210525,0.4449541284403669,0.677,0.0,0.017094017094017,0.1,0.6947368421052631,0.5245901639344261,0.688,0.678,0.3020833333333333,0.3559322033898305,0.708,0.7391304347826088,0.6636363636363636,0.7346938775510204,0.1481481481481481,0.32,0.4642857142857143,0.3541666666666667,0.3399999999999999,0.5261437908496732,23.0,0.698,0.018,0.428,12.0,24.5,18.4,8.2,1.2,3.7,12.7,18.1,5.4,3.0,8.5,0.224,2.7,1.2,3.9,2.7,0.6374878758486905,0.622,5.23
Jose Alvarado,PG,9.0,23.0,0.654320987654321,0.0121951219512195,0.2105263157894736,0.2477064220183486,0.446,0.1333333333333333,0.1709401709401709,0.291,0.1894736842105263,0.1857923497267759,0.538,0.5,0.0729166666666666,0.0847457627118644,0.679,0.108695652173913,0.1272727272727272,0.1292517006802721,0.2592592592592592,0.52,0.0357142857142857,0.1458333333333333,0.2799999999999999,0.1993464052287581,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,1.0,1.1,2.1,0.121,-0.5,2.4,1.9,0.8,0.2935430234169322,0.512,1.63
Justin Anderson,SF,10.0,28.0,0.0864197530864197,0.0365853658536585,0.1666666666666666,0.21559633027522934,0.434,0.18888888888888886,0.26068376068376065,0.28900000000000003,0.11578947368421044,0.09016393442622944,0.7795000000000001,0.534,0.0989583333333333,0.10593220338983045,0.775,0.0326086956521739,0.21818181818181814,0.17346938775510207,0.18981481481481474,0.16,0.08928571428571425,0.12499999999999994,0.26999999999999996,0.1813725490196078,10.5,0.5705,0.6795,0.33599999999999997,0.8,14.5,7.7,15.45,1.2000000000000002,0.95,11.5,13.45,0.1,0.05,0.15000000000000002,0.0825,-2.35,-0.6000000000000001,-2.95,-0.05,0.060343633088540904,0.5245,1.1600000000000001
Kyle Anderson,PF,11.0,28.0,0.8395061728395061,0.1341463414634146,0.2631578947368421,0.3119266055045871,0.446,0.1111111111111111,0.1367521367521367,0.33,0.2631578947368421,0.2841530054644808,0.481,0.484,0.1041666666666666,0.1271186440677966,0.638,0.2173913043478261,0.3909090909090909,0.3605442176870748,0.25,0.44,0.25,0.2083333333333333,0.32,0.2483660130718954,14.4,0.506,0.232,0.224,4.8,21.6,13.0,16.2,2.5,2.7,12.1,16.2,1.0,2.5,3.5,0.113,-0.9,2.1,1.2,1.2,0.5208188998198697,0.622,3.6
Giannis Antetokounmpo,PF,12.0,27.0,0.8148148148148148,0.8170731707317073,0.9035087719298246,0.8532110091743119,0.553,0.2444444444444444,0.3076923076923077,0.293,0.9684210526315788,0.819672131147541,0.616,0.582,0.8645833333333335,0.9661016949152542,0.722,0.4347826086956522,0.8727272727272727,0.7891156462585034,0.537037037037037,0.44,0.5,0.6875,0.64,0.9771241830065358,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,9.2,3.7,12.9,0.281,7.6,3.5,11.2,7.4,0.7741790217541915,0.707,3.61
Thanasis Antetokounmpo,SF,13.0,29.0,0.5802469135802469,0.073170731707317,0.131578947368421,0.1238532110091743,0.547,0.0,0.0256410256410256,0.143,0.1473684210526315,0.1311475409836065,0.596,0.555,0.0625,0.0847457627118644,0.63,0.1739130434782609,0.1181818181818181,0.1428571428571428,0.0462962962962962,0.12,0.1071428571428571,0.1041666666666666,0.2799999999999999,0.1176470588235294,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,0.4,0.5,0.9,0.095,-3.5,-0.1,-3.5,-0.2,0.1665858389912705,0.707,3.61
Carmelo Anthony,PF,14.0,37.0,0.8395061728395061,0.0365853658536585,0.4035087719298245,0.481651376146789,0.441,0.4888888888888889,0.4957264957264957,0.375,0.2631578947368421,0.2568306010928962,0.521,0.544,0.1979166666666666,0.1949152542372881,0.83,0.1956521739130435,0.3,0.2857142857142857,0.0925925925925925,0.2799999999999999,0.2857142857142857,0.1875,0.48,0.434640522875817,14.8,0.579,0.549,0.22,3.7,13.5,8.6,5.6,1.3,2.6,6.9,20.4,2.2,1.4,3.6,0.097,0.4,-0.8,-0.5,0.7,0.6294166551198559,0.524,0.43
Cole Anthony,PG,15.0,21.0,0.7901234567901234,0.7926829268292683,0.4824561403508772,0.6422018348623852,0.391,0.4444444444444444,0.5128205128205129,0.338,0.3684210526315789,0.4371584699453552,0.432,0.464,0.34375,0.3305084745762711,0.854,0.108695652173913,0.4454545454545455,0.3673469387755102,0.5277777777777778,0.2799999999999999,0.1071428571428571,0.5416666666666667,0.52,0.5326797385620915,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,0.7235347097131771,0.415,-2.39
OG Anunoby,SF,16.0,24.0,0.5802469135802469,0.5853658536585366,0.5614035087719298,0.6651376146788991,0.443,0.5333333333333333,0.5641025641025641,0.363,0.4210526315789473,0.4316939890710382,0.511,0.526,0.1979166666666666,0.211864406779661,0.754,0.3260869565217391,0.3636363636363636,0.3741496598639456,0.2407407407407407,0.6,0.1785714285714285,0.3541666666666667,0.54,0.5588235294117647,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,1.8,1.9,3.7,0.104,0.4,0.1,0.5,1.1,0.6103644173479285,0.5,1.59
Ryan Arcidiacono,PG,17.0,27.0,0.1111111111111111,0.0,0.0526315789473684,0.055045871559633,0.5,0.0888888888888888,0.0769230769230769,0.444,0.0210526315789473,0.0163934426229508,0.667,0.667,0.0,0.0,0.0,0.0,0.0727272727272727,0.054421768707483,0.037037037037037,0.04,0.0,0.0625,0.1,0.0522875816993464,6.1,0.667,0.75,0.0,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,0.0,0.1,0.1,0.052,-4.6,0.0,-4.6,-0.1,0.0282665927670777,0.573,2.99
Trevor Ariza,SF,18.0,36.0,0.2839506172839506,0.1341463414634146,0.1228070175438596,0.1880733944954128,0.333,0.1777777777777777,0.2649572649572649,0.27,0.0526315789473684,0.0546448087431694,0.52,0.434,0.0416666666666666,0.0677966101694915,0.556,0.0869565217391304,0.2727272727272727,0.2312925170068027,0.1018518518518518,0.2,0.1071428571428571,0.1041666666666666,0.16,0.130718954248366,7.0,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,-0.2,0.4,0.2,0.02,-3.3,-0.2,-3.4,-0.2,0.166031592074269,0.524,0.43
D.J. Augustin,PG,19.0,34.0,0.32716049382716045,0.0121951219512195,0.15350877192982448,0.1857798165137614,0.4285,0.2777777777777778,0.2564102564102564,0.41600000000000004,0.0526315789473684,0.0573770491803278,0.47800000000000004,0.585,0.06249999999999995,0.0550847457627118,0.9339999999999999,0.0434782608695652,0.09545454545454546,0.08503401360544215,0.1759259259259259,0.12,0.0,0.18749999999999994,0.15000000000000002,0.1748366013071895,9.7,0.6154999999999999,0.7484999999999999,0.1685,1.35,7.0,4.15,16.15,0.9,0.1,16.95,13.899999999999999,0.35,0.05,0.4,0.048,-1.2,-2.25,-3.45,-0.2,0.15792573091312173,0.396,-3.595
Deni Avdija,SF,20.0,21.0,1.0,0.0975609756097561,0.2631578947368421,0.3256880733944954,0.432,0.2222222222222222,0.2735042735042735,0.317,0.2105263157894736,0.2131147540983606,0.525,0.503,0.1354166666666666,0.1440677966101694,0.757,0.1304347826086956,0.4090909090909091,0.3537414965986394,0.1851851851851851,0.2799999999999999,0.1785714285714285,0.2291666666666666,0.4599999999999999,0.2745098039215686,11.6,0.536,0.447,0.235,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,0.6,1.8,2.4,0.058,-2.1,0.4,-1.7,0.1,0.6949563530552861,0.427,-1.06
Joel Ayayi,SG,21.0,21.0,0.074074074074074,0.0,0.0087719298245614,0.0412844036697247,0.167,0.0,0.0085470085470085,0.0,0.0105263157894736,0.0382513661202185,0.2,0.167,0.0,0.0,0.0,0.0217391304347826,0.0272727272727272,0.0272108843537415,0.0555555555555555,0.0,0.0,0.0,0.0,0.0098039215686274,3.4,0.167,0.167,0.0,5.6,10.9,8.3,25.4,0.0,0.0,0.0,13.3,0.0,0.0,0.0,-0.098,-4.3,-1.7,-6.0,0.0,0.0072398503533324,0.427,-1.06
Deandre Ayton,C,22.0,23.0,0.7037037037037037,0.7073170731707317,0.6666666666666666,0.5504587155963303,0.634,0.0222222222222222,0.0256410256410256,0.368,0.7894736842105263,0.6393442622950819,0.642,0.639,0.1875,0.2033898305084745,0.746,0.5652173913043479,0.7000000000000001,0.6938775510204082,0.1296296296296296,0.2799999999999999,0.25,0.3333333333333333,0.48,0.5620915032679739,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,0.203,2.2,0.6,2.8,2.1,0.6029167244007205,0.549,2.08
Udoka Azubuike,C,23.0,22.0,0.1975308641975308,0.073170731707317,0.1929824561403509,0.1330275229357798,0.755,0.0,0.0,0.0,0.231578947368421,0.1584699453551912,0.755,0.755,0.0416666666666666,0.0508474576271186,0.545,0.2391304347826087,0.2818181818181818,0.2857142857142857,0.0,0.04,0.2142857142857143,0.1458333333333333,0.3,0.15359477124183,17.6,0.743,0.0,0.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0.0,0.0708396840792573,0.451,-1.03
Marvin Bagley III,PF,24.0,22.0,0.28395061728395055,0.1524390243902439,0.4385964912280702,0.44266055045871555,0.509,0.09999999999999995,0.17094017094017094,0.2355,0.4736842105263157,0.4180327868852458,0.581,0.5345,0.15625,0.19491525423728812,0.669,0.4673913043478261,0.4363636363636364,0.47619047619047616,0.07870370370370365,0.19999999999999996,0.1428571428571428,0.1770833333333333,0.4099999999999999,0.39052287581699346,16.0,0.5529999999999999,0.2135,0.2305,9.5,22.3,15.7,5.4,1.0,1.4,7.35,20.0,0.6,0.4,1.0,0.087,-0.35000000000000003,-1.65,-2.05,-0.04999999999999999,0.2075481502009145,0.39599999999999996,-2.7150000000000003
LaMelo Ball,PG,25.0,20.0,0.9135802469135802,0.9146341463414634,0.631578947368421,0.7660550458715596,0.429,0.6444444444444444,0.6410256410256411,0.389,0.4421052631578948,0.5027322404371584,0.462,0.517,0.2916666666666667,0.2711864406779661,0.872,0.3043478260869565,0.4727272727272727,0.4557823129251701,0.7037037037037036,0.64,0.1428571428571428,0.6875,0.64,0.6568627450980392,19.7,0.554,0.451,0.194,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,3.4,2.5,5.8,0.116,3.3,0.1,3.4,3.3,0.8494873216017736,0.329,-5.89
Lonzo Ball,PG,26.0,24.0,0.419753086419753,0.4268292682926829,0.4035087719298245,0.5,0.423,0.6888888888888889,0.6324786324786326,0.423,0.1578947368421052,0.1912568306010929,0.423,0.567,0.0625,0.0677966101694915,0.75,0.2173913043478261,0.4,0.3673469387755102,0.4722222222222221,0.72,0.3214285714285714,0.4791666666666666,0.48,0.4248366013071895,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20.0,2.6,2.2,17.2,17.4,0.8,1.4,2.2,0.088,0.9,1.6,2.5,1.4,0.4311348205625606,0.488,1.37
Mo Bamba,C,27.0,23.0,0.8641975308641975,0.8414634146341463,0.3684210526315789,0.3990825688073394,0.48,0.3333333333333333,0.3418803418803419,0.381,0.2842105263157894,0.2568306010928962,0.563,0.566,0.0833333333333333,0.0847457627118644,0.781,0.4565217391304348,0.5454545454545454,0.5510204081632654,0.1111111111111111,0.2,0.6071428571428572,0.2291666666666666,0.52,0.3464052287581699,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,0.6400512678398226,0.415,-2.39
Desmond Bane,SG,28.0,23.0,0.925925925925926,0.926829268292683,0.5877192982456141,0.6651376146788991,0.461,0.6666666666666666,0.5897435897435898,0.436,0.3894736842105263,0.4153005464480874,0.484,0.565,0.1875,0.1694915254237288,0.903,0.1304347826086956,0.3454545454545454,0.2993197278911565,0.25,0.48,0.1428571428571428,0.3125,0.52,0.5947712418300654,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,0.7945822363863101,0.622,3.6
Dalano Banton,PG,29.0,22.0,0.7777777777777778,0.0121951219512195,0.1140350877192982,0.146788990825688,0.411,0.0444444444444444,0.0683760683760683,0.255,0.1157894736842105,0.1311475409836065,0.464,0.443,0.0416666666666666,0.059322033898305,0.591,0.1304347826086956,0.1181818181818181,0.1292517006802721,0.1388888888888888,0.16,0.0714285714285714,0.1666666666666666,0.22,0.1045751633986928,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,0.03,-3.5,0.4,-3.1,-0.2,0.2441804073714839,0.5,1.59
Cat Barber,PG,30.0,27.0,0.0246913580246913,0.0,0.0,0.0596330275229357,0.0,0.0,0.0,0.0,0.0,0.0710382513661202,0.0,0.0,0.0,0.1101694915254237,0.0,0.0652173913043478,0.0636363636363636,0.0680272108843537,0.0925925925925925,0.0,0.0,0.0625,0.06,0.0,-11.2,0.0,0.0,1.0,8.5,16.7,12.6,26.7,0.0,0.0,14.8,22.7,-0.1,0.0,-0.1,-0.45,-15.8,-7.6,-23.5,-0.1,0.005299986143827,0.5,0.32
Harrison Barnes,PF,31.0,29.0,0.9382716049382716,0.9390243902439024,0.4473684210526315,0.4954128440366973,0.469,0.4,0.4017094017094017,0.394,0.3368421052631579,0.3387978142076502,0.525,0.554,0.4583333333333333,0.4576271186440678,0.826,0.2391304347826087,0.4090909090909091,0.3809523809523809,0.2222222222222222,0.2799999999999999,0.0714285714285714,0.3125,0.24,0.5359477124183006,15.7,0.623,0.432,0.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,5.0,1.0,6.0,0.112,1.5,-1.3,0.2,1.4,0.9046348898434252,0.585,2.3
Scottie Barnes,PF,32.0,20.0,0.9012345679012346,0.902439024390244,0.543859649122807,0.5779816513761468,0.492,0.1777777777777777,0.2222222222222222,0.301,0.5684210526315789,0.5464480874316939,0.543,0.524,0.21875,0.2457627118644067,0.735,0.5652173913043479,0.4454545454545455,0.5102040816326531,0.324074074074074,0.44,0.25,0.375,0.52,0.5,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,0.9181100180130248,0.5,1.59
RJ Barrett,SF,33.0,21.0,0.8518518518518519,0.8536585365853658,0.6140350877192983,0.7844036697247707,0.408,0.4444444444444444,0.4957264957264957,0.342,0.5263157894736842,0.6174863387978142,0.442,0.466,0.4270833333333333,0.4915254237288135,0.714,0.1956521739130435,0.4454545454545455,0.3945578231292517,0.2777777777777777,0.24,0.0714285714285714,0.4583333333333333,0.4,0.6535947712418301,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,0.8485173894970208,0.573,2.99
Will Barton,SG,34.0,31.0,0.8641975308641975,0.8658536585365854,0.4824561403508772,0.5779816513761468,0.438,0.4888888888888889,0.5213675213675214,0.365,0.3473684210526315,0.360655737704918,0.504,0.525,0.1458333333333333,0.1525423728813559,0.803,0.1304347826086956,0.3818181818181818,0.326530612244898,0.3611111111111111,0.32,0.1428571428571428,0.375,0.32,0.480392156862745,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,0.7991894138838852,0.646,3.04
Paris Bass,SF,35.0,26.0,0.0123456790123456,0.0,0.087719298245614,0.1376146788990825,0.333,0.0,0.0854700854700854,0.0,0.1052631578947368,0.1092896174863388,0.5,0.333,0.1041666666666666,0.0847457627118644,1.0,0.2173913043478261,0.0909090909090909,0.1360544217687075,0.0,0.2,0.0,0.2083333333333333,0.2,0.0980392156862745,13.9,0.436,0.333,0.333,31.5,29.9,30.6,0.0,6.9,0.0,22.5,54.6,0.0,0.0,0.0,-0.17,-11.2,-1.2,-12.4,0.0,0.0029444367465705,0.549,2.08
Charles Bassey,C,36.0,21.0,0.2716049382716049,0.0,0.1140350877192982,0.091743119266055,0.638,0.0,0.017094017094017,0.0,0.1368421052631579,0.1038251366120218,0.698,0.638,0.0416666666666666,0.0423728813559322,0.75,0.2173913043478261,0.1545454545454545,0.1836734693877551,0.0277777777777777,0.08,0.25,0.0625,0.2799999999999999,0.0980392156862745,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,0.22,-0.4,2.1,1.7,0.2,0.0600318691977275,0.659,4.37
Keita Bates-Diop,SF,37.0,26.0,0.7160493827160493,0.1707317073170731,0.2017543859649122,0.2064220183486238,0.517,0.0666666666666666,0.0769230769230769,0.309,0.2105263157894736,0.1912568306010929,0.572,0.549,0.0833333333333333,0.0847457627118644,0.754,0.2391304347826087,0.2636363636363636,0.2653061224489796,0.0648148148148148,0.2,0.0714285714285714,0.1666666666666666,0.2,0.1862745098039215,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1.0,1.6,0.08,-2.1,-0.5,-2.6,-0.1,0.3364278786199252,0.268,-9.82
Nicolas Batum,PF,38.0,33.0,0.7160493827160493,0.6585365853658537,0.2631578947368421,0.3027522935779816,0.463,0.4,0.3931623931623931,0.4,0.1263157894736842,0.1092896174863388,0.607,0.602,0.0416666666666666,0.0508474576271186,0.658,0.108695652173913,0.3454545454545454,0.2925170068027211,0.1574074074074073,0.4,0.25,0.1458333333333333,0.2799999999999999,0.2712418300653595,13.5,0.608,0.698,0.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,1.6,2.1,3.7,0.123,0.5,1.9,2.3,1.6,0.5146875433005403,0.537,0.31
Kent Bazemore,SF,39.0,32.0,0.4691358024691358,0.1707317073170731,0.1052631578947368,0.1651376146788991,0.324,0.1555555555555555,0.1794871794871795,0.363,0.0421052631578947,0.081967213114754,0.271,0.428,0.03125,0.0338983050847457,0.765,0.0652173913043478,0.1272727272727272,0.1224489795918367,0.0833333333333333,0.24,0.0714285714285714,0.1041666666666666,0.36,0.1111111111111111,6.0,0.451,0.576,0.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,-0.4,0.5,0.1,0.006,-5.1,0.8,-4.3,-0.3,0.1929472079811555,0.524,0.43
Darius Bazley,PF,40.0,21.0,0.8395061728395061,0.6463414634146342,0.3508771929824561,0.4311926605504587,0.422,0.2666666666666666,0.3333333333333333,0.297,0.2947368421052631,0.3005464480874317,0.511,0.484,0.1770833333333333,0.211864406779661,0.688,0.2173913043478261,0.4818181818181818,0.4285714285714286,0.1296296296296296,0.32,0.3571428571428571,0.2708333333333333,0.2,0.3529411764705882,12.6,0.515,0.414,0.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,0.044,-2.1,0.3,-1.8,0.1,0.675453789663295,0.488,0.96
Bradley Beal,SG,41.0,28.0,0.4814814814814814,0.4878048780487805,0.763157894736842,0.8853211009174312,0.451,0.3555555555555555,0.452991452991453,0.3,0.7473684210526316,0.7650273224043715,0.508,0.492,0.4375,0.4322033898305084,0.833,0.2173913043478261,0.3454545454545454,0.3197278911564626,0.611111111111111,0.36,0.1428571428571428,0.7083333333333334,0.48,0.7581699346405228,17.5,0.539,0.272,0.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,0.046,2.0,-1.2,0.8,1.0,0.5102535679645281,0.427,-1.06
Malik Beasley,SG,42.0,25.0,0.9629629629629628,0.2195121951219512,0.3684210526315789,0.4954128440366973,0.391,0.6666666666666666,0.6923076923076923,0.377,0.1263157894736842,0.1475409836065573,0.432,0.532,0.0625,0.0677966101694915,0.817,0.0652173913043478,0.2272727272727272,0.1972789115646258,0.1388888888888888,0.2,0.0714285714285714,0.1041666666666666,0.22,0.3954248366013072,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,0.6924622419287793,0.512,-0.22
Jordan Bell,C,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0680272108843537,0.0,0.4,0.0,0.0,0.4,0.0,29.9,0.0,0.0,0.0,56.6,0.0,28.1,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-8.1,10.8,2.7,0.0,0.0006928086462519,0.488,1.37
DeAndre' Bembry,SF,44.0,27.0,0.3333333333333333,0.1219512195121951,0.1271929824561403,0.1238532110091743,0.4715,0.0333333333333333,0.03418803418803415,0.2085,0.13684210526315785,0.12841530054644804,0.487,0.489,0.0208333333333333,0.0296610169491525,0.3,0.14130434782608695,0.14999999999999994,0.1564625850340136,0.09722222222222215,0.26,0.08928571428571425,0.07291666666666666,0.33,0.10784313725490195,8.6,0.492,0.0845,0.082,5.05,11.100000000000001,8.149999999999999,8.95,1.7999999999999998,1.2,11.35,8.35,0.55,0.6000000000000001,1.1,0.0805,-3.2,1.05,-2.15,0.2,0.1821047526673132,0.628,2.32
Dāvis Bertāns,PF,45.0,29.0,0.33333333333333326,0.0,0.1578947368421052,0.22247706422018343,0.363,0.3111111111111111,0.34615384615384615,0.3395,0.0421052631578947,0.0437158469945355,0.48150000000000004,0.5045,0.06249999999999995,0.05932203389830505,0.8665,0.0543478260869565,0.1772727272727272,0.14625850340136048,0.0555555555555555,0.12,0.08928571428571425,0.06249999999999995,0.29999999999999993,0.17973856209150318,9.75,0.5335000000000001,0.8345,0.1355,1.75,15.1,8.45,5.75,1.05,1.4,5.75,17.15,0.1,0.35,0.44999999999999996,0.0615,-1.45,-0.8,-2.1999999999999997,-0.05,0.14403491755577105,0.445,-0.6000000000000001
Patrick Beverley,PG,46.0,33.0,0.7037037037037037,0.6585365853658537,0.2719298245614035,0.3440366972477064,0.406,0.3111111111111111,0.358974358974359,0.343,0.1684210526315789,0.180327868852459,0.485,0.501,0.1770833333333333,0.1949152542372881,0.722,0.2391304347826087,0.2818181818181818,0.2789115646258503,0.4259259259259259,0.48,0.3214285714285714,0.2708333333333333,0.6,0.3006535947712418,14.8,0.539,0.555,0.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,0.132,0.6,2.1,2.7,1.7,0.5193986420950534,0.512,-0.22
