Rk,Player,Pos,Age,Tm,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
1,Precious Achiuwa,C,23,TOR,0.6666666666666666,0.14634146341463414,0.32142857142857145,0.32882882882882886,.485,0.1020408163265306,0.17543859649122806,.269,0.2857142857142857,0.30337078651685395,.564,.521,0.16,0.18699186991869915,0.702,0.35294117647058826,0.4270833333333333,0.48,0.08411214953271029,0.19999999999999998,0.16666666666666666,0.26829268292682934,0.38,0.2779456193353474,15.2,.554,.267,.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,.093,-1.4,-0.8,-2.3,-0.1,0.40288595271210015,0.5,1.59
4,Ochai Agbaji,SG,22,UTA,0.7160493827160493,0.2682926829268293,0.25,0.2927927927927928,.427,0.2857142857142857,0.34210526315789475,.355,0.13333333333333333,0.15168539325842698,.532,.532,0.09,0.09756097560975609,0.812,0.13725490196078433,0.13541666666666669,0.168,0.10280373831775702,0.09999999999999999,0.09999999999999999,0.17073170731707318,0.33999999999999997,0.23867069486404835,9.5,.561,.591,.179,3.9,6.9,5.4,7.5,0.6,1.0,9.0,15.8,0.9,0.4,1.3,.053,-1.7,-1.4,-3.0,-0.3,0.42680806675938804,0.451,-1.03
5,Santi Aldama,PF,22,MEM,0.9382716049382716,0.24390243902439024,0.28571428571428575,0.3063063063063063,.470,0.24489795918367344,0.30701754385964913,.353,0.19047619047619047,0.19101123595505617,.591,.560,0.13999999999999999,0.15447154471544713,0.75,0.21568627450980396,0.3854166666666667,0.384,0.12149532710280375,0.19999999999999998,0.19999999999999998,0.19512195121951223,0.38,0.2719033232628399,13.9,.591,.507,.274,5.4,18.0,11.7,7.6,1.3,2.6,9.3,16.0,2.1,2.4,4.6,.130,-0.3,0.8,0.5,1.1,0.5917246175243394,0.622,3.6
6,Nickeil Alexander-Walker,SG,24,UTA,0.43209876543209874,0.036585365853658534,0.20535714285714285,0.21171171171171171,.488,0.2040816326530612,0.21052631578947367,.402,0.12380952380952381,0.1292134831460674,.578,.591,0.08,0.08943089430894309,0.692,0.03921568627450981,0.14583333333333334,0.128,0.19626168224299068,0.2333333333333333,0.13333333333333333,0.3170731707317074,0.32,0.1903323262839879,13.0,.609,.512,.229,1.7,10.3,6.0,19.9,2.2,2.2,19.4,18.4,0.3,0.5,0.8,.074,-0.6,1.1,0.5,0.3,0.18800417246175244,0.451,-1.03
6,Nickeil Alexander-Walker,SG,24,MIN,0.2716049382716049,0.0,0.18750000000000003,0.24324324324324326,.384,0.22448979591836735,0.2719298245614035,.361,0.09523809523809523,0.1292134831460674,.415,.488,0.06,0.07317073170731707,0.619,0.058823529411764705,0.15625,0.14400000000000002,0.1308411214953271,0.09999999999999999,0.09999999999999999,0.09756097560975611,0.26,0.17824773413897282,9.6,.503,.576,.168,2.2,10.8,6.6,12.0,1.1,1.7,6.9,17.3,0.0,0.3,0.3,.044,-2.5,-0.5,-3.0,-0.1,0.12847705146036162,0.512,-0.22
7,Grayson Allen,SG,27,MIL,0.8765432098765432,0.8536585365853658,0.3035714285714286,0.34684684684684686,.440,0.4081632653061224,0.4473684210526315,.399,0.13333333333333333,0.15168539325842698,.518,.571,0.16,0.14634146341463414,0.905,0.15686274509803924,0.25,0.264,0.21495327102803738,0.3,0.06666666666666667,0.24390243902439027,0.32,0.31419939577039274,12.3,.612,.657,.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,.123,-0.6,0.7,0.1,1.0,0.6945062586926287,0.707,3.61
9,Jose Alvarado,PG,24,NOP,0.7407407407407407,0.12195121951219512,0.29464285714285715,0.3603603603603604,.411,0.2857142857142857,0.3508771929824561,.336,0.18095238095238095,0.2247191011235955,.488,.496,0.11000000000000001,0.1056910569105691,0.813,0.09803921568627452,0.19791666666666666,0.184,0.28037383177570097,0.3666666666666667,0.06666666666666667,0.3170731707317074,0.4,0.2719033232628399,11.8,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,.066,-2.0,0.7,-1.2,0.3,0.4622739916550765,0.512,1.63
12,Thanasis Antetokounmpo,PF,30,MIL,0.4444444444444444,0.0,0.044642857142857144,0.05405405405405406,.435,0.0,0.017543859649122806,.000,0.047619047619047616,0.056179775280898875,.526,.435,0.03,0.048780487804878044,0.5,0.07843137254901962,0.08333333333333334,0.096,0.03738317757009346,0.03333333333333333,0.03333333333333333,0.07317073170731708,0.12,0.042296072507552865,6.7,.458,.174,.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,.022,-6.5,-1.1,-7.6,-0.3,0.07287899860917942,0.707,3.61
13,Cole Anthony,PG,22,ORL,0.7283950617283951,0.04878048780487805,0.4107142857142857,0.45945945945945943,.454,0.2653061224489796,0.2982456140350877,.364,0.3238095238095238,0.37640449438202245,.500,.516,0.25,0.2276422764227642,0.894,0.15686274509803924,0.4166666666666667,0.384,0.36448598130841126,0.19999999999999998,0.16666666666666666,0.3658536585365854,0.52,0.39274924471299094,16.0,.570,.338,.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,.116,0.7,0.5,1.3,1.3,0.5479485396383866,0.415,-2.39
20,Patrick Baldwin Jr.,SF,20,GSW,0.37037037037037035,0.0,0.125,0.15765765765765766,.394,0.2040816326530612,0.2368421052631579,.381,0.0380952380952381,0.0449438202247191,.440,.541,0.01,0.016260162601626015,0.667,0.0,0.13541666666666669,0.10400000000000001,0.03738317757009346,0.06666666666666667,0.03333333333333333,0.09756097560975611,0.1,0.11782477341389727,11.3,.546,.771,.055,0.5,18.6,9.7,6.9,1.3,1.6,9.0,22.8,-0.1,0.3,0.1,.029,-0.7,-1.4,-2.1,0.0,0.08042420027816412,0.537,1.66
