Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP,WLp,SRS
Quincy Acy,PF,1.0,24.0,0.8271604938271605,0.2682926829268293,0.2340425531914893,0.2227272727272727,0.459,0.0833333333333333,0.1111111111111111,0.3,0.2127659574468085,0.2162162162162162,0.494,0.486,0.125,0.1372549019607843,0.784,0.2264150943396226,0.3267326732673267,0.2933333333333333,0.0925925925925925,0.1739130434782609,0.1034482758620689,0.2045454545454545,0.5365853658536587,0.2099644128113879,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,0.063,-2.1,-1.0,-3.1,-0.3,0.4323562570462232,0.573,2.99
Jordan Adams,SG,2.0,20.0,0.3580246913580246,0.0,0.1276595744680851,0.1318181818181818,0.407,0.0833333333333333,0.0987654320987654,0.4,0.0851063829787234,0.1081081081081081,0.41,0.465,0.0568181818181818,0.0784313725490196,0.609,0.0566037735849056,0.0594059405940594,0.06,0.0462962962962962,0.2173913043478261,0.0689655172413793,0.1136363636363636,0.1951219512195122,0.1103202846975088,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.4,0.4,0.073,-1.2,2.6,1.4,0.2,0.0843225678095364,0.622,3.6
Jeff Adrien,PF,4.0,28.0,0.1975308641975308,0.0,0.1170212765957446,0.1181818181818181,0.432,0.0,0.0,0.0,0.1170212765957446,0.1405405405405405,0.432,0.432,0.1477272727272727,0.2156862745098039,0.579,0.2641509433962264,0.3168316831683168,0.3,0.0833333333333333,0.0869565217391304,0.1724137931034483,0.1136363636363636,0.4390243902439025,0.1245551601423487,14.2,0.494,0.0,0.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.2,0.2,0.4,0.087,-1.9,-0.6,-2.4,0.0,0.0748060216194707,0.512,-0.22
Arron Afflalo,SG,5.0,29.0,0.4691358024691358,0.43902439024390244,0.4840425531914893,0.4886363636363636,0.421,0.4027777777777777,0.5061728395061729,0.36850000000000005,0.3244680851063829,0.35945945945945945,0.45199999999999996,0.4915,0.22727272727272724,0.23039215686274506,0.846,0.056603773584905606,0.26732673267326734,0.2033333333333333,0.13888888888888884,0.2173913043478261,0.0344827586206896,0.3295454545454545,0.5365853658536586,0.4466192170818505,9.95,0.533,0.383,0.2185,1.1,9.35,5.199999999999999,7.4,0.75,0.2,11.05,18.299999999999997,0.7999999999999999,0.45,1.3,0.0495,-1.85,-1.0,-2.8499999999999996,-0.15000000000000002,0.42461370117381786,0.524,-0.45999999999999996
Alexis Ajinça,C,6.0,26.0,0.8271604938271605,0.0975609756097561,0.2872340425531915,0.2181818181818181,0.55,0.0,0.0,0.0,0.2872340425531915,0.2594594594594595,0.55,0.55,0.1363636363636363,0.1470588235294117,0.818,0.2830188679245283,0.3069306930693069,0.3066666666666666,0.0648148148148148,0.1304347826086956,0.2758620689655172,0.2272727272727272,0.5365853658536587,0.2313167259786476,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.7,0.4,-0.3,0.4,0.321340937727966,0.512,1.63
Furkan Aldemir,PF,7.0,23.0,0.4938271604938271,0.1097560975609756,0.1063829787234042,0.0863636363636363,0.513,0.0,0.0123456790123456,0.0,0.1063829787234042,0.0972972972972973,0.548,0.513,0.034090909090909,0.0686274509803921,0.481,0.3584905660377358,0.2376237623762376,0.2866666666666667,0.0648148148148148,0.1739130434782609,0.1379310344827586,0.0909090909090909,0.5609756097560976,0.0818505338078291,12.0,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-3.9,0.4,-3.6,-0.2,0.1827707407653027,0.659,4.37
Lavoy Allen,C,10.0,25.0,0.7654320987654321,0.0,0.2340425531914893,0.2136363636363636,0.472,0.0,0.0,0.0,0.2340425531914893,0.254054054054054,0.472,0.472,0.0568181818181818,0.0686274509803921,0.702,0.3773584905660377,0.3168316831683168,0.3399999999999999,0.1111111111111111,0.0869565217391304,0.2413793103448275,0.1363636363636363,0.3902439024390244,0.1779359430604982,14.9,0.493,0.0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,2.8,0.127,-0.5,0.5,0.0,0.6,0.3597718681610186,0.427,-2.91
Al-Farouq Aminu,SF,12.0,24.0,0.9012345679012346,0.0365853658536585,0.2127659574468085,0.2181818181818181,0.412,0.1388888888888889,0.2098765432098765,0.274,0.1595744680851063,0.1675675675675675,0.485,0.459,0.125,0.1568627450980392,0.712,0.2830188679245283,0.3069306930693069,0.3066666666666666,0.074074074074074,0.391304347826087,0.2758620689655172,0.159090909090909,0.4634146341463415,0.1992882562277579,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0,0.4584189933019431,0.463,-0.14
Lou Amundson,PF,13.0,32.0,0.1358024691358024,0.0,0.0319148936170212,0.0454545454545454,0.333,0.0,0.0,0.0,0.0319148936170212,0.054054054054054,0.333,0.333,0.034090909090909,0.0392156862745098,0.6,0.0754716981132075,0.1287128712871287,0.1133333333333333,0.037037037037037,0.0434782608695652,0.0,0.0909090909090909,0.2195121951219512,0.0320284697508896,3.8,0.387,0.0,0.417,7.4,21.5,14.5,8.7,0.7,0.0,26.0,11.0,-0.1,0.1,0.0,-0.011,-6.7,-1.5,-8.2,-0.1,0.0277206711320379,0.622,5.23
Alan Anderson,SG,15.0,32.0,0.9012345679012346,0.2317073170731707,0.2765957446808511,0.2681818181818182,0.443,0.2777777777777778,0.345679012345679,0.348,0.1702127659574468,0.1675675675675675,0.53,0.526,0.125,0.1372549019607843,0.812,0.0754716981132075,0.2277227722772277,0.1866666666666666,0.1018518518518518,0.3478260869565218,0.0344827586206896,0.1818181818181818,0.4878048780487805,0.2633451957295373,10.6,0.563,0.477,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,-1.7,0.2,-1.5,0.2,0.5854499635254327,0.549,1.03
